,State,Program,Year,Payment,Farm Count,Payee Count
702,Washington               ,EMERGENCY CONSERVATION PROGRAM               ,2014,318555.0,16,16
703,Washington               ,GRASSLANDS RESERVE PROGRAM                   ,2014,377080.0,60,71
704,Washington               ,"INCOME LOSS - MILK, PART 2                   ",2014,26262.059999999998,3,3
705,Washington               ,LIVESTOCK FORAGE PROGRAM                     ,2014,673983.0,101,104
706,Washington               ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,47839.0,5,5
707,Washington               ,NON-INSURED ASSISTANCE PROGRAM               ,2014,773611.0,78,80
708,Washington               ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2014,129936.44,6,7
709,Washington               ,TRADE ADJUSTMENT ASSISTANCE FOR FARMERS      ,2014,187.0,2,2
710,Washington               ,TREE ASSISTANCE PROGRAM                      ,2014,120233.0,2,2
711,West Virginia            ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,491391.0,396,402
712,West Virginia            ,DCP - DIRECT                                 ,2014,21460.85,31,31
713,West Virginia            ,ECP SANDY STAFFORD COST SHARE                ,2014,51610.0,9,9
714,West Virginia            ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2014,2205.0,3,3
715,West Virginia            ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2014,47959.0,38,38
716,West Virginia            ,GRASSLANDS RESERVE PROGRAM                   ,2014,70681.0,65,66
717,West Virginia            ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,644839.0,170,172
718,West Virginia            ,NON-INSURED ASSISTANCE PROGRAM               ,2014,14800.0,3,3
719,Wisconsin                ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2014,7003041.03,412,439
720,Wisconsin                ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2014,119499.0,20,23
721,Wisconsin                ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,25548331.65,11087,11724
722,Wisconsin                ,DCP - DIRECT                                 ,2014,1161686.66,358,371
723,Wisconsin                ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2014,430458.0,55,57
724,Wisconsin                ,GRASSLANDS RESERVE PROGRAM                   ,2014,446227.0,36,40
725,Wisconsin                ,"INCOME LOSS - MILK, PART 2                   ",2014,23325.84,14,14
726,Wisconsin                ,LIVESTOCK FORAGE PROGRAM                     ,2014,12297161.0,3908,4008
727,Wisconsin                ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,497600.0,65,67
728,Wisconsin                ,NON-INSURED ASSISTANCE FROST FREE            ,2014,442404.0,30,30
729,Wisconsin                ,NON-INSURED ASSISTANCE PROGRAM               ,2014,447656.5,45,44
730,Wisconsin                ,SUPL REVENUE ASSISTANCE - RECOVERY ACT       ,2014,1294.0,1,1
731,Wisconsin                ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2014,485.0,1,1
732,Wisconsin                ,TREE ASSISTANCE PROGRAM                      ,2014,43802.0,9,9
733,Wyoming                  ,CRP PAYMENT - ANNUAL RENTAL                  ,2014,5180777.92,540,603
734,Wyoming                  ,DCP - DIRECT                                 ,2014,45074.17,37,37
735,Wyoming                  ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2014,1.0,1,1
736,Wyoming                  ,EMERGENCY CONSERVATION PROGRAM               ,2014,344029.0,45,44
737,Wyoming                  ,GRASSLANDS RESERVE PROGRAM                   ,2014,428277.0,24,24
738,Wyoming                  ,LIVESTOCK FORAGE PROGRAM                     ,2014,123088494.8,1656,1920
739,Wyoming                  ,LIVESTOCK INDEMNITY PROGRAM                  ,2014,854097.0,61,64
740,Wyoming                  ,NON-INSURED ASSISTANCE PROGRAM               ,2014,6108444.0,298,309
741,Alabama                  ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,0.0,1974,2117
742,Alabama                  ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,0.0,236,242
743,Alabama                  ,CRP - EMERGENCY FORESTRY ANNUAL RENTAL       ,2015,0.0,75,78
744,Alabama                  ,CRP - EMERGENCY FORESTRY COST SHARE          ,2015,0.0,2,2
745,Alabama                  ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,4413,4774
746,Alabama                  ,DCP - DIRECT                                 ,2015,0.0,22,23
747,Alabama                  ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,0.0,16,16
748,Alabama                  ,EMERGENCY CONSERVATION PROGRAM               ,2015,0.0,43,45
749,Alabama                  ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,0.0,97,98
750,Alabama                  ,EMERGENCY FOREST RESTORATION STAFFORD        ,2015,0.0,2,3
751,Alabama                  ,EMERGENCY FORESTRY RESTORATION PROGRAM       ,2015,0.0,9,9
752,Alabama                  ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,71,71
753,Alabama                  ,"INCOME LOSS - MILK, PART 2                   ",2015,0.0,1,1
754,Alabama                  ,LIVESTOCK FORAGE PROGRAM                     ,2015,0.0,875,886
755,Alabama                  ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,0.0,50,50
756,Alabama                  ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,362,374
757,Alabama                  ,PRICE LOSS COVERAGE PROGRAM                  ,2015,0.0,1549,1675
758,Alabama                  ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,12,13
759,Alaska                   ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,21,24
760,Alaska                   ,GEOGRAPHIC DISADVANTAGED PROGRAM             ,2015,0.0,191,192
761,Alaska                   ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,12,13
762,Alaska                   ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,0.0,1,1
763,Alaska                   ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,2,2
764,Arizona                  ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,0.0,6,6
765,Arizona                  ,BIOMASS CROP ASSIST COLLECTION MATCH PAY     ,2015,0.0,3,3
766,Arizona                  ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,0.0,41,44
767,Arizona                  ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,0.0,20,20
768,Arizona                  ,EMERGENCY CONSERVATION PROGRAM               ,2015,0.0,2,2
769,Arizona                  ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,0.0,22,26
770,Arizona                  ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,12,12
771,Arizona                  ,LIVESTOCK FORAGE DISASTER PROGRAM            ,2015,0.0,6,6
772,Arizona                  ,LIVESTOCK FORAGE PROGRAM                     ,2015,0.0,1565,2067
773,Arizona                  ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,0.0,1,1
774,Arizona                  ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,18,18
775,Arizona                  ,PRICE LOSS COVERAGE PROGRAM                  ,2015,0.0,2,2
776,Arkansas                 ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,0.0,2,2
777,Arkansas                 ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,0.0,4002,5177
778,Arkansas                 ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2015,0.0,1,1
779,Arkansas                 ,BIOMASS CROP ASSISTANCE - ANNUAL RENTAL      ,2015,0.0,75,85
780,Arkansas                 ,BIOMASS CROP ASSISTANCE - COST-SHARE         ,2015,0.0,1,1
781,Arkansas                 ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,0.0,686,777
782,Arkansas                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,2878,3405
783,Arkansas                 ,DCP - COUNTER CYCLICAL                       ,2015,0.0,2,2
784,Arkansas                 ,DCP - DIRECT                                 ,2015,0.0,50,51
785,Arkansas                 ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,0.0,12,12
786,Arkansas                 ,EMERGENCY CONSERVATION PROGRAM               ,2015,0.0,15,16
787,Arkansas                 ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,0.0,72,75
788,Arkansas                 ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,45,47
789,Arkansas                 ,"INCOME LOSS - MILK, PART 2                   ",2015,0.0,1,1
790,Arkansas                 ,LIVESTOCK FORAGE DISASTER PROGRAM            ,2015,0.0,3,3
791,Arkansas                 ,LIVESTOCK FORAGE PROGRAM                     ,2015,0.0,2637,2739
792,Arkansas                 ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,0.0,233,235
793,Arkansas                 ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,136,140
794,Arkansas                 ,PRICE LOSS COVERAGE PROGRAM                  ,2015,0.0,7349,10027
795,Arkansas                 ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,2,2
796,California               ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,0.0,752,892
797,California               ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,0.0,2,2
798,California               ,BIOMASS CROP ASSIST COLLECTION MATCH PAY     ,2015,0.0,12,12
799,California               ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,0.0,478,593
800,California               ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,214,246
801,California               ,DCP - COUNTER CYCLICAL                       ,2015,0.0,1,2
802,California               ,DCP - DIRECT                                 ,2015,0.0,25,31
803,California               ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,0.0,240,249
804,California               ,EMERGENCY CONSERVATION PROGRAM               ,2015,0.0,90,90
805,California               ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,0.0,5,6
806,California               ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,20,20
807,California               ,"INCOME LOSS - MILK, PART 2                   ",2015,0.0,3,3
808,California               ,LIVESTOCK FORAGE DISASTER PROGRAM            ,2015,0.0,1,1
809,California               ,LIVESTOCK FORAGE PROGRAM                     ,2015,0.0,2186,2516
810,California               ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,0.0,10,12
811,California               ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,0.0,1,1
812,California               ,NON-INSURED ASSISTANCE FROST FREE            ,2015,0.0,1,1
813,California               ,NON-INSURED ASSISTANCE PROG AUTHORIZED       ,2015,0.0,3,3
814,California               ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,1091,1208
815,California               ,PRICE LOSS COVERAGE PROGRAM                  ,2015,0.0,26,30
816,California               ,SUPL REVENUE ASSISTANCE - RECOVERY ACT       ,2015,0.0,2,2
817,California               ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2015,0.0,4,4
818,California               ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,34,36
819,Colorado                 ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,0.0,10,15
820,Colorado                 ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,0.0,3481,4204
821,Colorado                 ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,0.0,12,21
822,Colorado                 ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2015,0.0,3,3
823,Colorado                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,5057,6396
824,Colorado                 ,DCP - DIRECT                                 ,2015,0.0,43,52
825,Colorado                 ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,0.0,14,15
826,Colorado                 ,EMERGENCY CONSERVATION PROGRAM               ,2015,0.0,2,2
827,Colorado                 ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,0.0,43,45
828,Colorado                 ,EMERGENCY FOREST RESTORATION STAFFORD        ,2015,0.0,33,33
829,Colorado                 ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,18,19
830,Colorado                 ,"INCOME LOSS - MILK, PART 2                   ",2015,0.0,3,3
831,Colorado                 ,LIVESTOCK FORAGE DISASTER PROGRAM            ,2015,0.0,2,3
832,Colorado                 ,LIVESTOCK FORAGE PROGRAM                     ,2015,0.0,1416,1563
833,Colorado                 ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,0.0,9,9
834,Colorado                 ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,0.0,2,2
835,Colorado                 ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,674,729
836,Colorado                 ,PRICE LOSS COVERAGE PROGRAM                  ,2015,0.0,31,38
837,Colorado                 ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2015,0.0,3,3
838,Colorado                 ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,12,13
839,Connecticut              ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,0.0,2,2
840,Connecticut              ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,0.0,95,96
841,Connecticut              ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,4,4
842,Connecticut              ,EFRP SANDY STAFFORD COST SHARE               ,2015,0.0,1,1
843,Connecticut              ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,0.0,1,1
844,Connecticut              ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,17,17
845,Connecticut              ,"INCOME LOSS - MILK, PART 2                   ",2015,0.0,2,2
846,Connecticut              ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,0.0,1,1
847,Connecticut              ,NON-INSURED ASSISTANCE PROG AUTHORIZED       ,2015,0.0,6,6
848,Connecticut              ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,10,10
849,Connecticut              ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2015,0.0,4,4
850,Connecticut              ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,1,1
851,Delaware                 ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,0.0,2,2
852,Delaware                 ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2015,0.0,2,3
853,Delaware                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,253,275
854,Delaware                 ,DCP - DIRECT                                 ,2015,0.0,1,1
855,Delaware                 ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,2,2
856,Delaware                 ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,3,3
857,Delaware                 ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,1,1
858,Florida                  ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,0.0,626,662
859,Florida                  ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,0.0,199,213
860,Florida                  ,CRP - EMERGENCY FORESTRY ANNUAL RENTAL       ,2015,0.0,22,24
861,Florida                  ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,728,761
862,Florida                  ,DCP - DIRECT                                 ,2015,0.0,6,6
863,Florida                  ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,0.0,93,96
864,Florida                  ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,0.0,76,85
865,Florida                  ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,3,3
866,Florida                  ,"INCOME LOSS - MILK, PART 2                   ",2015,0.0,1,1
867,Florida                  ,LIVESTOCK FORAGE PROGRAM                     ,2015,0.0,790,824
868,Florida                  ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,0.0,35,36
869,Florida                  ,NON-INSURED ASSISTANCE PROG AUTHORIZED       ,2015,0.0,1,1
870,Florida                  ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,87,96
871,Florida                  ,PRICE LOSS COVERAGE PROGRAM                  ,2015,0.0,876,954
872,Florida                  ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2015,0.0,7,7
873,Florida                  ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,228,250
874,Florida                  ,TREE ASSISTANCE PROGRAM - RECOVERY ACT       ,2015,0.0,1,1
875,Georgia                  ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,0.0,4864,5265
876,Georgia                  ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,0.0,330,333
877,Georgia                  ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,4939,5402
878,Georgia                  ,DCP - DIRECT                                 ,2015,0.0,13,13
879,Georgia                  ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,0.0,55,59
880,Georgia                  ,EMERGENCY CONSERVATION PROGRAM               ,2015,0.0,29,30
881,Georgia                  ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,0.0,16,16
882,Georgia                  ,EMERGENCY FOREST RESTORATION STAFFORD        ,2015,0.0,95,99
883,Georgia                  ,EMERGENCY FORESTRY RESTORATION PROGRAM       ,2015,0.0,4,4
884,Georgia                  ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,112,113
885,Georgia                  ,INDEMNITY PAYMENT - DAIRY                    ,2015,0.0,4,4
886,Georgia                  ,LIVESTOCK FORAGE DISASTER PROGRAM            ,2015,0.0,2,2
887,Georgia                  ,LIVESTOCK FORAGE PROGRAM                     ,2015,0.0,1672,1724
888,Georgia                  ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,0.0,30,32
889,Georgia                  ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,0.0,2,2
890,Georgia                  ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,200,205
891,Georgia                  ,PRICE LOSS COVERAGE PROGRAM                  ,2015,0.0,4848,5278
892,Georgia                  ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,23,23
893,Hawaii                   ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,12,12
894,Hawaii                   ,EMERGENCY CONSERVATION PROGRAM               ,2015,0.0,22,22
895,Hawaii                   ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,0.0,87,95
896,Hawaii                   ,GEOGRAPHIC DISADVANTAGED PROGRAM             ,2015,0.0,339,357
897,Hawaii                   ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,11,11
898,Hawaii                   ,LIVESTOCK FORAGE PROGRAM                     ,2015,0.0,176,187
899,Hawaii                   ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,185,230
900,Hawaii                   ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,20,24
901,Idaho                    ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,0.0,98,113
902,Idaho                    ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,0.0,1614,1826
903,Idaho                    ,BIOMASS CROP ASSIST COLLECTION MATCH PAY     ,2015,0.0,1,1
904,Idaho                    ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,2324,2726
905,Idaho                    ,DCP - DIRECT                                 ,2015,0.0,17,16
906,Idaho                    ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,0.0,64,66
907,Idaho                    ,EMERGENCY CONSERVATION PROGRAM               ,2015,0.0,11,11
908,Idaho                    ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,5,6
909,Idaho                    ,LIVESTOCK FORAGE PROGRAM                     ,2015,0.0,623,667
910,Idaho                    ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,0.0,17,17
911,Idaho                    ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,0.0,1,1
912,Idaho                    ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,87,102
913,Idaho                    ,PRICE LOSS COVERAGE PROGRAM                  ,2015,0.0,368,441
914,Idaho                    ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,1,1
915,Illinois                 ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,0.0,23,26
916,Illinois                 ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,0.0,25658,30481
917,Illinois                 ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,0.0,8,8
918,Illinois                 ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2015,0.0,25,29
919,Illinois                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,36920,44177
920,Illinois                 ,DCP - DIRECT                                 ,2015,0.0,152,163
921,Illinois                 ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,0.0,118,121
922,Illinois                 ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,0.0,4,4
923,Illinois                 ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,29,31
924,Illinois                 ,"INCOME LOSS - MILK, PART 2                   ",2015,0.0,5,5
925,Illinois                 ,INDEMNITY PAYMENT - DAIRY                    ,2015,0.0,7,7
926,Illinois                 ,LIVESTOCK FORAGE PROGRAM                     ,2015,0.0,1122,1164
927,Illinois                 ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,0.0,41,41
928,Illinois                 ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,0.0,9,14
929,Illinois                 ,NON-INSURED ASSISTANCE FROST FREE            ,2015,0.0,1,1
930,Illinois                 ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,11,11
931,Illinois                 ,PRICE LOSS COVERAGE PROGRAM                  ,2015,0.0,5,7
932,Illinois                 ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2015,0.0,5,6
933,Illinois                 ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,5,5
934,Indiana                  ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,0.0,6,6
935,Indiana                  ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,0.0,21594,24043
936,Indiana                  ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,0.0,5,5
937,Indiana                  ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2015,0.0,2,2
938,Indiana                  ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,17154,18903
939,Indiana                  ,DCP - DIRECT                                 ,2015,0.0,26,27
940,Indiana                  ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,0.0,160,162
941,Indiana                  ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,40,41
942,Indiana                  ,"INCOME LOSS - MILK, PART 2                   ",2015,0.0,1,1
943,Indiana                  ,INDEMNITY PAYMENT - DAIRY                    ,2015,0.0,1,1
944,Indiana                  ,LIVESTOCK FORAGE PROGRAM                     ,2015,0.0,338,347
945,Indiana                  ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,0.0,91,92
946,Indiana                  ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,0.0,7,7
947,Indiana                  ,NON-INSURED ASSISTANCE FROST FREE            ,2015,0.0,7,8
948,Indiana                  ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,34,37
949,Indiana                  ,PRICE LOSS COVERAGE PROGRAM                  ,2015,0.0,1,1
950,Indiana                  ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2015,0.0,1,1
951,Indiana                  ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,6,6
952,Iowa                     ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,0.0,156,165
953,Iowa                     ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,0.0,48795,56891
954,Iowa                     ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,0.0,18,24
955,Iowa                     ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2015,0.0,2,2
956,Iowa                     ,BIOMASS CROP ASSIST COLLECTION MATCH PAY     ,2015,0.0,32,33
957,Iowa                     ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,0.0,42884,50464
958,Iowa                     ,DCP - DIRECT                                 ,2015,0.0,45,45
959,Iowa                     ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,0.0,27,27
960,Iowa                     ,EMERGENCY CONSERVATION PROGRAM               ,2015,0.0,118,124
961,Iowa                     ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,0.0,40,40
962,Iowa                     ,GRASSLANDS RESERVE PROGRAM                   ,2015,0.0,103,106
963,Iowa                     ,"HAY GRAZING, MANAGED                         ",2015,0.0,3,3
964,Iowa                     ,"INCOME LOSS - MILK, PART 2                   ",2015,0.0,1,1
965,Iowa                     ,INDEMNITY PAYMENT - DAIRY                    ,2015,0.0,1,1
966,Iowa                     ,LIVESTOCK FORAGE PROGRAM                     ,2015,0.0,628,661
967,Iowa                     ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,0.0,91,93
968,Iowa                     ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,0.0,11,11
969,Iowa                     ,NON-INSURED ASSISTANCE PROGRAM               ,2015,0.0,22,23
970,Iowa                     ,TREE ASSISTANCE PROGRAM                      ,2015,0.0,2,2
971,Kansas                   ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,773815.0,109,118
972,Kansas                   ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,291555780.94,38023,47524
973,Kansas                   ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,56642.0,12,13
974,Kansas                   ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2015,1957.0,4,4
975,Kansas                   ,BIOMASS CROP ASSIST COLLECTION MATCH PAY     ,2015,9573.0,1,1
976,Kansas                   ,BIOMASS CROP ASSISTANCE - ANNUAL RENTAL      ,2015,241580.0,63,67
977,Kansas                   ,BIOMASS CROP ASSISTANCE - COST-SHARE         ,2015,24255.99,2,2
978,Kansas                   ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,27758.0,56,58
979,Kansas                   ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,91391460.87,21168,25793
980,Kansas                   ,DCP - DIRECT                                 ,2015,209097.65,93,94
981,Kansas                   ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,359537.0,96,96
982,Kansas                   ,EMERGENCY CONSERVATION PROGRAM               ,2015,70593.0,12,13
983,Kansas                   ,GRASSLANDS RESERVE PROGRAM                   ,2015,333986.0,32,33
984,Kansas                   ,HAY GRAZING                                  ,2015,778.8299999999999,2,3
985,Kansas                   ,"HAY GRAZING, MANAGED                         ",2015,3510.0,8,8
986,Kansas                   ,"INCOME LOSS - MILK, PART 2                   ",2015,978.04,1,1
987,Kansas                   ,INDEMNITY PAYMENT - DAIRY                    ,2015,59981.55,1,1
988,Kansas                   ,LIVESTOCK FORAGE DISASTER PROGRAM            ,2015,16788.0,1,1
989,Kansas                   ,LIVESTOCK FORAGE PROGRAM                     ,2015,70279454.16,3415,3655
990,Kansas                   ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,559985.98,76,80
991,Kansas                   ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,7998.0,3,3
992,Kansas                   ,NON-INSURED ASSISTANCE PROGRAM               ,2015,1351268.24,297,308
993,Kansas                   ,PRICE LOSS COVERAGE PROGRAM                  ,2015,133538.0,64,70
994,Kansas                   ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2015,57833.0,13,14
995,Kansas                   ,TREE ASSISTANCE PROGRAM                      ,2015,14010.0,1,1
996,Kentucky                 ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,9921.0,1,1
997,Kentucky                 ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,49877903.67,12425,13206
998,Kentucky                 ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,4781.0,1,1
999,Kentucky                 ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2015,1136.0,1,1
1000,Kentucky                 ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,1183.0,1,1
