state,fiscal_year,accounting_program_code,accounting_program_description,amount,category
Georgia,2019,2872,TREE ASSISTANCE PROGRAM,450.24,TAP
Georgia,2019,2877,TMP/MFP 2019 NON SPECIALTY CROPS,121898263.2,MFP
Georgia,2019,2878,TMP/MFP 2019 SPECIALITY CROPS,3290234.14,MFP
Georgia,2019,2879,TMP/MFP 2019 LIVESTOCK,691342.63,MFP
Georgia,2019,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,166045.9,MFP
Georgia,2019,3070,GRASSLANDS RESERVE PROGRAM,32327,Ad Hoc
Georgia,2019,3344,EMERGENCY FOREST RESTORATION STAFFORD,301555,Ad Hoc
Georgia,2019,4040,EMERGENCY CONSERVATION PROGRAM,11846,Ad Hoc
Georgia,2019,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,1466580,Ad Hoc
Georgia,2019,4056,ECP COST SHARE FY 2018,1060002,Ad Hoc
Georgia,2019,6150,CCC ORGANIC COST SHARE - CROPS,25482.15,Ad Hoc
Georgia,2019,6150,CCC ORGANIC COST SHARE - LIVESTOCK,2551,Ad Hoc
Georgia,2019,6152,CCC ORGANIC COST SHARE FEES - HANDLING,8934.54,Ad Hoc
Georgia,2019,7900,INDEMNITY PAYMENT - DAIRY,110647.23,Ad Hoc
Georgia,2019,8025,MARGIN PROTECTION PROGRAM - DAIRY,160622.91,DMC
Georgia,2019,8030,MARGIN PROTECTION  - DAIRY,10788,DMC
Georgia,2019,8053,DAIRY MARGIN COVERAGE PROGRAM,1799573.22,DMC
Georgia,2020,2775,NON-INSURED ASSISTANCE PROGRAM,2237643.86,NAP
Georgia,2020,2832,LIVESTOCK INDEMNITY PROGRAM,82484,LIP
Georgia,2020,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),6096876,ELAP
Georgia,2020,2834,TREE ASSISTANCE PROGRAM,786191,TAP
Georgia,2020,2835,LIVESTOCK FORAGE PROGRAM,8178304.64,LFP
Georgia,2020,2837,PRICE LOSS COVERAGE PROGRAM,171630944.8,PLC
Georgia,2020,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,15704415.87,ARC-CO
Georgia,2020,2863,TREE ASSISTANCE PROGRAM - PECAN,1376,TAP
Georgia,2020,2864,WILDFIRES AND HURRICANES INDEMNITY PROG,23505512,Ad Hoc
Georgia,2020,2867,MARKET FACILITATION PROGRAM - CROPS,120579,MFP
Georgia,2020,2868,MARKET FACILITATION PROGRAM - DAHG,210709,MFP
Georgia,2020,2872,TREE ASSISTANCE PROGRAM,754323.84,TAP
Georgia,2020,2875,DIS/WH2 2019 WFHURRINDEMP,95550383.08,Ad Hoc
Georgia,2020,2876,TREE ASSISTANCE PROGRAM,8500,TAP
Georgia,2020,2877,TMP/MFP 2019 NON SPECIALTY CROPS,170714354.4,MFP
Georgia,2020,2878,TMP/MFP 2019 SPECIALITY CROPS,12211787.91,MFP
Georgia,2020,2879,TMP/MFP 2019 LIVESTOCK,1933064.68,MFP
Georgia,2020,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,476313.84,MFP
Georgia,2020,2881,WML/WML 19 WHIP MILK LOSS,35887,Ad Hoc
Georgia,2020,2886,WHIP 791,203730,Ad Hoc
Georgia,2020,2888,WHIP PLUS 3 ASSISTANCE,13309641.82,Ad Hoc
Georgia,2020,2920,NAP REGULAR WEB-BASED,1386217.32,NAP
Georgia,2020,3070,GRASSLANDS RESERVE PROGRAM,34418,Ad Hoc
Georgia,2020,3340,EMERGENCY FORESTRY RESTORATION PROGRAM,404264,Ad Hoc
Georgia,2020,3344,EMERGENCY FOREST RESTORATION STAFFORD,796809,Ad Hoc
Georgia,2020,3357,ERP/HMC COST SHARE FY19,421128,Ad Hoc
Georgia,2020,4042,EMERGENCY CONSERVATION PROGRAM FY17,62528,Ad Hoc
Georgia,2020,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,4120308,Ad Hoc
Georgia,2020,4056,ECP COST SHARE FY 2018,21176461,Ad Hoc
Georgia,2020,4058,ECP/HMC COST SHARE FY19,28166,Ad Hoc
Georgia,2020,4920,CFAPCARES,59723850.22,CFAP
Georgia,2020,4921,CFAPCARES2,31008.84,CFAP
Georgia,2020,4925,CFAPCCCCA,79367867.1,CFAP
Georgia,2020,4926,CFAPCCA2,13544857.11,CFAP
Georgia,2020,6150,CCC ORGANIC COST SHARE - CROPS,32220.41,Ad Hoc
Georgia,2020,6150,CCC ORGANIC COST SHARE - LIVESTOCK,309.38,Ad Hoc
Georgia,2020,6152,CCC ORGANIC COST SHARE FEES - HANDLING,11855.82,Ad Hoc
Georgia,2020,7900,INDEMNITY PAYMENT - DAIRY,11013.87,Ad Hoc
Georgia,2020,8053,DAIRY MARGIN COVERAGE,1097939.95,DMC
Georgia,2020,8053,DAIRY MARGIN COVERAGE PROGRAM,179317.48,DMC
Georgia,2021,2571,LIVESTOCK FORAGE DISASTER PROGRAM,1946,LFP
Georgia,2021,2775,NON-INSURED ASSISTANCE PROGRAM,190059,NAP
Georgia,2021,2832,LIVESTOCK INDEMNITY PROGRAM,21631,LIP
Georgia,2021,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),4763828.17,ELAP
Georgia,2021,2834,TREE ASSISTANCE PROGRAM,578845,TAP
Georgia,2021,2835,LIVESTOCK FORAGE PROGRAM,3909,LFP
Georgia,2021,2837,PRICE LOSS COVERAGE PROGRAM,269464547.3,PLC
Georgia,2021,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,3143539.52,ARC-CO
Georgia,2021,2864,WILDFIRES AND HURRICANES INDEMNITY PROG,35337,Ad Hoc
Georgia,2021,2867,MARKET FACILITATION PROGRAM - CROPS,6756,MFP
Georgia,2021,2872,TREE ASSISTANCE PROGRAM,259019.1,TAP
Georgia,2021,2875,DIS/WH2 2019 WFHURRINDEMP,508730.51,Ad Hoc
Georgia,2021,2877,TMP/MFP 2019 NON SPECIALTY CROPS,254427.83,MFP
Georgia,2021,2878,TMP/MFP 2019 SPECIALITY CROPS,211093.65,MFP
Georgia,2021,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,9024.95,MFP
Georgia,2021,2886,WHIP 791,83489,Ad Hoc
Georgia,2021,2888,WHIP PLUS 3 ASSISTANCE,7266263.19,Ad Hoc
Georgia,2021,2907,SEAFOOD TRADE RELIEF PROGRAM,45021.71,Ad Hoc
Georgia,2021,2908,QUALITY LOSS ADJUSTMENT PROGRAM,4844082.96,Ad Hoc
Georgia,2021,2920,NAP REGULAR WEB-BASED,1288387.25,NAP
Georgia,2021,3070,GRASSLANDS RESERVE PROGRAM,17381,Ad Hoc
Georgia,2021,3340,EMERGENCY FORESTRY RESTORATION PROGRAM,18953,Ad Hoc
Georgia,2021,3344,EMERGENCY FOREST RESTORATION STAFFORD,307013,Ad Hoc
Georgia,2021,3357,ERP/HMC COST SHARE FY19,345653,Ad Hoc
Georgia,2021,3364,EFPSTACSOF,74554,Ad Hoc
Georgia,2021,3365,ERFMCFSOF,274466.04,Ad Hoc
Georgia,2021,4056,ECP COST SHARE FY 2018,7704657.11,Ad Hoc
Georgia,2021,4058,ECP/HMC COST SHARE FY19,278252,Ad Hoc
Georgia,2021,4060,ECPCOF,22541.18,Ad Hoc
Georgia,2021,4061,WECPCOF,21787,Ad Hoc
Georgia,2021,4064,WECPCSCOF,3931106.11,Ad Hoc
Georgia,2021,4920,CFAPCARES,1181672.96,CFAP
Georgia,2021,4921,CFAPCARES2,3496643.19,CFAP
Georgia,2021,4923,CFAP3 - LTU,15945200.08,CFAP
Georgia,2021,4924,CFAP3 - TUP,50616005.83,CFAP
Georgia,2021,4925,CFAPCCCCA,1368511.34,CFAP
Georgia,2021,4926,CFAPCCA2,186818750.9,CFAP
Georgia,2021,6150,CCC ORGANIC COST SHARE - CROPS,25381.09,Ad Hoc
Georgia,2021,6150,CCC ORGANIC COST SHARE - LIVESTOCK,1292.8,Ad Hoc
Georgia,2021,6152,CCC ORGANIC COST SHARE FEES - HANDLING,8909.91,Ad Hoc
Georgia,2021,7902,DIPP WEB-BASED,1114.32,Dairy Indemnity
Georgia,2021,8030,MARGIN PROTECTION  - DAIRY,13264,DMC
Georgia,2021,8053,DAIRY MARGIN COVERAGE,5716706.86,DMC
Georgia,2021,8286,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,176000,Ad Hoc
Georgia,2022,2775,NON-INSURED ASSISTANCE PROGRAM,9902,NAP
Georgia,2022,2832,LIVESTOCK INDEMNITY PROGRAM,8185,LIP
Georgia,2022,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),3090,ELAP
Georgia,2022,2837,PRICE LOSS COVERAGE PROGRAM,207563229.2,PLC
Georgia,2022,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,499510.5,ARC-CO
Georgia,2022,2862,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,587,ARC-CO
Georgia,2022,2864,WILDFIRES AND HURRICANES INDEMNITY PROG,1168,Ad Hoc
Georgia,2022,2872,TREE ASSISTANCE PROGRAM,2202.88,TAP
Georgia,2022,2875,DIS/WH2 2019 WFHURRINDEMP,74699.48,Ad Hoc
Georgia,2022,2888,WHIP PLUS 3 ASSISTANCE,670978.19,Ad Hoc
Georgia,2022,2908,QUALITY LOSS ADJUSTMENT PROGRAM,1939.39,Ad Hoc
Georgia,2022,2920,NAP REGULAR WEB-BASED,340757,NAP
Georgia,2022,3357,ERP/HMC COST SHARE FY19,31683,Ad Hoc
Georgia,2022,3364,EFPSTACSOF,11722,Ad Hoc
Georgia,2022,3365,ERFMCFSOF,76247.04,Ad Hoc
Georgia,2022,4056,ECP COST SHARE FY 2018,390222,Ad Hoc
Georgia,2022,4058,ECP/HMC COST SHARE FY19,4542,Ad Hoc
Georgia,2022,4060,ECPCOF,9676,Ad Hoc
Georgia,2022,4061,WECPCOF,33040,Ad Hoc
Georgia,2022,4064,WECPCSCOF,797999.76,Ad Hoc
Georgia,2022,4920,CFAPCARES,360668.64,CFAP
Georgia,2022,4921,CFAPCARES2,100319.13,CFAP
Georgia,2022,4922,CFAPCARES2.1,32382878.3,CFAP
Georgia,2022,4923,CFAP3 - LTU,12263.99,CFAP
Georgia,2022,4924,CFAP3 - TUP,135070.81,CFAP
Georgia,2022,4925,CFAPCCCCA,214611.88,CFAP
Georgia,2022,4926,CFAPCCA2,1679047.04,CFAP
Georgia,2022,6150,CCC ORGANIC COST SHARE - CROPS,10888.12,Ad Hoc
Georgia,2022,6150,CCC ORGANIC COST SHARE - LIVESTOCK,500,Ad Hoc
Georgia,2022,6152,CCC ORGANIC COST SHARE FEES - HANDLING,3260.64,Ad Hoc
Georgia,2022,8053,DAIRY MARGIN COVERAGE,2645612.38,DMC
Georgia,2022,8055,DMC PRGM-SUPPLEMENTAL,1818.29,DMC
Georgia,2022,8286,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,10072968.71,Ad Hoc
Hawaii,2018,2775,NON-INSURED ASSISTANCE PROGRAM,2315635,NAP
Hawaii,2018,2775,NON-INSURED ASSISTANCE PROGRAM,755667,NAP
Hawaii,2018,2832,LIVESTOCK INDEMNITY PROGRAM,33964,LIP
Hawaii,2018,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),61076,ELAP
Hawaii,2018,2835,LIVESTOCK FORAGE PROGRAM,2144181,LFP
Hawaii,2018,2835,LIVESTOCK FORAGE PROGRAM,1045386,LFP
Hawaii,2018,2860,GEOGRAPHIC DISADVANTAGED PROGRAM,853299.05,Ad Hoc
Hawaii,2018,3070,GRASSLANDS RESERVE PROGRAM,180118,Ad Hoc
Hawaii,2018,4040,EMERGENCY CONSERVATION PROGRAM,74250,Ad Hoc
Hawaii,2018,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,67041,Ad Hoc
Hawaii,2018,4056,ECP COST SHARE FY 2018,582674,Ad Hoc
Hawaii,2018,6140,AMA ORGANIC COST SHARE - CROPS,14048,Ad Hoc
Hawaii,2018,6140,AMA ORGANIC COST SHARE - LIVESTOCK,412,Ad Hoc
Hawaii,2018,6150,CCC ORGANIC COST SHARE - CROPS,1915,Ad Hoc
Hawaii,2018,6150,CCC ORGANIC COST SHARE - CROPS,750,Ad Hoc
Hawaii,2018,6150,CCC ORGANIC COST SHARE - LIVESTOCK,395,Ad Hoc
Hawaii,2018,6152,CCC ORGANIC COST SHARE FEES - HANDLING,8275,Ad Hoc
Hawaii,2019,2775,NON-INSURED ASSISTANCE PROGRAM,2594068,NAP
Hawaii,2019,2832,LIVESTOCK INDEMNITY PROGRAM,360383,LIP
Hawaii,2019,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),116750,ELAP
Hawaii,2019,2835,LIVESTOCK FORAGE PROGRAM,264189,LFP
Hawaii,2019,2860,GEOGRAPHIC DISADVANTAGED PROGRAM,2579.13,Ad Hoc
Hawaii,2019,2865,GEOGRAPHIC DISADVANTAGED PROGRAM,853846.43,Ad Hoc
Hawaii,2019,2868,MARKET FACILITATION PROGRAM - DAHG,51232,MFP
Hawaii,2019,2878,TMP/MFP 2019 SPECIALITY CROPS,52414,MFP
Hawaii,2019,2879,TMP/MFP 2019 LIVESTOCK,3058,MFP
Hawaii,2019,3070,GRASSLANDS RESERVE PROGRAM,129547,Ad Hoc
Hawaii,2019,4040,EMERGENCY CONSERVATION PROGRAM,133156,Ad Hoc
Hawaii,2019,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,871567,Ad Hoc
Hawaii,2019,4056,ECP COST SHARE FY 2018,3960675,Ad Hoc
Hawaii,2019,6140,AMA ORGANIC COST SHARE - CROPS,10046.01,Ad Hoc
Hawaii,2019,6140,AMA ORGANIC COST SHARE - LIVESTOCK,750,Ad Hoc
Hawaii,2019,6150,CCC ORGANIC COST SHARE - CROPS,33813.51,Ad Hoc
Hawaii,2019,6150,CCC ORGANIC COST SHARE - LIVESTOCK,1533.56,Ad Hoc
Hawaii,2019,6152,CCC ORGANIC COST SHARE FEES - HANDLING,18118.42,Ad Hoc
Hawaii,2020,2775,NON-INSURED ASSISTANCE PROGRAM,521286,NAP
Hawaii,2020,2835,LIVESTOCK FORAGE PROGRAM,3489117,LFP
Hawaii,2020,2865,GEOGRAPHIC DISADVANTAGED PROGRAM,1816.12,Ad Hoc
Hawaii,2020,2872,TREE ASSISTANCE PROGRAM,50989.69,TAP
Hawaii,2020,2874,GEOGRAPHIC DISADVANTAGED PROGRAM,771039.93,Ad Hoc
Hawaii,2020,2875,DIS/WH2 2019 WFHURRINDEMP,7095197,Ad Hoc
Hawaii,2020,2878,TMP/MFP 2019 SPECIALITY CROPS,77324.52,MFP
Hawaii,2020,2879,TMP/MFP 2019 LIVESTOCK,46552.01,MFP
Hawaii,2020,2888,WHIP PLUS 3 ASSISTANCE,670588,Ad Hoc
Hawaii,2020,2907,SEAFOOD TRADE RELIEF PROGRAM,242403.36,Ad Hoc
Hawaii,2020,2920,NAP REGULAR WEB-BASED,854934,NAP
Hawaii,2020,3070,GRASSLANDS RESERVE PROGRAM,66500,Ad Hoc
Hawaii,2020,4040,EMERGENCY CONSERVATION PROGRAM,24254,Ad Hoc
Hawaii,2020,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,137267,Ad Hoc
Hawaii,2020,4056,ECP COST SHARE FY 2018,717487,Ad Hoc
Hawaii,2020,4920,CFAPCARES,7502834.56,CFAP
Hawaii,2020,4925,CFAPCCCCA,8365299.27,CFAP
Hawaii,2020,6150,CCC ORGANIC COST SHARE - CROPS,30179.78,Ad Hoc
Hawaii,2020,6150,CCC ORGANIC COST SHARE - LIVESTOCK,1500,Ad Hoc
Hawaii,2020,6152,CCC ORGANIC COST SHARE FEES - HANDLING,16776.27,Ad Hoc
Hawaii,2021,2775,NON-INSURED ASSISTANCE PROGRAM,449734,NAP
Hawaii,2021,2835,LIVESTOCK FORAGE PROGRAM,3625995,LFP
Hawaii,2021,2872,TREE ASSISTANCE PROGRAM,169087.19,TAP
Hawaii,2021,2874,GEOGRAPHIC DISADVANTAGED PROGRAM,5354.22,Ad Hoc
Hawaii,2021,2887,FARM RANCHERS PROGRAM,899808.01,Ad Hoc
Hawaii,2021,2888,WHIP PLUS 3 ASSISTANCE,2603850.87,Ad Hoc
Hawaii,2021,2907,SEAFOOD TRADE RELIEF PROGRAM,2959236.78,Ad Hoc
Hawaii,2021,2920,NAP REGULAR WEB-BASED,512672,NAP
Hawaii,2021,3070,GRASSLANDS RESERVE PROGRAM,67812,Ad Hoc
Hawaii,2021,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,35383,Ad Hoc
Hawaii,2021,4056,ECP COST SHARE FY 2018,58124,Ad Hoc
Hawaii,2021,4058,ECP/HMC COST SHARE FY19,30375,Ad Hoc
Hawaii,2021,4060,ECPCOF,31500,Ad Hoc
Hawaii,2021,4920,CFAPCARES,1122976.66,CFAP
Hawaii,2021,4923,CFAP3 - LTU,1570754.15,CFAP
Hawaii,2021,4925,CFAPCCCCA,674360.82,CFAP
Hawaii,2021,4926,CFAPCCA2,21498003.07,CFAP
Hawaii,2021,6150,CCC ORGANIC COST SHARE - CROPS,15968.56,Ad Hoc
Hawaii,2021,6150,CCC ORGANIC COST SHARE - LIVESTOCK,154.24,Ad Hoc
Hawaii,2021,6152,CCC ORGANIC COST SHARE FEES - HANDLING,8767.22,Ad Hoc
Hawaii,2021,8287,PANDEMIC LIVESTOCK INDEMNITY PROGRAM,4190.98,Ad Hoc
Hawaii,2022,2775,NON-INSURED ASSISTANCE PROGRAM,54176,NAP
Hawaii,2022,2835,LIVESTOCK FORAGE PROGRAM,1750338,LFP
Hawaii,2022,2887,FARM RANCHERS PROGRAM,15847.09,Ad Hoc
Hawaii,2022,2888,WHIP PLUS 3 ASSISTANCE,21458.1,Ad Hoc
Hawaii,2022,2920,NAP REGULAR WEB-BASED,40746,NAP
Hawaii,2022,4060,ECPCOF,21855,Ad Hoc
Hawaii,2022,4926,CFAPCCA2,1211292.57,CFAP
Hawaii,2022,6150,CCC ORGANIC COST SHARE - CROPS,15275.6,Ad Hoc
Hawaii,2022,6150,CCC ORGANIC COST SHARE - LIVESTOCK,1856.6,Ad Hoc
Hawaii,2022,6152,CCC ORGANIC COST SHARE FEES - HANDLING,8772.97,Ad Hoc
Idaho,2018,2775,NON-INSURED ASSISTANCE PROGRAM,288634,NAP
Idaho,2018,2775,NON-INSURED ASSISTANCE PROGRAM,72880,NAP
Idaho,2018,2832,LIVESTOCK INDEMNITY PROGRAM,1546488,LIP
Idaho,2018,2832,LIVESTOCK INDEMNITY PROGRAM,180013,LIP
Idaho,2018,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1946432,ELAP
Idaho,2018,2834,TREE ASSISTANCE PROGRAM,108216,TAP
Idaho,2018,2834,TREE ASSISTANCE PROGRAM,3524,TAP
Idaho,2018,2835,LIVESTOCK FORAGE PROGRAM,124276.86,LFP
Idaho,2018,2835,LIVESTOCK FORAGE PROGRAM,36690,LFP
Idaho,2018,2837,PRICE LOSS COVERAGE PROGRAM,843134.07,PLC
Idaho,2018,2837,PRICE LOSS COVERAGE PROGRAM,80720611.14,PLC
Idaho,2018,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,315368,ARC-CO
Idaho,2018,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,23592717.88,ARC-CO
Idaho,2018,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,281747,ARC-Ind
Idaho,2018,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,657657,ARC-Ind
Idaho,2018,2867,MARKET FACILITATION PROGRAM - CROPS,500956,MFP
Idaho,2018,2868,MARKET FACILITATION PROGRAM - DAHG,944483,MFP
Idaho,2018,3070,GRASSLANDS RESERVE PROGRAM,3179,Ad Hoc
Idaho,2018,4040,EMERGENCY CONSERVATION PROGRAM,740275,Ad Hoc
Idaho,2018,4040,EMERGENCY CONSERVATION PROGRAM,350309,Ad Hoc
Idaho,2018,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,30072,Ad Hoc
Idaho,2018,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,23124,Ad Hoc
Idaho,2018,6150,CCC ORGANIC COST SHARE - CROPS,23131,Ad Hoc
Idaho,2018,6150,CCC ORGANIC COST SHARE - CROPS,37424,Ad Hoc
Idaho,2018,6150,CCC ORGANIC COST SHARE - LIVESTOCK,3539,Ad Hoc
Idaho,2018,6150,CCC ORGANIC COST SHARE - LIVESTOCK,6388,Ad Hoc
Idaho,2018,6152,CCC ORGANIC COST SHARE FEES - HANDLING,2282,Ad Hoc
Idaho,2018,6152,CCC ORGANIC COST SHARE FEES - HANDLING,13044,Ad Hoc
Idaho,2018,8025,MARGIN PROTECTION PROGRAM - DAIRY,3773536,DMC
Idaho,2019,2775,NON-INSURED ASSISTANCE PROGRAM,289646,NAP
Idaho,2019,2832,LIVESTOCK INDEMNITY PROGRAM,292193,LIP
Idaho,2019,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2321470,ELAP
Idaho,2019,2835,LIVESTOCK FORAGE PROGRAM,701133.63,LFP
Idaho,2019,2837,PRICE LOSS COVERAGE PROGRAM,60844298.19,PLC
Idaho,2019,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,19446902.16,ARC-CO
Idaho,2019,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1541720,ARC-Ind
Idaho,2019,2862,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,16149,ARC-CO
Idaho,2019,2867,MARKET FACILITATION PROGRAM - CROPS,12630335,MFP
Idaho,2019,2868,MARKET FACILITATION PROGRAM - DAHG,10021477,MFP
Idaho,2019,2870,MARKET FACILITATION PROG-SPECIALTY CROPS,239491,MFP
Idaho,2019,2877,TMP/MFP 2019 NON SPECIALTY CROPS,20521993.27,MFP
Idaho,2019,2878,TMP/MFP 2019 SPECIALITY CROPS,377565.77,MFP
Idaho,2019,2879,TMP/MFP 2019 LIVESTOCK,5888369.75,MFP
Idaho,2019,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,740638.09,MFP
Idaho,2019,3070,GRASSLANDS RESERVE PROGRAM,3180,Ad Hoc
Idaho,2019,4040,EMERGENCY CONSERVATION PROGRAM,186211,Ad Hoc
Idaho,2019,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,9240,Ad Hoc
Idaho,2019,4056,ECP COST SHARE FY 2018,30200,Ad Hoc
Idaho,2019,6150,CCC ORGANIC COST SHARE - CROPS,73905.99,Ad Hoc
Idaho,2019,6150,CCC ORGANIC COST SHARE - LIVESTOCK,14927.15,Ad Hoc
Idaho,2019,6150,CCC ORGANIC COST SHARE - WILD CROPS,393.77,Ad Hoc
Idaho,2019,6152,CCC ORGANIC COST SHARE FEES - HANDLING,19896.65,Ad Hoc
Idaho,2019,8025,MARGIN PROTECTION PROGRAM - DAIRY,309298.37,DMC
Idaho,2019,8030,MARGIN PROTECTION  - DAIRY,7337,DMC
Idaho,2019,8053,DAIRY MARGIN COVERAGE PROGRAM,5476085.03,DMC
Idaho,2020,2775,NON-INSURED ASSISTANCE PROGRAM,652894.56,NAP
Idaho,2020,2832,LIVESTOCK INDEMNITY PROGRAM,506770,LIP
Idaho,2020,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1549099,ELAP
Idaho,2020,2835,LIVESTOCK FORAGE PROGRAM,316372,LFP
Idaho,2020,2837,PRICE LOSS COVERAGE PROGRAM,33127097.43,PLC
Idaho,2020,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2120776,ARC-CO
Idaho,2020,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,227469,ARC-Ind
Idaho,2020,2867,MARKET FACILITATION PROGRAM - CROPS,47925,MFP
Idaho,2020,2868,MARKET FACILITATION PROGRAM - DAHG,446724,MFP
Idaho,2020,2877,TMP/MFP 2019 NON SPECIALTY CROPS,32700694.19,MFP
Idaho,2020,2878,TMP/MFP 2019 SPECIALITY CROPS,210127.91,MFP
Idaho,2020,2879,TMP/MFP 2019 LIVESTOCK,13565198.86,MFP
Idaho,2020,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,1811499.49,MFP
Idaho,2020,2907,SEAFOOD TRADE RELIEF PROGRAM,919489.43,Ad Hoc
Idaho,2020,2920,NAP REGULAR WEB-BASED,761642,NAP
Idaho,2020,3070,GRASSLANDS RESERVE PROGRAM,3180,Ad Hoc
Idaho,2020,4040,EMERGENCY CONSERVATION PROGRAM,50292,Ad Hoc
Idaho,2020,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,25600,Ad Hoc
Idaho,2020,4056,ECP COST SHARE FY 2018,141343,Ad Hoc
Idaho,2020,4920,CFAPCARES,146485060.3,CFAP
Idaho,2020,4925,CFAPCCCCA,86201406.33,CFAP
Idaho,2020,4926,CFAPCCA2,5952189.14,CFAP
Idaho,2020,6150,CCC ORGANIC COST SHARE - CROPS,67881.42,Ad Hoc
Idaho,2020,6150,CCC ORGANIC COST SHARE - LIVESTOCK,13470.91,Ad Hoc
Idaho,2020,6150,CCC ORGANIC COST SHARE - WILD CROPS,709.84,Ad Hoc
Idaho,2020,6152,CCC ORGANIC COST SHARE FEES - HANDLING,13428.8,Ad Hoc
Idaho,2020,8053,DAIRY MARGIN COVERAGE,3161263.54,DMC
Idaho,2020,8053,DAIRY MARGIN COVERAGE PROGRAM,1334072.98,DMC
Idaho,2021,2775,NON-INSURED ASSISTANCE PROGRAM,248021,NAP
Idaho,2021,2832,LIVESTOCK INDEMNITY PROGRAM,69597,LIP
Idaho,2021,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1358943,ELAP
Idaho,2021,2835,LIVESTOCK FORAGE PROGRAM,3734709.06,LFP
Idaho,2021,2837,PRICE LOSS COVERAGE PROGRAM,93680773.45,PLC
Idaho,2021,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,886554.41,ARC-CO
Idaho,2021,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,46854,ARC-Ind
Idaho,2021,2867,MARKET FACILITATION PROGRAM - CROPS,2657,MFP
Idaho,2021,2877,TMP/MFP 2019 NON SPECIALTY CROPS,255236.22,MFP
Idaho,2021,2879,TMP/MFP 2019 LIVESTOCK,16808,MFP
Idaho,2021,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,40266.37,MFP
Idaho,2021,2907,SEAFOOD TRADE RELIEF PROGRAM,1227738.32,Ad Hoc
Idaho,2021,2908,QUALITY LOSS ADJUSTMENT PROGRAM,235906.49,Ad Hoc
Idaho,2021,2920,NAP REGULAR WEB-BASED,124413,NAP
Idaho,2021,3070,GRASSLANDS RESERVE PROGRAM,3180,Ad Hoc
Idaho,2021,4056,ECP COST SHARE FY 2018,14218,Ad Hoc
Idaho,2021,4920,CFAPCARES,7616344.81,CFAP
Idaho,2021,4923,CFAP3 - LTU,19280067.17,CFAP
Idaho,2021,4924,CFAP3 - TUP,51987625.89,CFAP
Idaho,2021,4925,CFAPCCCCA,2156632.95,CFAP
Idaho,2021,4926,CFAPCCA2,268870136.3,CFAP
Idaho,2021,6150,CCC ORGANIC COST SHARE - CROPS,45736.78,Ad Hoc
Idaho,2021,6150,CCC ORGANIC COST SHARE - LIVESTOCK,7031.21,Ad Hoc
Idaho,2021,6150,CCC ORGANIC COST SHARE - WILD CROPS,151.62,Ad Hoc
Idaho,2021,6152,CCC ORGANIC COST SHARE FEES - HANDLING,8861.99,Ad Hoc
Idaho,2021,8053,DAIRY MARGIN COVERAGE,16293752.37,DMC
Idaho,2021,8053,DAIRY MARGIN COVERAGE PROGRAM,152025.46,DMC
Idaho,2021,8286,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,80000,Ad Hoc
