STATE,COUNTY,PROGRAM,PRACTICE NAME,FISCAL YEAR,PRACTICE INSTANCE COUNT,DOLLARS OBLIGATED,INDEX()
Indiana,Total,EQIP IRA,Brush Management (314),2023,218,"$1,110,298 ",647
Indiana,Total,EQIP IRA,Brush Management (314),Total,218,"$1,110,298 ",648
Indiana,Total,EQIP IRA,Conservation Cover (327),2023,6,"$3,582 ",649
Indiana,Total,EQIP IRA,Conservation Cover (327),Total,6,"$3,582 ",650
Indiana,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,651
Indiana,Total,EQIP IRA,Conservation Crop Rotation (328),Total,,,652
Indiana,Total,EQIP IRA,Cover Crop (340),2023,67,"$1,005,756 ",653
Indiana,Total,EQIP IRA,Cover Crop (340),Total,67,"$1,005,756 ",654
Indiana,Total,EQIP IRA,Critical Area Planting (342),2023,,,655
Indiana,Total,EQIP IRA,Critical Area Planting (342),Total,,,656
Indiana,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,,,657
Indiana,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,,,658
Indiana,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,,,659
Indiana,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,,,660
Indiana,Total,EQIP IRA,Fence (382),2023,,,661
Indiana,Total,EQIP IRA,Fence (382),Total,,,662
Indiana,Total,EQIP IRA,Forest Stand Improvement (666),2023,58,"$248,370 ",663
Indiana,Total,EQIP IRA,Forest Stand Improvement (666),Total,58,"$248,370 ",664
Indiana,Total,EQIP IRA,Grade Stabilization Structure (410),2023,,,665
Indiana,Total,EQIP IRA,Grade Stabilization Structure (410),Total,,,666
Indiana,Total,EQIP IRA,Grassed Waterway (412),2023,4,"$15,874 ",667
Indiana,Total,EQIP IRA,Grassed Waterway (412),Total,4,"$15,874 ",668
Indiana,Total,EQIP IRA,Heavy Use Area Protection (561),2023,5,"$3,948 ",669
Indiana,Total,EQIP IRA,Heavy Use Area Protection (561),Total,5,"$3,948 ",670
Indiana,Total,EQIP IRA,Hedgerow Planting (422),2023,,,671
Indiana,Total,EQIP IRA,Hedgerow Planting (422),Total,,,672
Indiana,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,27,"$10,472 ",673
Indiana,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,27,"$10,472 ",674
Indiana,Total,EQIP IRA,Lined Waterway or Outlet (468),2023,4,"$48,260 ",675
Indiana,Total,EQIP IRA,Lined Waterway or Outlet (468),Total,4,"$48,260 ",676
Indiana,Total,EQIP IRA,Livestock Pipeline (516),2023,,,677
Indiana,Total,EQIP IRA,Livestock Pipeline (516),Total,,,678
Indiana,Total,EQIP IRA,Mulching (484),2023,8,"$35,487 ",679
Indiana,Total,EQIP IRA,Mulching (484),Total,8,"$35,487 ",680
Indiana,Total,EQIP IRA,Nutrient Management (590),2023,36,"$193,413 ",681
Indiana,Total,EQIP IRA,Nutrient Management (590),Total,36,"$193,413 ",682
Indiana,Total,EQIP IRA,Nutrient Management Design and Implementation Activity  (157),2023,,,683
Indiana,Total,EQIP IRA,Nutrient Management Design and Implementation Activity  (157),Total,,,684
Indiana,Total,EQIP IRA,Pasture and Hay Planting (512),2023,8,"$33,601 ",685
Indiana,Total,EQIP IRA,Pasture and Hay Planting (512),Total,8,"$33,601 ",686
Indiana,Total,EQIP IRA,Pest Management Conservation System (595),2023,27,"$109,338 ",687
Indiana,Total,EQIP IRA,Pest Management Conservation System (595),Total,27,"$109,338 ",688
Indiana,Total,EQIP IRA,Pest Management Conservation System Design (161),2023,7,"$28,591 ",689
Indiana,Total,EQIP IRA,Pest Management Conservation System Design (161),Total,7,"$28,591 ",690
Indiana,Total,EQIP IRA,Prescribed Grazing (528),2023,,,691
Indiana,Total,EQIP IRA,Prescribed Grazing (528),Total,,,692
Indiana,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,48,"$149,636 ",693
Indiana,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,48,"$149,636 ",694
Indiana,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,,,695
Indiana,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,,,696
Indiana,Total,EQIP IRA,Soil and Source Testing for Nutrient Management (217),2023,,,698
Indiana,Total,EQIP IRA,Soil and Source Testing for Nutrient Management (217),2023,8,"$6,497 ",697
Indiana,Total,EQIP IRA,Soil and Source Testing for Nutrient Management (217),Total,,,700
Indiana,Total,EQIP IRA,Soil and Source Testing for Nutrient Management (217),Total,8,"$6,497 ",699
Indiana,Total,EQIP IRA,Structure for Water Control (587),2023,,,701
Indiana,Total,EQIP IRA,Structure for Water Control (587),Total,,,702
Indiana,Total,EQIP IRA,Subsurface Drain (606),2023,4,"$16,984 ",703
Indiana,Total,EQIP IRA,Subsurface Drain (606),Total,4,"$16,984 ",704
Indiana,Total,EQIP IRA,Total,2023,664,"$3,721,526 ",705
Indiana,Total,EQIP IRA,Total,Total,664,"$3,721,526 ",706
Indiana,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,19,"$75,329 ",707
Indiana,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,19,"$75,329 ",708
Indiana,Total,EQIP IRA,Underground Outlet (620),2023,7,"$85,942 ",709
Indiana,Total,EQIP IRA,Underground Outlet (620),Total,7,"$85,942 ",710
Indiana,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,50,"$49,747 ",711
Indiana,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,50,"$49,747 ",712
Indiana,Total,EQIP IRA,Water and Sediment Control Basin (638),2023,,,713
Indiana,Total,EQIP IRA,Water and Sediment Control Basin (638),Total,,,714
Indiana,Total,EQIP IRA,Watering Facility (614),2023,4,"$4,908 ",715
Indiana,Total,EQIP IRA,Watering Facility (614),Total,4,"$4,908 ",716
Indiana,Total,EQIP IRA,Wetland Restoration (657),2023,,,717
Indiana,Total,EQIP IRA,Wetland Restoration (657),Total,,,718
Indiana,Total,EQIP IRA,Wetland Wildlife Habitat Management (644),2023,,,719
Indiana,Total,EQIP IRA,Wetland Wildlife Habitat Management (644),Total,,,720
Indiana,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,10,"$23,953 ",721
Indiana,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,10,"$23,953 ",722
Iowa,Total,EQIP IRA,Conservation Crop Rotation (328),2023,9,"$5,144 ",723
Iowa,Total,EQIP IRA,Conservation Crop Rotation (328),Total,9,"$5,144 ",724
Iowa,Total,EQIP IRA,Cover Crop (340),2023,278,"$3,447,096 ",725
Iowa,Total,EQIP IRA,Cover Crop (340),Total,278,"$3,447,096 ",726
Iowa,Total,EQIP IRA,Nutrient Management (590),2023,5,"$5,955 ",727
Iowa,Total,EQIP IRA,Nutrient Management (590),Total,5,"$5,955 ",728
Iowa,Total,EQIP IRA,Prescribed Grazing (528),2023,22,"$50,390 ",729
Iowa,Total,EQIP IRA,Prescribed Grazing (528),Total,22,"$50,390 ",730
Iowa,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,158,"$346,913 ",731
Iowa,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,158,"$346,913 ",732
Iowa,Total,EQIP IRA,Total,2023,472,"$3,855,498 ",733
Iowa,Total,EQIP IRA,Total,Total,472,"$3,855,498 ",734
Kansas,Total,EQIP IRA,Conservation Crop Rotation (328),2023,14,"$12,289 ",735
Kansas,Total,EQIP IRA,Conservation Crop Rotation (328),Total,14,"$12,289 ",736
Kansas,Total,EQIP IRA,Cover Crop (340),2023,34,"$376,065 ",737
Kansas,Total,EQIP IRA,Cover Crop (340),Total,34,"$376,065 ",738
Kansas,Total,EQIP IRA,Livestock Pipeline (516),2023,,,739
Kansas,Total,EQIP IRA,Livestock Pipeline (516),Total,,,740
Kansas,Total,EQIP IRA,Nutrient Management (590),2023,10,"$89,840 ",741
Kansas,Total,EQIP IRA,Nutrient Management (590),Total,10,"$89,840 ",742
Kansas,Total,EQIP IRA,Nutrient Management Design and Implementation Activity  (157),2023,,,743
Kansas,Total,EQIP IRA,Nutrient Management Design and Implementation Activity  (157),Total,,,744
Kansas,Total,EQIP IRA,Prescribed Grazing (528),2023,291,"$2,680,378 ",745
Kansas,Total,EQIP IRA,Prescribed Grazing (528),Total,291,"$2,680,378 ",746
Kansas,Total,EQIP IRA,Pumping Plant (533),2023,7,"$25,396 ",747
Kansas,Total,EQIP IRA,Pumping Plant (533),Total,7,"$25,396 ",748
Kansas,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,25,"$55,141 ",749
Kansas,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,25,"$55,141 ",750
Kansas,Total,EQIP IRA,Soil and Source Testing for Nutrient Management (217),2023,,,752
Kansas,Total,EQIP IRA,Soil and Source Testing for Nutrient Management (217),2023,4,"$18,924 ",751
Kansas,Total,EQIP IRA,Soil and Source Testing for Nutrient Management (217),Total,,,754
Kansas,Total,EQIP IRA,Soil and Source Testing for Nutrient Management (217),Total,4,"$18,924 ",753
Kansas,Total,EQIP IRA,Total,2023,405,"$3,315,698 ",755
Kansas,Total,EQIP IRA,Total,Total,405,"$3,315,698 ",756
Kansas,Total,EQIP IRA,Water Well (642),2023,7,"$29,155 ",757
Kansas,Total,EQIP IRA,Water Well (642),Total,7,"$29,155 ",758
Kansas,Total,EQIP IRA,Watering Facility (614),2023,8,"$13,949 ",759
Kansas,Total,EQIP IRA,Watering Facility (614),Total,8,"$13,949 ",760
Kentucky,Total,EQIP IRA,Brush Management (314),2023,95,"$203,724 ",761
Kentucky,Total,EQIP IRA,Brush Management (314),Total,95,"$203,724 ",762
Kentucky,Total,EQIP IRA,Conservation Cover (327),2023,,,763
Kentucky,Total,EQIP IRA,Conservation Cover (327),Total,,,764
Kentucky,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,765
Kentucky,Total,EQIP IRA,Conservation Crop Rotation (328),Total,,,766
Kentucky,Total,EQIP IRA,Cover Crop (340),2023,83,"$1,404,764 ",767
Kentucky,Total,EQIP IRA,Cover Crop (340),Total,83,"$1,404,764 ",768
Kentucky,Total,EQIP IRA,Critical Area Planting (342),2023,17,"$42,648 ",769
Kentucky,Total,EQIP IRA,Critical Area Planting (342),Total,17,"$42,648 ",770
Kentucky,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,4,"$41,173 ",771
Kentucky,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,4,"$41,173 ",772
Kentucky,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,5,"$114,015 ",773
Kentucky,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,5,"$114,015 ",774
Kentucky,Total,EQIP IRA,Energy Efficient Lighting System (670),2023,4,"$6,288 ",775
Kentucky,Total,EQIP IRA,Energy Efficient Lighting System (670),Total,4,"$6,288 ",776
Kentucky,Total,EQIP IRA,Fence (382),2023,,,777
Kentucky,Total,EQIP IRA,Fence (382),Total,,,778
Kentucky,Total,EQIP IRA,Field Border (386),2023,,,779
Kentucky,Total,EQIP IRA,Field Border (386),Total,,,780
Kentucky,Total,EQIP IRA,Forest Stand Improvement (666),2023,147,"$1,292,593 ",781
Kentucky,Total,EQIP IRA,Forest Stand Improvement (666),2023,163,"$1,715,949 ",782
Kentucky,Total,EQIP IRA,Forest Stand Improvement (666),Total,147,"$1,292,593 ",783
Kentucky,Total,EQIP IRA,Forest Stand Improvement (666),Total,163,"$1,715,949 ",784
Kentucky,Total,EQIP IRA,Forest Trails and Landings (655),2023,,,785
Kentucky,Total,EQIP IRA,Forest Trails and Landings (655),Total,,,786
Kentucky,Total,EQIP IRA,Grade Stabilization Structure (410),2023,,,787
Kentucky,Total,EQIP IRA,Grade Stabilization Structure (410),Total,,,788
Kentucky,Total,EQIP IRA,Grassed Waterway (412),2023,6,"$16,950 ",789
Kentucky,Total,EQIP IRA,Grassed Waterway (412),Total,6,"$16,950 ",790
Kentucky,Total,EQIP IRA,Heavy Use Area Protection (561),2023,6,"$9,201 ",791
Kentucky,Total,EQIP IRA,Heavy Use Area Protection (561),Total,6,"$9,201 ",792
Kentucky,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,26,"$5,224 ",793
Kentucky,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,26,"$5,224 ",794
Kentucky,Total,EQIP IRA,Lined Waterway or Outlet (468),2023,,,795
Kentucky,Total,EQIP IRA,Lined Waterway or Outlet (468),Total,,,796
Kentucky,Total,EQIP IRA,Mulching (484),2023,6,"$61,305 ",797
Kentucky,Total,EQIP IRA,Mulching (484),Total,6,"$61,305 ",798
Kentucky,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,17,"$137,426 ",799
Kentucky,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,17,"$137,426 ",800
Kentucky,Total,EQIP IRA,Subsurface Drain (606),2023,,,801
Kentucky,Total,EQIP IRA,Subsurface Drain (606),Total,,,802
Kentucky,Total,EQIP IRA,Total,2023,454,"$3,567,725 ",803
Kentucky,Total,EQIP IRA,Total,2023,486,"$5,425,538 ",804
Kentucky,Total,EQIP IRA,Total,Total,454,"$3,567,725 ",805
Kentucky,Total,EQIP IRA,Total,Total,486,"$5,425,538 ",806
Kentucky,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,11,"$43,896 ",807
Kentucky,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,27,"$1,478,353 ",808
Kentucky,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,11,"$43,896 ",809
Kentucky,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,27,"$1,478,353 ",810
Kentucky,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,11,"$13,812 ",811
Kentucky,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,11,"$13,812 ",812
Louisiana,Total,EQIP IRA,Brush Management (314),2023,,,813
Louisiana,Total,EQIP IRA,Brush Management (314),Total,,,814
Louisiana,Total,EQIP IRA,Conservation Cover (327),2023,,,815
Louisiana,Total,EQIP IRA,Conservation Cover (327),Total,,,816
Louisiana,Total,EQIP IRA,Conservation Crop Rotation (328),2023,12,"$25,504 ",817
Louisiana,Total,EQIP IRA,Conservation Crop Rotation (328),Total,12,"$25,504 ",818
Louisiana,Total,EQIP IRA,Cover Crop (340),2023,22,"$564,340 ",819
Louisiana,Total,EQIP IRA,Cover Crop (340),Total,22,"$564,340 ",820
Louisiana,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,,,821
Louisiana,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,,,822
Louisiana,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,,,823
Louisiana,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,,,824
Louisiana,Total,EQIP IRA,Fence (382),2023,19,"$139,792 ",825
Louisiana,Total,EQIP IRA,Fence (382),Total,19,"$139,792 ",826
Louisiana,Total,EQIP IRA,Firebreak (394),2023,7,"$43,202 ",827
Louisiana,Total,EQIP IRA,Firebreak (394),Total,7,"$43,202 ",828
Louisiana,Total,EQIP IRA,Forest Stand Improvement (666),2023,12,"$96,404 ",829
Louisiana,Total,EQIP IRA,Forest Stand Improvement (666),Total,12,"$96,404 ",830
Louisiana,Total,EQIP IRA,Heavy Use Area Protection (561),2023,36,"$92,670 ",831
Louisiana,Total,EQIP IRA,Heavy Use Area Protection (561),Total,36,"$92,670 ",832
Louisiana,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,9,"$48,121 ",833
Louisiana,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,9,"$48,121 ",834
Louisiana,Total,EQIP IRA,Livestock Pipeline (516),2023,21,"$107,777 ",835
Louisiana,Total,EQIP IRA,Livestock Pipeline (516),Total,21,"$107,777 ",836
Louisiana,Total,EQIP IRA,Livestock Shelter Structure (576),2023,,,837
Louisiana,Total,EQIP IRA,Livestock Shelter Structure (576),Total,,,838
Louisiana,Total,EQIP IRA,Nutrient Management (590),2023,,,839
Louisiana,Total,EQIP IRA,Nutrient Management (590),Total,,,840
Louisiana,Total,EQIP IRA,Pasture and Hay Planting (512),2023,24,"$236,714 ",841
Louisiana,Total,EQIP IRA,Pasture and Hay Planting (512),Total,24,"$236,714 ",842
Louisiana,Total,EQIP IRA,Precision Land Forming and Smoothing (462),2023,,,843
Louisiana,Total,EQIP IRA,Precision Land Forming and Smoothing (462),Total,,,844
Louisiana,Total,EQIP IRA,Prescribed Burning (338),2023,9,"$20,130 ",845
Louisiana,Total,EQIP IRA,Prescribed Burning (338),Total,9,"$20,130 ",846
Louisiana,Total,EQIP IRA,Prescribed Grazing (528),2023,30,"$340,063 ",847
Louisiana,Total,EQIP IRA,Prescribed Grazing (528),Total,30,"$340,063 ",848
Louisiana,Total,EQIP IRA,Pumping Plant (533),2023,,,849
Louisiana,Total,EQIP IRA,Pumping Plant (533),Total,,,850
Louisiana,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,19,"$110,978 ",851
Louisiana,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,19,"$110,978 ",852
Louisiana,Total,EQIP IRA,Total,2023,282,"$2,342,092 ",853
Louisiana,Total,EQIP IRA,Total,Total,282,"$2,342,092 ",854
Louisiana,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,5,"$47,063 ",855
Louisiana,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,5,"$47,063 ",856
Louisiana,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,7,"$69,519 ",857
Louisiana,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,7,"$69,519 ",858
Louisiana,Total,EQIP IRA,Water Well (642),2023,,,859
Louisiana,Total,EQIP IRA,Water Well (642),Total,,,860
Louisiana,Total,EQIP IRA,Watering Facility (614),2023,28,"$66,230 ",861
Louisiana,Total,EQIP IRA,Watering Facility (614),Total,28,"$66,230 ",862
Louisiana,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,4,"$6,796 ",863
Louisiana,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,4,"$6,796 ",864
Maine,Total,EQIP IRA,Access Road (560),2023,,,865
Maine,Total,EQIP IRA,Access Road (560),Total,,,866
Maine,Total,EQIP IRA,Conservation Cover (327),2023,,,867
Maine,Total,EQIP IRA,Conservation Cover (327),Total,,,868
Maine,Total,EQIP IRA,Cover Crop (340),2023,82,"$210,048 ",869
Maine,Total,EQIP IRA,Cover Crop (340),Total,82,"$210,048 ",870
Maine,Total,EQIP IRA,Deep Tillage (324),2023,,,871
Maine,Total,EQIP IRA,Deep Tillage (324),Total,,,872
Maine,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),2023,,,873
Maine,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),Total,,,874
Maine,Total,EQIP IRA,Forest Stand Improvement (666),2023,26,"$318,056 ",875
Maine,Total,EQIP IRA,Forest Stand Improvement (666),Total,26,"$318,056 ",876
Maine,Total,EQIP IRA,Forest Trails and Landings (655),2023,10,"$5,207 ",877
Maine,Total,EQIP IRA,Forest Trails and Landings (655),Total,10,"$5,207 ",878
Maine,Total,EQIP IRA,Grassed Waterway (412),2023,5,"$36,716 ",879
Maine,Total,EQIP IRA,Grassed Waterway (412),Total,5,"$36,716 ",880
Maine,Total,EQIP IRA,Hedgerow Planting (422),2023,,,881
Maine,Total,EQIP IRA,Hedgerow Planting (422),Total,,,882
Maine,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,,,883
Maine,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,,,884
Maine,Total,EQIP IRA,Lined Waterway or Outlet (468),2023,5,"$6,839 ",885
Maine,Total,EQIP IRA,Lined Waterway or Outlet (468),Total,5,"$6,839 ",886
Maine,Total,EQIP IRA,Mulching (484),2023,30,"$141,826 ",887
Maine,Total,EQIP IRA,Mulching (484),Total,30,"$141,826 ",888
Maine,Total,EQIP IRA,Pasture and Hay Planting (512),2023,20,"$141,221 ",889
Maine,Total,EQIP IRA,Pasture and Hay Planting (512),Total,20,"$141,221 ",890
Maine,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,,,891
Maine,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,,,892
Maine,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,40,"$27,223 ",893
Maine,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,40,"$27,223 ",894
Maine,Total,EQIP IRA,Stream Crossing (578),2023,10,"$35,284 ",895
Maine,Total,EQIP IRA,Stream Crossing (578),Total,10,"$35,284 ",896
Maine,Total,EQIP IRA,Structures for Wildlife (649),2023,,,897
Maine,Total,EQIP IRA,Structures for Wildlife (649),Total,,,898
Maine,Total,EQIP IRA,Total,2023,263,"$986,473 ",899
Maine,Total,EQIP IRA,Total,Total,263,"$986,473 ",900
Maine,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,5,"$24,792 ",901
Maine,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,5,"$24,792 ",902
Maine,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,,,903
Maine,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,,,904
Maine,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,12,"$9,910 ",905
Maine,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,12,"$9,910 ",906
Maine,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,907
Maine,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,908
Maryland,Total,EQIP IRA,Brush Management (314),2023,,,909
Maryland,Total,EQIP IRA,Brush Management (314),Total,,,910
Maryland,Total,EQIP IRA,Conservation Cover (327),2023,,,911
Maryland,Total,EQIP IRA,Conservation Cover (327),Total,,,912
Maryland,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,29,"$630,632 ",913
Maryland,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,29,"$630,632 ",914
Maryland,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,20,"$199,296 ",915
Maryland,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,20,"$199,296 ",916
Maryland,Total,EQIP IRA,Energy Efficient Lighting System (670),2023,5,"$2,944 ",917
Maryland,Total,EQIP IRA,Energy Efficient Lighting System (670),Total,5,"$2,944 ",918
Maryland,Total,EQIP IRA,Fence (382),2023,20,"$189,576 ",919
Maryland,Total,EQIP IRA,Fence (382),Total,20,"$189,576 ",920
Maryland,Total,EQIP IRA,Forest Stand Improvement (666),2023,23,"$156,967 ",921
Maryland,Total,EQIP IRA,Forest Stand Improvement (666),Total,23,"$156,967 ",922
Maryland,Total,EQIP IRA,Heavy Use Area Protection (561),2023,10,"$22,991 ",923
Maryland,Total,EQIP IRA,Heavy Use Area Protection (561),Total,10,"$22,991 ",924
Maryland,Total,EQIP IRA,Hedgerow Planting (422),2023,,,925
Maryland,Total,EQIP IRA,Hedgerow Planting (422),Total,,,926
Maryland,Total,EQIP IRA,Livestock Pipeline (516),2023,11,"$28,981 ",927
Maryland,Total,EQIP IRA,Livestock Pipeline (516),Total,11,"$28,981 ",928
Maryland,Total,EQIP IRA,Mulching (484),2023,,,929
Maryland,Total,EQIP IRA,Mulching (484),Total,,,930
Maryland,Total,EQIP IRA,Pasture and Hay Planting (512),2023,15,"$48,861 ",931
Maryland,Total,EQIP IRA,Pasture and Hay Planting (512),Total,15,"$48,861 ",932
Maryland,Total,EQIP IRA,Prescribed Grazing (528),2023,14,"$5,796 ",933
Maryland,Total,EQIP IRA,Prescribed Grazing (528),Total,14,"$5,796 ",934
Maryland,Total,EQIP IRA,Pumping Plant (533),2023,,,935
Maryland,Total,EQIP IRA,Pumping Plant (533),Total,,,936
Maryland,Total,EQIP IRA,Total,2023,172,"$1,380,368 ",937
Maryland,Total,EQIP IRA,Total,Total,172,"$1,380,368 ",938
Maryland,Total,EQIP IRA,Trails and Walkways (575),2023,,,939
Maryland,Total,EQIP IRA,Trails and Walkways (575),Total,,,940
Maryland,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,,,941
Maryland,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,,,942
Maryland,Total,EQIP IRA,Water Well (642),2023,,,943
Maryland,Total,EQIP IRA,Water Well (642),Total,,,944
Maryland,Total,EQIP IRA,Watering Facility (614),2023,12,"$24,085 ",945
Maryland,Total,EQIP IRA,Watering Facility (614),Total,12,"$24,085 ",946
Maryland,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,947
Maryland,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,,,948
Massachusetts,Total,EQIP IRA,Brush Management (314),2023,61,"$466,091 ",949
Massachusetts,Total,EQIP IRA,Brush Management (314),Total,61,"$466,091 ",950
Massachusetts,Total,EQIP IRA,Cover Crop (340),2023,40,"$42,907 ",951
Massachusetts,Total,EQIP IRA,Cover Crop (340),Total,40,"$42,907 ",952
Massachusetts,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),2023,4,"$47,331 ",953
Massachusetts,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),Total,4,"$47,331 ",954
Massachusetts,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,12,"$164,704 ",955
Massachusetts,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,12,"$164,704 ",956
Massachusetts,Total,EQIP IRA,Forest Stand Improvement (666),2023,35,"$368,223 ",957
Massachusetts,Total,EQIP IRA,Forest Stand Improvement (666),Total,35,"$368,223 ",958
Massachusetts,Total,EQIP IRA,Mulching (484),2023,14,"$14,942 ",959
Massachusetts,Total,EQIP IRA,Mulching (484),Total,14,"$14,942 ",960
Massachusetts,Total,EQIP IRA,Nutrient Management (590),2023,,,961
Massachusetts,Total,EQIP IRA,Nutrient Management (590),Total,,,962
Massachusetts,Total,EQIP IRA,Pasture and Hay Planting (512),2023,9,"$44,705 ",963
Massachusetts,Total,EQIP IRA,Pasture and Hay Planting (512),Total,9,"$44,705 ",964
Massachusetts,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,6,"$8,729 ",965
Massachusetts,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,6,"$8,729 ",966
Massachusetts,Total,EQIP IRA,Soil Carbon Amendment (808),2023,,,967
Massachusetts,Total,EQIP IRA,Soil Carbon Amendment (808),Total,,,968
Massachusetts,Total,EQIP IRA,Structures for Wildlife (649),2023,,,969
Massachusetts,Total,EQIP IRA,Structures for Wildlife (649),Total,,,970
Massachusetts,Total,EQIP IRA,Total,2023,200,"$1,204,792 ",971
Massachusetts,Total,EQIP IRA,Total,Total,200,"$1,204,792 ",972
Massachusetts,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,4,"$17,014 ",973
Massachusetts,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,4,"$17,014 ",974
Massachusetts,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,,,975
Massachusetts,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,,,976
Massachusetts,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,9,"$7,801 ",977
Massachusetts,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,9,"$7,801 ",978
Michigan,Total,EQIP IRA,Access Road (560),2023,,,979
Michigan,Total,EQIP IRA,Access Road (560),Total,,,980
Michigan,Total,EQIP IRA,Agrichemical Handling Facility (309),2023,,,981
Michigan,Total,EQIP IRA,Agrichemical Handling Facility (309),Total,,,982
Michigan,Total,EQIP IRA,Anaerobic Digester (366),2023,,,983
Michigan,Total,EQIP IRA,Anaerobic Digester (366),Total,,,984
