STATE,COUNTY/CD,PROGRAM,PRACTICE NAME,FISCAL YEAR,PRACTICE INSTANCE COUNT,DOLLARS OBLIGATED,INDEX(),State
Louisiana,Total,EQIP IRA,Water Well (642),Total,,,"1,123",(supp)
Louisiana,Total,EQIP IRA,Watering Facility (614),2023,28,"$66,229 ","1,124", 
Louisiana,Total,EQIP IRA,Watering Facility (614),Total,28,"$66,229 ","1,125", 
Louisiana,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,4,"$6,796 ","1,126", 
Louisiana,Total,EQIP IRA,Wildlife Habitat Planting (420),2024,4,"$3,884 ","1,127", 
Louisiana,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,8,"$10,680 ","1,128", 
Louisiana,Total,EQIP IRA,Woody Residue Treatment (384),2024,10,"$276,640 ","1,129", 
Louisiana,Total,EQIP IRA,Woody Residue Treatment (384),Total,10,"$276,640 ","1,130", 
Maine,Total,EQIP IRA,Access Road (560),2023,,,"1,131",(supp)
Maine,Total,EQIP IRA,Access Road (560),Total,,,"1,132",(supp)
Maine,Total,EQIP IRA,Conservation Cover (327),2023,,,"1,133",(supp)
Maine,Total,EQIP IRA,Conservation Cover (327),Total,,,"1,134",(supp)
Maine,Total,EQIP IRA,Cover Crop (340),2023,81,"$209,572 ","1,135", 
Maine,Total,EQIP IRA,Cover Crop (340),Total,81,"$209,572 ","1,136", 
Maine,Total,EQIP IRA,Deep Tillage (324),2023,,,"1,137",(supp)
Maine,Total,EQIP IRA,Deep Tillage (324),Total,,,"1,138",(supp)
Maine,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),2023,,,"1,139",(supp)
Maine,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),Total,,,"1,140",(supp)
Maine,Total,EQIP IRA,Forest Stand Improvement (666),2023,26,"$318,055 ","1,141", 
Maine,Total,EQIP IRA,Forest Stand Improvement (666),Total,26,"$318,055 ","1,142", 
Maine,Total,EQIP IRA,Forest Trails and Landings (655),2023,10,"$5,207 ","1,143", 
Maine,Total,EQIP IRA,Forest Trails and Landings (655),Total,10,"$5,207 ","1,144", 
Maine,Total,EQIP IRA,Grassed Waterway (412),2023,5,"$36,716 ","1,145", 
Maine,Total,EQIP IRA,Grassed Waterway (412),Total,5,"$36,716 ","1,146", 
Maine,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,,,"1,147",(supp)
Maine,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,,,"1,148",(supp)
Maine,Total,EQIP IRA,Lined Waterway or Outlet (468),2023,5,"$6,839 ","1,149", 
Maine,Total,EQIP IRA,Lined Waterway or Outlet (468),Total,5,"$6,839 ","1,150", 
Maine,Total,EQIP IRA,Mulching (484),2023,29,"$137,166 ","1,151", 
Maine,Total,EQIP IRA,Mulching (484),Total,29,"$137,166 ","1,152", 
Maine,Total,EQIP IRA,Pasture and Hay Planting (512),2023,20,"$141,218 ","1,153", 
Maine,Total,EQIP IRA,Pasture and Hay Planting (512),Total,20,"$141,218 ","1,154", 
Maine,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,,,"1,155",(supp)
Maine,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,,,"1,156",(supp)
Maine,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,41,"$27,203 ","1,157", 
Maine,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,41,"$27,203 ","1,158", 
Maine,Total,EQIP IRA,Stream Crossing (578),2023,10,"$35,572 ","1,159", 
Maine,Total,EQIP IRA,Stream Crossing (578),Total,10,"$35,572 ","1,160", 
Maine,Total,EQIP IRA,Structures for Wildlife (649),2023,,,"1,161",(supp)
Maine,Total,EQIP IRA,Structures for Wildlife (649),Total,,,"1,162",(supp)
Maine,Total,EQIP IRA,Total,2023,261,"$977,142 ","1,163", 
Maine,Total,EQIP IRA,Total,Total,261,"$977,142 ","1,164", 
Maine,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,5,"$24,792 ","1,165", 
Maine,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,5,"$24,792 ","1,166", 
Maine,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,,,"1,167",(supp)
Maine,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,,,"1,168",(supp)
Maine,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,11,"$9,651 ","1,169", 
Maine,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,11,"$9,651 ","1,170", 
Maine,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,"1,171",(supp)
Maine,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,"1,172",(supp)
Maryland,Total,EQIP IRA,Brush Management (314),2023,,,"1,173",(supp)
Maryland,Total,EQIP IRA,Brush Management (314),Total,,,"1,174",(supp)
Maryland,Total,EQIP IRA,Conservation Cover (327),2023,,,"1,175",(supp)
Maryland,Total,EQIP IRA,Conservation Cover (327),Total,,,"1,176",(supp)
Maryland,Total,EQIP IRA,Critical Area Planting (342),2024,,,"1,177",(supp)
Maryland,Total,EQIP IRA,Critical Area Planting (342),Total,,,"1,178",(supp)
Maryland,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,29,"$630,628 ","1,179", 
Maryland,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2024,4,"$79,045 ","1,180", 
Maryland,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,33,"$709,673 ","1,181", 
Maryland,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,22,"$217,360 ","1,182", 
Maryland,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,22,"$217,360 ","1,183", 
Maryland,Total,EQIP IRA,Energy Efficient Lighting System (670),2023,5,"$2,944 ","1,184", 
Maryland,Total,EQIP IRA,Energy Efficient Lighting System (670),Total,5,"$2,944 ","1,185", 
Maryland,Total,EQIP IRA,Fence (382),2023,20,"$185,953 ","1,186", 
Maryland,Total,EQIP IRA,Fence (382),2024,25,"$167,656 ","1,187", 
Maryland,Total,EQIP IRA,Fence (382),Total,45,"$353,608 ","1,188", 
Maryland,Total,EQIP IRA,Forage Harvest Management (511),2024,,,"1,189",(supp)
Maryland,Total,EQIP IRA,Forage Harvest Management (511),Total,,,"1,190",(supp)
Maryland,Total,EQIP IRA,Forest Stand Improvement (666),2023,,,"1,191",(supp)
Maryland,Total,EQIP IRA,Forest Stand Improvement (666),2024,,,"1,192",(supp)
Maryland,Total,EQIP IRA,Forest Stand Improvement (666),Total,24,"$172,425 ","1,193", 
Maryland,Total,EQIP IRA,Grassed Waterway (412),2024,4,"$20,758 ","1,194", 
Maryland,Total,EQIP IRA,Grassed Waterway (412),Total,4,"$20,758 ","1,195", 
Maryland,Total,EQIP IRA,Heavy Use Area Protection (561),2023,10,"$22,401 ","1,196", 
Maryland,Total,EQIP IRA,Heavy Use Area Protection (561),2024,20,"$58,731 ","1,197", 
Maryland,Total,EQIP IRA,Heavy Use Area Protection (561),Total,30,"$81,132 ","1,198", 
Maryland,Total,EQIP IRA,Hedgerow Planting (422),2023,,,"1,199",(supp)
Maryland,Total,EQIP IRA,Hedgerow Planting (422),Total,,,"1,200",(supp)
Maryland,Total,EQIP IRA,Herbaceous Weed Treatment (315),2024,4,"$3,987 ","1,201", 
Maryland,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,4,"$3,987 ","1,202", 
Maryland,Total,EQIP IRA,Lined Waterway or Outlet (468),2024,,,"1,203",(supp)
Maryland,Total,EQIP IRA,Lined Waterway or Outlet (468),Total,,,"1,204",(supp)
Maryland,Total,EQIP IRA,Livestock Pipeline (516),2023,11,"$27,024 ","1,205", 
Maryland,Total,EQIP IRA,Livestock Pipeline (516),2024,20,"$52,556 ","1,206", 
Maryland,Total,EQIP IRA,Livestock Pipeline (516),Total,31,"$79,580 ","1,207", 
Maryland,Total,EQIP IRA,Mulching (484),2023,,,"1,208",(supp)
Maryland,Total,EQIP IRA,Mulching (484),2024,,,"1,209",(supp)
Maryland,Total,EQIP IRA,Mulching (484),Total,7,"$17,332 ","1,210", 
Maryland,Total,EQIP IRA,Obstruction Removal (500),2024,4,"$53,872 ","1,211", 
Maryland,Total,EQIP IRA,Obstruction Removal (500),Total,4,"$53,872 ","1,212", 
Maryland,Total,EQIP IRA,Pasture and Hay Planting (512),2023,15,"$48,859 ","1,213", 
Maryland,Total,EQIP IRA,Pasture and Hay Planting (512),2024,6,"$21,886 ","1,214", 
Maryland,Total,EQIP IRA,Pasture and Hay Planting (512),Total,21,"$70,745 ","1,215", 
Maryland,Total,EQIP IRA,Prescribed Grazing (528),2023,14,"$5,796 ","1,216", 
Maryland,Total,EQIP IRA,Prescribed Grazing (528),2024,8,"$9,985 ","1,217", 
Maryland,Total,EQIP IRA,Prescribed Grazing (528),Total,22,"$15,781 ","1,218", 
Maryland,Total,EQIP IRA,Pumping Plant (533),2023,,,"1,219",(supp)
Maryland,Total,EQIP IRA,Pumping Plant (533),2024,,,"1,220",(supp)
Maryland,Total,EQIP IRA,Pumping Plant (533),Total,,,"1,221",(supp)
Maryland,Total,EQIP IRA,Stream Crossing (578),2024,,,"1,222",(supp)
Maryland,Total,EQIP IRA,Stream Crossing (578),Total,,,"1,223",(supp)
Maryland,Total,EQIP IRA,Streambank and Shoreline Protection (580),2024,,,"1,224",(supp)
Maryland,Total,EQIP IRA,Streambank and Shoreline Protection (580),Total,,,"1,225",(supp)
Maryland,Total,EQIP IRA,Subsurface Drain (606),2024,,,"1,226",(supp)
Maryland,Total,EQIP IRA,Subsurface Drain (606),Total,,,"1,227",(supp)
Maryland,Total,EQIP IRA,Total,2023,174,"$1,390,913 ","1,228", 
Maryland,Total,EQIP IRA,Total,2024,136,"$617,377 ","1,229", 
Maryland,Total,EQIP IRA,Total,Total,310,"$2,008,290 ","1,230", 
Maryland,Total,EQIP IRA,Trails and Walkways (575),2023,,,"1,231",(supp)
Maryland,Total,EQIP IRA,Trails and Walkways (575),Total,,,"1,232",(supp)
Maryland,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,,,"1,233",(supp)
Maryland,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,,,"1,234",(supp)
Maryland,Total,EQIP IRA,Underground Outlet (620),2024,,,"1,235",(supp)
Maryland,Total,EQIP IRA,Underground Outlet (620),Total,,,"1,236",(supp)
Maryland,Total,EQIP IRA,Water Well (642),2023,,,"1,237",(supp)
Maryland,Total,EQIP IRA,Water Well (642),2024,,,"1,238",(supp)
Maryland,Total,EQIP IRA,Water Well (642),Total,,,"1,239",(supp)
Maryland,Total,EQIP IRA,Watering Facility (614),2023,12,"$22,743 ","1,240", 
Maryland,Total,EQIP IRA,Watering Facility (614),2024,18,"$35,456 ","1,241", 
Maryland,Total,EQIP IRA,Watering Facility (614),Total,30,"$58,199 ","1,242", 
Maryland,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,"1,243",(supp)
Maryland,Total,EQIP IRA,Wildlife Habitat Planting (420),2024,,,"1,244",(supp)
Maryland,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,,,"1,245",(supp)
Massachusetts,Total,EQIP IRA,Access Control (472),2024,,,"1,246",(supp)
Massachusetts,Total,EQIP IRA,Access Control (472),Total,,,"1,247",(supp)
Massachusetts,Total,EQIP IRA,Brush Management (314),2023,61,"$466,088 ","1,248", 
Massachusetts,Total,EQIP IRA,Brush Management (314),2024,13,"$154,420 ","1,249", 
Massachusetts,Total,EQIP IRA,Brush Management (314),Total,74,"$620,508 ","1,250", 
Massachusetts,Total,EQIP IRA,Cover Crop (340),2023,40,"$40,795 ","1,251", 
Massachusetts,Total,EQIP IRA,Cover Crop (340),2024,18,"$40,086 ","1,252", 
Massachusetts,Total,EQIP IRA,Cover Crop (340),Total,58,"$80,882 ","1,253", 
Massachusetts,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),2023,4,"$47,331 ","1,254", 
Massachusetts,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),Total,4,"$47,331 ","1,255", 
Massachusetts,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,,,"1,256",(supp)
Massachusetts,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2024,,,"1,257",(supp)
Massachusetts,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,28,"$304,394 ","1,258", 
Massachusetts,Total,EQIP IRA,Energy Efficient Building Envelope (672),2024,8,"$7,468 ","1,259", 
Massachusetts,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,8,"$7,468 ","1,260", 
Massachusetts,Total,EQIP IRA,Fence (382),2024,,,"1,261",(supp)
Massachusetts,Total,EQIP IRA,Fence (382),Total,,,"1,262",(supp)
Massachusetts,Total,EQIP IRA,Forest Stand Improvement (666),2023,35,"$368,223 ","1,263", 
Massachusetts,Total,EQIP IRA,Forest Stand Improvement (666),2024,4,"$84,090 ","1,264", 
Massachusetts,Total,EQIP IRA,Forest Stand Improvement (666),Total,39,"$452,313 ","1,265", 
Massachusetts,Total,EQIP IRA,Forest Trails and Landings (655),2024,4,"$20,508 ","1,266", 
Massachusetts,Total,EQIP IRA,Forest Trails and Landings (655),Total,4,"$20,508 ","1,267", 
Massachusetts,Total,EQIP IRA,Mulching (484),2023,14,"$14,412 ","1,268", 
Massachusetts,Total,EQIP IRA,Mulching (484),Total,14,"$14,412 ","1,269", 
Massachusetts,Total,EQIP IRA,Nutrient Management (590),2023,,,"1,270",(supp)
Massachusetts,Total,EQIP IRA,Nutrient Management (590),Total,,,"1,271",(supp)
Massachusetts,Total,EQIP IRA,Pasture and Hay Planting (512),2023,,,"1,272",(supp)
Massachusetts,Total,EQIP IRA,Pasture and Hay Planting (512),2024,,,"1,273",(supp)
Massachusetts,Total,EQIP IRA,Pasture and Hay Planting (512),Total,11,"$50,114 ","1,274", 
Massachusetts,Total,EQIP IRA,Prescribed Grazing (528),2024,4,"$14,872 ","1,275", 
Massachusetts,Total,EQIP IRA,Prescribed Grazing (528),Total,4,"$14,872 ","1,276", 
Massachusetts,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,6,"$8,729 ","1,277", 
Massachusetts,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,6,"$8,729 ","1,278", 
Massachusetts,Total,EQIP IRA,Soil Carbon Amendment (336),2024,,,"1,279",(supp)
Massachusetts,Total,EQIP IRA,Soil Carbon Amendment (336),Total,,,"1,280",(supp)
Massachusetts,Total,EQIP IRA,Soil Carbon Amendment (808),2023,,,"1,281",(supp)
Massachusetts,Total,EQIP IRA,Soil Carbon Amendment (808),Total,,,"1,282",(supp)
Massachusetts,Total,EQIP IRA,Structures for Wildlife (649),2023,,,"1,283",(supp)
Massachusetts,Total,EQIP IRA,Structures for Wildlife (649),2024,,,"1,284",(supp)
Massachusetts,Total,EQIP IRA,Structures for Wildlife (649),Total,8,"$4,970 ","1,285", 
Massachusetts,Total,EQIP IRA,Total,2023,200,"$1,197,638 ","1,286", 
Massachusetts,Total,EQIP IRA,Total,2024,83,"$507,409 ","1,287", 
Massachusetts,Total,EQIP IRA,Total,Total,283,"$1,705,048 ","1,288", 
Massachusetts,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,4,"$17,014 ","1,289", 
Massachusetts,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,4,"$17,014 ","1,290", 
Massachusetts,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,,,"1,291",(supp)
Massachusetts,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,,,"1,292",(supp)
Massachusetts,Total,EQIP IRA,Watering Facility (614),2024,,,"1,293",(supp)
Massachusetts,Total,EQIP IRA,Watering Facility (614),Total,,,"1,294",(supp)
Massachusetts,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,"1,295",(supp)
Massachusetts,Total,EQIP IRA,Wildlife Habitat Planting (420),2024,,,"1,296",(supp)
Massachusetts,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,11,"$10,460 ","1,297", 
Michigan,Total,EQIP IRA,Access Road (560),2023,,,"1,298",(supp)
Michigan,Total,EQIP IRA,Access Road (560),2024,,,"1,299",(supp)
Michigan,Total,EQIP IRA,Access Road (560),Total,,,"1,300",(supp)
Michigan,Total,EQIP IRA,Agrichemical Handling Facility (309),2023,,,"1,301",(supp)
Michigan,Total,EQIP IRA,Agrichemical Handling Facility (309),Total,,,"1,302",(supp)
Michigan,Total,EQIP IRA,Anaerobic Digester (366),2023,,,"1,303",(supp)
Michigan,Total,EQIP IRA,Anaerobic Digester (366),Total,,,"1,304",(supp)
Michigan,Total,EQIP IRA,Brush Management (314),2023,31,"$130,481 ","1,305", 
Michigan,Total,EQIP IRA,Brush Management (314),2024,85,"$241,699 ","1,306", 
Michigan,Total,EQIP IRA,Brush Management (314),Total,116,"$372,180 ","1,307", 
Michigan,Total,EQIP IRA,Conservation Cover (327),2023,15,"$10,687 ","1,308", 
Michigan,Total,EQIP IRA,Conservation Cover (327),2024,33,"$43,529 ","1,309", 
Michigan,Total,EQIP IRA,Conservation Cover (327),Total,48,"$54,216 ","1,310", 
Michigan,Total,EQIP IRA,Cover Crop (340),2023,28,"$577,312 ","1,311", 
Michigan,Total,EQIP IRA,Cover Crop (340),2024,493,"$13,730,847 ","1,312", 
Michigan,Total,EQIP IRA,Cover Crop (340),Total,521,"$14,308,159 ","1,313", 
Michigan,Total,EQIP IRA,Critical Area Planting (342),2023,,,"1,314",(supp)
Michigan,Total,EQIP IRA,Critical Area Planting (342),2024,,,"1,315",(supp)
Michigan,Total,EQIP IRA,Critical Area Planting (342),Total,,,"1,316",(supp)
Michigan,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),2023,,,"1,317",(supp)
Michigan,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),Total,,,"1,318",(supp)
Michigan,Total,EQIP IRA,Fence (382),2023,41,"$156,841 ","1,319", 
Michigan,Total,EQIP IRA,Fence (382),2024,33,"$165,334 ","1,320", 
Michigan,Total,EQIP IRA,Fence (382),Total,74,"$322,175 ","1,321", 
Michigan,Total,EQIP IRA,Filter Strip (393),2023,,,"1,322",(supp)
Michigan,Total,EQIP IRA,Filter Strip (393),Total,,,"1,323",(supp)
Michigan,Total,EQIP IRA,Forest Management Practice Design (165),2024,,,"1,324",(supp)
Michigan,Total,EQIP IRA,Forest Management Practice Design (165),Total,,,"1,325",(supp)
Michigan,Total,EQIP IRA,Forest Stand Improvement (666),2023,29,"$89,600 ","1,326", 
Michigan,Total,EQIP IRA,Forest Stand Improvement (666),2024,26,"$125,519 ","1,327", 
Michigan,Total,EQIP IRA,Forest Stand Improvement (666),Total,55,"$215,119 ","1,328", 
Michigan,Total,EQIP IRA,Heavy Use Area Protection (561),2023,18,"$107,370 ","1,329", 
Michigan,Total,EQIP IRA,Heavy Use Area Protection (561),2024,12,"$40,528 ","1,330", 
Michigan,Total,EQIP IRA,Heavy Use Area Protection (561),Total,30,"$147,898 ","1,331", 
Michigan,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,11,"$2,992 ","1,332", 
Michigan,Total,EQIP IRA,Herbaceous Weed Treatment (315),2024,12,"$2,368 ","1,333", 
Michigan,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,23,"$5,360 ","1,334", 
Michigan,Total,EQIP IRA,Livestock Pipeline (516),2023,23,"$55,863 ","1,335", 
Michigan,Total,EQIP IRA,Livestock Pipeline (516),2024,19,"$78,733 ","1,336", 
Michigan,Total,EQIP IRA,Livestock Pipeline (516),Total,42,"$134,596 ","1,337", 
Michigan,Total,EQIP IRA,Mulching (484),2023,10,"$3,996 ","1,338", 
Michigan,Total,EQIP IRA,Mulching (484),2024,16,"$9,631 ","1,339", 
Michigan,Total,EQIP IRA,Mulching (484),Total,26,"$13,627 ","1,340", 
Michigan,Total,EQIP IRA,Nutrient Management (590),2023,16,"$128,560 ","1,341", 
Michigan,Total,EQIP IRA,Nutrient Management (590),Total,16,"$128,560 ","1,342", 
Michigan,Total,EQIP IRA,Pasture and Hay Planting (512),2023,15,"$27,152 ","1,343", 
Michigan,Total,EQIP IRA,Pasture and Hay Planting (512),2024,16,"$19,142 ","1,344", 
Michigan,Total,EQIP IRA,Pasture and Hay Planting (512),Total,31,"$46,294 ","1,345", 
Michigan,Total,EQIP IRA,Prescribed Burning (338),2023,,,"1,346",(supp)
Michigan,Total,EQIP IRA,Prescribed Burning (338),Total,,,"1,347",(supp)
Michigan,Total,EQIP IRA,Prescribed Grazing (528),2023,60,"$37,073 ","1,348", 
Michigan,Total,EQIP IRA,Prescribed Grazing (528),2024,49,"$40,836 ","1,349", 
Michigan,Total,EQIP IRA,Prescribed Grazing (528),Total,109,"$77,909 ","1,350", 
Michigan,Total,EQIP IRA,Pumping Plant (533),2023,,,"1,351",(supp)
Michigan,Total,EQIP IRA,Pumping Plant (533),Total,,,"1,352",(supp)
Michigan,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,,,"1,353",(supp)
Michigan,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,,,"1,354",(supp)
Michigan,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,5,"$12,655 ","1,355", 
Michigan,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,5,"$12,655 ","1,356", 
Michigan,Total,EQIP IRA,Roofs and Covers (367),2023,,,"1,357",(supp)
Michigan,Total,EQIP IRA,Roofs and Covers (367),Total,,,"1,358",(supp)
Michigan,Total,EQIP IRA,Total,2023,431,"$2,717,941 ","1,359", 
Michigan,Total,EQIP IRA,Total,2024,891,"$14,789,076 ","1,360", 
Michigan,Total,EQIP IRA,Total,Total,"1,322","$17,507,017 ","1,361", 
Michigan,Total,EQIP IRA,Trails and Walkways (575),2024,,,"1,362",(supp)
Michigan,Total,EQIP IRA,Trails and Walkways (575),Total,,,"1,363",(supp)
Michigan,Total,EQIP IRA,Tree-Shrub Pruning (660),2024,,,"1,364",(supp)
Michigan,Total,EQIP IRA,Tree-Shrub Pruning (660),Total,,,"1,365",(supp)
Michigan,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,38,"$177,310 ","1,366", 
Michigan,Total,EQIP IRA,Tree/Shrub Establishment (612),2024,51,"$192,582 ","1,367", 
Michigan,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,89,"$369,892 ","1,368", 
Michigan,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,26,"$11,470 ","1,369", 
Michigan,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2024,16,"$7,805 ","1,370", 
Michigan,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,42,"$19,275 ","1,371", 
Michigan,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,,,"1,372",(supp)
Michigan,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,,,"1,373",(supp)
Michigan,Total,EQIP IRA,Waste Separation Facility (632),2023,,,"1,374",(supp)
Michigan,Total,EQIP IRA,Waste Separation Facility (632),Total,,,"1,375",(supp)
Michigan,Total,EQIP IRA,Waste Transfer (634),2023,,,"1,376",(supp)
Michigan,Total,EQIP IRA,Waste Transfer (634),Total,,,"1,377",(supp)
Michigan,Total,EQIP IRA,Water Well (642),2023,4,"$24,128 ","1,378", 
Michigan,Total,EQIP IRA,Water Well (642),Total,4,"$24,128 ","1,379", 
Michigan,Total,EQIP IRA,Watering Facility (614),2023,30,"$17,565 ","1,380", 
Michigan,Total,EQIP IRA,Watering Facility (614),2024,20,"$18,565 ","1,381", 
Michigan,Total,EQIP IRA,Watering Facility (614),Total,50,"$36,130 ","1,382", 
Michigan,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,"1,383",(supp)
Michigan,Total,EQIP IRA,Wildlife Habitat Planting (420),2024,,,"1,384",(supp)
Michigan,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,11,"$23,889 ","1,385", 
Michigan,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,"1,386",(supp)
Michigan,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2024,,,"1,387",(supp)
Michigan,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,"1,388",(supp)
Michigan,Total,EQIP IRA,Woody Residue Treatment (384),2024,,,"1,389",(supp)
Michigan,Total,EQIP IRA,Woody Residue Treatment (384),Total,,,"1,390",(supp)
Minnesota,Total,EQIP IRA,Alley Cropping (311),2023,,,"1,391",(supp)
Minnesota,Total,EQIP IRA,Alley Cropping (311),Total,,,"1,392",(supp)
Minnesota,Total,EQIP IRA,Brush Management (314),2024,16,"$26,032 ","1,393", 
Minnesota,Total,EQIP IRA,Brush Management (314),Total,16,"$26,032 ","1,394", 
Minnesota,Total,EQIP IRA,Conservation Cover (327),2023,35,"$103,205 ","1,395", 
Minnesota,Total,EQIP IRA,Conservation Cover (327),2024,5,"$2,562 ","1,396", 
Minnesota,Total,EQIP IRA,Conservation Cover (327),Total,40,"$105,767 ","1,397", 
Minnesota,Total,EQIP IRA,Conservation Crop Rotation (328),2023,4,"$6,584 ","1,398", 
Minnesota,Total,EQIP IRA,Conservation Crop Rotation (328),2024,48,"$192,720 ","1,399", 
Minnesota,Total,EQIP IRA,Conservation Crop Rotation (328),Total,52,"$199,304 ","1,400", 
Minnesota,Total,EQIP IRA,Cover Crop (340),2023,124,"$1,140,994 ","1,401", 
Minnesota,Total,EQIP IRA,Cover Crop (340),2024,85,"$860,806 ","1,402", 
Minnesota,Total,EQIP IRA,Cover Crop (340),Total,209,"$2,001,800 ","1,403", 
Minnesota,Total,EQIP IRA,Critical Area Planting (342),2023,,,"1,404",(supp)
Minnesota,Total,EQIP IRA,Critical Area Planting (342),Total,,,"1,405",(supp)
Minnesota,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2024,10,"$403,362 ","1,406", 
Minnesota,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,10,"$403,362 ","1,407", 
Minnesota,Total,EQIP IRA,Energy Efficient Lighting System (670),2024,,,"1,408",(supp)
Minnesota,Total,EQIP IRA,Energy Efficient Lighting System (670),Total,,,"1,409",(supp)
Minnesota,Total,EQIP IRA,Fence (382),2023,20,"$132,561 ","1,410", 
Minnesota,Total,EQIP IRA,Fence (382),2024,10,"$90,453 ","1,411", 
Minnesota,Total,EQIP IRA,Fence (382),Total,30,"$223,014 ","1,412", 
Minnesota,Total,EQIP IRA,Field Border (386),2023,5,"$1,954 ","1,413", 
Minnesota,Total,EQIP IRA,Field Border (386),Total,5,"$1,954 ","1,414", 
Minnesota,Total,EQIP IRA,Field Operations Emissions Reduction (376),2024,14,"$86,601 ","1,415", 
Minnesota,Total,EQIP IRA,Field Operations Emissions Reduction (376),Total,14,"$86,601 ","1,416", 
Minnesota,Total,EQIP IRA,Filter Strip (393),2024,,,"1,417",(supp)
Minnesota,Total,EQIP IRA,Filter Strip (393),Total,,,"1,418",(supp)
Minnesota,Total,EQIP IRA,Forage Harvest Management (511),2023,,,"1,419",(supp)
Minnesota,Total,EQIP IRA,Forage Harvest Management (511),Total,,,"1,420",(supp)
Minnesota,Total,EQIP IRA,Forest Stand Improvement (666),2023,,,"1,421",(supp)
Minnesota,Total,EQIP IRA,Forest Stand Improvement (666),2024,,,"1,422",(supp)
Minnesota,Total,EQIP IRA,Forest Stand Improvement (666),Total,7,"$13,982 ","1,423", 
Minnesota,Total,EQIP IRA,Fuel Break (383),2024,,,"1,424",(supp)
Minnesota,Total,EQIP IRA,Fuel Break (383),Total,,,"1,425",(supp)
Minnesota,Total,EQIP IRA,Grassed Waterway (412),2023,,,"1,426",(supp)
