Pay_year,state_code,State,category_code,category_code_num,category_name,payments
2019,1,Alabama,6 Other 1 - planning,6,Other 1 - planning,47784.16
2019,1,Alabama,7 Structural,7,Structural,4821093.42
2019,1,Alabama,8 Land management,8,Land management,6298832.24
2019,1,Alabama,9 Vegetative,9,Vegetative,2001522.24
2019,1,Alabama,10 Forest management,10,Forest management,5670209.22
2019,1,Alabama,13 Other 2 - improvement,13,Other 2 - improvement,1122776.78
2019,2,Alaska,6 Other 1 - planning,6,Other 1 - planning,6027.41
2019,2,Alaska,7 Structural,7,Structural,1299661.05
2019,2,Alaska,8 Land management,8,Land management,1000180.65
2019,2,Alaska,9 Vegetative,9,Vegetative,135471.81
2019,2,Alaska,10 Forest management,10,Forest management,3393162.67
2019,2,Alaska,12 Soil remediation,12,Soil remediation,9772.63
2019,2,Alaska,13 Other 2 - improvement,13,Other 2 - improvement,8851.23
2019,4,Arizona,7 Structural,7,Structural,5253284.44
2019,4,Arizona,8 Land management,8,Land management,5067766.02
2019,4,Arizona,9 Vegetative,9,Vegetative,41380.35
2019,4,Arizona,10 Forest management,10,Forest management,978948.85
2019,4,Arizona,12 Soil remediation,12,Soil remediation,4471.55
2019,4,Arizona,13 Other 2 - improvement,13,Other 2 - improvement,106980.89
2019,5,Arkansas,6 Other 1 - planning,6,Other 1 - planning,244204.11
2019,5,Arkansas,7 Structural,7,Structural,15316924.76
2019,5,Arkansas,8 Land management,8,Land management,7003372.25
2019,5,Arkansas,9 Vegetative,9,Vegetative,2452358.48
2019,5,Arkansas,10 Forest management,10,Forest management,1348268.08
2019,5,Arkansas,12 Soil remediation,12,Soil remediation,898915.79
2019,5,Arkansas,13 Other 2 - improvement,13,Other 2 - improvement,2643600.98
2019,6,California,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,10238.4
2019,6,California,4 Conservation planning assessment,4,Conservation planning assessment,213153.18
2019,6,California,6 Other 1 - planning,6,Other 1 - planning,43089.56
2019,6,California,7 Structural,7,Structural,56858139.09
2019,6,California,8 Land management,8,Land management,7973376.1
2019,6,California,9 Vegetative,9,Vegetative,784531.96
2019,6,California,10 Forest management,10,Forest management,9296554.34
2019,6,California,12 Soil remediation,12,Soil remediation,73962.59
2019,6,California,13 Other 2 - improvement,13,Other 2 - improvement,1414313.18
2019,8,Colorado,6 Other 1 - planning,6,Other 1 - planning,29966.9
2019,8,Colorado,7 Structural,7,Structural,18023174.18
2019,8,Colorado,8 Land management,8,Land management,2206732.74
2019,8,Colorado,9 Vegetative,9,Vegetative,1658596.27
2019,8,Colorado,10 Forest management,10,Forest management,3068606.83
2019,8,Colorado,12 Soil remediation,12,Soil remediation,59884.46
2019,8,Colorado,13 Other 2 - improvement,13,Other 2 - improvement,507363.8
2019,9,Connecticut,4 Conservation planning assessment,4,Conservation planning assessment,33944.25
2019,9,Connecticut,6 Other 1 - planning,6,Other 1 - planning,46480.08
2019,9,Connecticut,7 Structural,7,Structural,2133468.78
2019,9,Connecticut,8 Land management,8,Land management,705742.24
2019,9,Connecticut,9 Vegetative,9,Vegetative,125330.64
2019,9,Connecticut,10 Forest management,10,Forest management,295467.12
2019,9,Connecticut,13 Other 2 - improvement,13,Other 2 - improvement,410195.94
2019,10,Delaware,6 Other 1 - planning,6,Other 1 - planning,88921.21
2019,10,Delaware,7 Structural,7,Structural,2840742.59
2019,10,Delaware,8 Land management,8,Land management,1348807.53
2019,10,Delaware,9 Vegetative,9,Vegetative,1685654.89
2019,10,Delaware,10 Forest management,10,Forest management,17763.7
2019,10,Delaware,12 Soil remediation,12,Soil remediation,233752.74
2019,10,Delaware,13 Other 2 - improvement,13,Other 2 - improvement,354201.08
2019,12,Florida,4 Conservation planning assessment,4,Conservation planning assessment,25614.85
2019,12,Florida,6 Other 1 - planning,6,Other 1 - planning,36784.06
2019,12,Florida,7 Structural,7,Structural,6059287.7
2019,12,Florida,8 Land management,8,Land management,5022523.36
2019,12,Florida,9 Vegetative,9,Vegetative,1079664.09
2019,12,Florida,10 Forest management,10,Forest management,2091713.85
2019,12,Florida,12 Soil remediation,12,Soil remediation,278760.68
2019,12,Florida,13 Other 2 - improvement,13,Other 2 - improvement,678125.44
2019,13,Georgia,4 Conservation planning assessment,4,Conservation planning assessment,2897.21
2019,13,Georgia,6 Other 1 - planning,6,Other 1 - planning,206780.65
2019,13,Georgia,7 Structural,7,Structural,15186298.55
2019,13,Georgia,8 Land management,8,Land management,5484206.87
2019,13,Georgia,9 Vegetative,9,Vegetative,2514778.65
2019,13,Georgia,10 Forest management,10,Forest management,7625196.74
2019,13,Georgia,12 Soil remediation,12,Soil remediation,143130.26
2019,13,Georgia,13 Other 2 - improvement,13,Other 2 - improvement,2917259.25
2019,15,Hawaii,6 Other 1 - planning,6,Other 1 - planning,18423.54
2019,15,Hawaii,7 Structural,7,Structural,828579.97
2019,15,Hawaii,8 Land management,8,Land management,2504592.63
2019,15,Hawaii,9 Vegetative,9,Vegetative,261685.84
2019,15,Hawaii,10 Forest management,10,Forest management,655120.18
2019,15,Hawaii,12 Soil remediation,12,Soil remediation,1681
2019,16,Idaho,6 Other 1 - planning,6,Other 1 - planning,44691.24
2019,16,Idaho,7 Structural,7,Structural,14097670.49
2019,16,Idaho,8 Land management,8,Land management,2337132.95
2019,16,Idaho,9 Vegetative,9,Vegetative,942657.44
2019,16,Idaho,10 Forest management,10,Forest management,1080435.63
2019,16,Idaho,12 Soil remediation,12,Soil remediation,416321.89
2019,16,Idaho,13 Other 2 - improvement,13,Other 2 - improvement,393529.63
2019,17,Illinois,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,10155.83
2019,17,Illinois,4 Conservation planning assessment,4,Conservation planning assessment,168063.39
2019,17,Illinois,6 Other 1 - planning,6,Other 1 - planning,150151.29
2019,17,Illinois,7 Structural,7,Structural,5525442.01
2019,17,Illinois,8 Land management,8,Land management,1779342.71
2019,17,Illinois,9 Vegetative,9,Vegetative,1346636.12
2019,17,Illinois,10 Forest management,10,Forest management,187114.96
2019,17,Illinois,12 Soil remediation,12,Soil remediation,57459.92
2019,17,Illinois,13 Other 2 - improvement,13,Other 2 - improvement,135548.23
2019,18,Indiana,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,161172.96
2019,18,Indiana,4 Conservation planning assessment,4,Conservation planning assessment,174874.21
2019,18,Indiana,6 Other 1 - planning,6,Other 1 - planning,321216.83
2019,18,Indiana,7 Structural,7,Structural,5217725.5
2019,18,Indiana,8 Land management,8,Land management,3036830.28
2019,18,Indiana,9 Vegetative,9,Vegetative,8825322.44
2019,18,Indiana,10 Forest management,10,Forest management,836613
2019,18,Indiana,12 Soil remediation,12,Soil remediation,648773.85
2019,18,Indiana,13 Other 2 - improvement,13,Other 2 - improvement,307162.28
2019,19,Iowa,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,67549.49
2019,19,Iowa,4 Conservation planning assessment,4,Conservation planning assessment,105017.46
2019,19,Iowa,6 Other 1 - planning,6,Other 1 - planning,119166.79
2019,19,Iowa,7 Structural,7,Structural,10793813.26
2019,19,Iowa,8 Land management,8,Land management,3050463.36
2019,19,Iowa,9 Vegetative,9,Vegetative,7152655.11
2019,19,Iowa,10 Forest management,10,Forest management,135048.81
2019,19,Iowa,12 Soil remediation,12,Soil remediation,412045.9
2019,19,Iowa,13 Other 2 - improvement,13,Other 2 - improvement,1476066.71
2019,20,Kansas,6 Other 1 - planning,6,Other 1 - planning,8305.64
2019,20,Kansas,7 Structural,7,Structural,12793030.16
2019,20,Kansas,8 Land management,8,Land management,3770206.47
2019,20,Kansas,9 Vegetative,9,Vegetative,5573434.01
2019,20,Kansas,10 Forest management,10,Forest management,738645.57
2019,20,Kansas,12 Soil remediation,12,Soil remediation,313413.04
2019,20,Kansas,13 Other 2 - improvement,13,Other 2 - improvement,33745.47
2019,21,Kentucky,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,7927.89
2019,21,Kentucky,4 Conservation planning assessment,4,Conservation planning assessment,118908.54
2019,21,Kentucky,6 Other 1 - planning,6,Other 1 - planning,151740.65
2019,21,Kentucky,7 Structural,7,Structural,4559067.08
2019,21,Kentucky,8 Land management,8,Land management,3087708.24
2019,21,Kentucky,9 Vegetative,9,Vegetative,2342994.94
2019,21,Kentucky,10 Forest management,10,Forest management,932316.21
2019,21,Kentucky,12 Soil remediation,12,Soil remediation,60981.75
2019,21,Kentucky,13 Other 2 - improvement,13,Other 2 - improvement,481521.72
2019,22,Louisiana,6 Other 1 - planning,6,Other 1 - planning,14518.13
2019,22,Louisiana,7 Structural,7,Structural,4628955.63
2019,22,Louisiana,8 Land management,8,Land management,5441468.35
2019,22,Louisiana,9 Vegetative,9,Vegetative,3684082.87
2019,22,Louisiana,10 Forest management,10,Forest management,1286997.39
2019,22,Louisiana,12 Soil remediation,12,Soil remediation,281343.83
2019,22,Louisiana,13 Other 2 - improvement,13,Other 2 - improvement,331246.65
2019,23,Maine,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,2355.03
2019,23,Maine,4 Conservation planning assessment,4,Conservation planning assessment,394114.43
2019,23,Maine,6 Other 1 - planning,6,Other 1 - planning,310312.04
2019,23,Maine,7 Structural,7,Structural,4954546.32
2019,23,Maine,8 Land management,8,Land management,1674203.94
2019,23,Maine,9 Vegetative,9,Vegetative,747393.84
2019,23,Maine,10 Forest management,10,Forest management,585189.06
2019,23,Maine,12 Soil remediation,12,Soil remediation,22576.09
2019,23,Maine,13 Other 2 - improvement,13,Other 2 - improvement,226231.17
2019,24,Maryland,4 Conservation planning assessment,4,Conservation planning assessment,12527.34
2019,24,Maryland,6 Other 1 - planning,6,Other 1 - planning,21611.3
2019,24,Maryland,7 Structural,7,Structural,3702587.05
2019,24,Maryland,8 Land management,8,Land management,2741515.02
2019,24,Maryland,9 Vegetative,9,Vegetative,352566.73
2019,24,Maryland,10 Forest management,10,Forest management,80219.61
2019,24,Maryland,12 Soil remediation,12,Soil remediation,227597.92
2019,24,Maryland,13 Other 2 - improvement,13,Other 2 - improvement,1210305.08
2019,25,Massachusetts,4 Conservation planning assessment,4,Conservation planning assessment,45015.6
2019,25,Massachusetts,6 Other 1 - planning,6,Other 1 - planning,34521.13
2019,25,Massachusetts,7 Structural,7,Structural,1973955.74
2019,25,Massachusetts,8 Land management,8,Land management,892599.48
2019,25,Massachusetts,9 Vegetative,9,Vegetative,351121.95
2019,25,Massachusetts,10 Forest management,10,Forest management,164836.94
2019,25,Massachusetts,12 Soil remediation,12,Soil remediation,103184.05
2019,25,Massachusetts,13 Other 2 - improvement,13,Other 2 - improvement,266621.75
2019,26,Michigan,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,8359.83
2019,26,Michigan,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,7957.23
2019,26,Michigan,4 Conservation planning assessment,4,Conservation planning assessment,240578.64
2019,26,Michigan,6 Other 1 - planning,6,Other 1 - planning,392738.53
2019,26,Michigan,7 Structural,7,Structural,6276688.48
2019,26,Michigan,8 Land management,8,Land management,1414094.77
2019,26,Michigan,9 Vegetative,9,Vegetative,5933145.21
2019,26,Michigan,10 Forest management,10,Forest management,630707.02
2019,26,Michigan,12 Soil remediation,12,Soil remediation,141867.73
2019,26,Michigan,13 Other 2 - improvement,13,Other 2 - improvement,804716.1
2019,27,Minnesota,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,15013.33
2019,27,Minnesota,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,4847.1
2019,27,Minnesota,4 Conservation planning assessment,4,Conservation planning assessment,240984.03
2019,27,Minnesota,6 Other 1 - planning,6,Other 1 - planning,144287.14
2019,27,Minnesota,7 Structural,7,Structural,9516850.47
2019,27,Minnesota,8 Land management,8,Land management,2892499.73
2019,27,Minnesota,9 Vegetative,9,Vegetative,7407452.55
2019,27,Minnesota,10 Forest management,10,Forest management,583933.88
2019,27,Minnesota,12 Soil remediation,12,Soil remediation,216884.6
2019,27,Minnesota,13 Other 2 - improvement,13,Other 2 - improvement,240185.43
2019,28,Mississippi,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,282080.73
2019,28,Mississippi,4 Conservation planning assessment,4,Conservation planning assessment,13162.05
2019,28,Mississippi,6 Other 1 - planning,6,Other 1 - planning,424099.57
2019,28,Mississippi,7 Structural,7,Structural,16142050.1
2019,28,Mississippi,8 Land management,8,Land management,14210839.58
2019,28,Mississippi,9 Vegetative,9,Vegetative,2536252.81
2019,28,Mississippi,10 Forest management,10,Forest management,2699117.84
2019,28,Mississippi,12 Soil remediation,12,Soil remediation,116756.34
2019,28,Mississippi,13 Other 2 - improvement,13,Other 2 - improvement,5212845.02
2019,29,Missouri,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,9174.64
2019,29,Missouri,4 Conservation planning assessment,4,Conservation planning assessment,300271.74
2019,29,Missouri,6 Other 1 - planning,6,Other 1 - planning,212001.87
2019,29,Missouri,7 Structural,7,Structural,8479232.71
2019,29,Missouri,8 Land management,8,Land management,3756905.6
2019,29,Missouri,9 Vegetative,9,Vegetative,10719565
2019,29,Missouri,10 Forest management,10,Forest management,516615.71
2019,29,Missouri,12 Soil remediation,12,Soil remediation,36793.23
2019,29,Missouri,13 Other 2 - improvement,13,Other 2 - improvement,1854076.51
2019,30,Montana,6 Other 1 - planning,6,Other 1 - planning,34000.56
2019,30,Montana,7 Structural,7,Structural,9373526.53
2019,30,Montana,8 Land management,8,Land management,5198596.17
2019,30,Montana,9 Vegetative,9,Vegetative,1326898.02
2019,30,Montana,10 Forest management,10,Forest management,2007754.69
2019,30,Montana,12 Soil remediation,12,Soil remediation,63720.33
2019,30,Montana,13 Other 2 - improvement,13,Other 2 - improvement,80989.4
2019,31,Nebraska,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,28211.14
2019,31,Nebraska,4 Conservation planning assessment,4,Conservation planning assessment,296284.72
2019,31,Nebraska,6 Other 1 - planning,6,Other 1 - planning,8855.26
2019,31,Nebraska,7 Structural,7,Structural,11710489.5
2019,31,Nebraska,8 Land management,8,Land management,2820798.96
2019,31,Nebraska,9 Vegetative,9,Vegetative,5329632.39
2019,31,Nebraska,10 Forest management,10,Forest management,434252.68
2019,31,Nebraska,12 Soil remediation,12,Soil remediation,90726.61
2019,31,Nebraska,13 Other 2 - improvement,13,Other 2 - improvement,250478.22
2019,32,Nevada,6 Other 1 - planning,6,Other 1 - planning,5175.15
2019,32,Nevada,7 Structural,7,Structural,6700690.85
2019,32,Nevada,8 Land management,8,Land management,692808.36
2019,32,Nevada,9 Vegetative,9,Vegetative,11672.1
2019,32,Nevada,10 Forest management,10,Forest management,202973.95
2019,32,Nevada,13 Other 2 - improvement,13,Other 2 - improvement,20715.99
2019,33,New Hampshire,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,12533.44
2019,33,New Hampshire,4 Conservation planning assessment,4,Conservation planning assessment,39611.11
2019,33,New Hampshire,6 Other 1 - planning,6,Other 1 - planning,131005.77
2019,33,New Hampshire,7 Structural,7,Structural,1160641.3
2019,33,New Hampshire,8 Land management,8,Land management,1106253.76
2019,33,New Hampshire,9 Vegetative,9,Vegetative,517103.47
2019,33,New Hampshire,10 Forest management,10,Forest management,475732.5
2019,33,New Hampshire,12 Soil remediation,12,Soil remediation,31644.49
2019,33,New Hampshire,13 Other 2 - improvement,13,Other 2 - improvement,16707.52
2019,34,New Jersey,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,29686.37
2019,34,New Jersey,4 Conservation planning assessment,4,Conservation planning assessment,27811.91
2019,34,New Jersey,6 Other 1 - planning,6,Other 1 - planning,150910.72
2019,34,New Jersey,7 Structural,7,Structural,1277994.29
2019,34,New Jersey,8 Land management,8,Land management,783495.31
2019,34,New Jersey,9 Vegetative,9,Vegetative,802652.82
2019,34,New Jersey,10 Forest management,10,Forest management,76457.76
2019,34,New Jersey,12 Soil remediation,12,Soil remediation,60274.66
2019,34,New Jersey,13 Other 2 - improvement,13,Other 2 - improvement,158340.35
2019,35,New Mexico,4 Conservation planning assessment,4,Conservation planning assessment,9929.8
2019,35,New Mexico,6 Other 1 - planning,6,Other 1 - planning,1607.31
2019,35,New Mexico,7 Structural,7,Structural,11386129.98
2019,35,New Mexico,8 Land management,8,Land management,5383334.81
2019,35,New Mexico,9 Vegetative,9,Vegetative,3458236.01
2019,35,New Mexico,10 Forest management,10,Forest management,1604029.99
2019,35,New Mexico,12 Soil remediation,12,Soil remediation,32372.68
2019,35,New Mexico,13 Other 2 - improvement,13,Other 2 - improvement,12945.3
2019,36,New York,4 Conservation planning assessment,4,Conservation planning assessment,165086.17
2019,36,New York,6 Other 1 - planning,6,Other 1 - planning,84192.87
2019,36,New York,7 Structural,7,Structural,6242932
2019,36,New York,8 Land management,8,Land management,1261581.43
2019,36,New York,9 Vegetative,9,Vegetative,263887.68
2019,36,New York,10 Forest management,10,Forest management,336622.72
2019,36,New York,12 Soil remediation,12,Soil remediation,48564.18
2019,36,New York,13 Other 2 - improvement,13,Other 2 - improvement,570970.07
2019,37,North Carolina,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,2119.53
2019,37,North Carolina,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,2077.33
2019,37,North Carolina,4 Conservation planning assessment,4,Conservation planning assessment,47246.64
2019,37,North Carolina,6 Other 1 - planning,6,Other 1 - planning,94239.65
2019,37,North Carolina,7 Structural,7,Structural,11567058.21
2019,37,North Carolina,8 Land management,8,Land management,1510474.48
2019,37,North Carolina,9 Vegetative,9,Vegetative,1727825.29
2019,37,North Carolina,10 Forest management,10,Forest management,1037673.58
2019,37,North Carolina,12 Soil remediation,12,Soil remediation,113025.22
2019,37,North Carolina,13 Other 2 - improvement,13,Other 2 - improvement,1927191.7
2019,38,North Dakota,4 Conservation planning assessment,4,Conservation planning assessment,23144.99
2019,38,North Dakota,6 Other 1 - planning,6,Other 1 - planning,4349.32
2019,38,North Dakota,7 Structural,7,Structural,7012503.19
2019,38,North Dakota,8 Land management,8,Land management,2844244.52
2019,38,North Dakota,9 Vegetative,9,Vegetative,3070710.71
2019,38,North Dakota,10 Forest management,10,Forest management,345516.26
2019,38,North Dakota,12 Soil remediation,12,Soil remediation,1181715.28
2019,38,North Dakota,13 Other 2 - improvement,13,Other 2 - improvement,150511.33
2019,39,Ohio,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,224063.63
2019,39,Ohio,4 Conservation planning assessment,4,Conservation planning assessment,97005.72
2019,39,Ohio,6 Other 1 - planning,6,Other 1 - planning,108917.81
2019,39,Ohio,7 Structural,7,Structural,8403593.74
2019,39,Ohio,8 Land management,8,Land management,2540715.47
2019,39,Ohio,9 Vegetative,9,Vegetative,6849737.57
2019,39,Ohio,10 Forest management,10,Forest management,329981.02
2019,39,Ohio,12 Soil remediation,12,Soil remediation,139619.23
2019,39,Ohio,13 Other 2 - improvement,13,Other 2 - improvement,179247.21
2019,40,Oklahoma,6 Other 1 - planning,6,Other 1 - planning,11053.62
2019,40,Oklahoma,7 Structural,7,Structural,4936419.27
2019,40,Oklahoma,8 Land management,8,Land management,5030305.77
2019,40,Oklahoma,9 Vegetative,9,Vegetative,6815608.28
2019,40,Oklahoma,10 Forest management,10,Forest management,1547239.54
2019,40,Oklahoma,12 Soil remediation,12,Soil remediation,158981.05
2019,40,Oklahoma,13 Other 2 - improvement,13,Other 2 - improvement,527738.73
2019,41,Oregon,4 Conservation planning assessment,4,Conservation planning assessment,26842.64
2019,41,Oregon,6 Other 1 - planning,6,Other 1 - planning,82621.28
2019,41,Oregon,7 Structural,7,Structural,6927856.1
2019,41,Oregon,8 Land management,8,Land management,4972752.36
2019,41,Oregon,9 Vegetative,9,Vegetative,1482181.34
2019,41,Oregon,10 Forest management,10,Forest management,6257488.16
2019,41,Oregon,12 Soil remediation,12,Soil remediation,176806.35
2019,41,Oregon,13 Other 2 - improvement,13,Other 2 - improvement,213362.42
2019,42,Pennsylvania,4 Conservation planning assessment,4,Conservation planning assessment,169396.26
2019,42,Pennsylvania,6 Other 1 - planning,6,Other 1 - planning,142383.95
2019,42,Pennsylvania,7 Structural,7,Structural,9668752.65
2019,42,Pennsylvania,8 Land management,8,Land management,4184233.88
2019,42,Pennsylvania,9 Vegetative,9,Vegetative,1546695.06
2019,42,Pennsylvania,10 Forest management,10,Forest management,695426.9
2019,42,Pennsylvania,12 Soil remediation,12,Soil remediation,75868
2019,42,Pennsylvania,13 Other 2 - improvement,13,Other 2 - improvement,497823.41
2019,44,Rhode Island,6 Other 1 - planning,6,Other 1 - planning,48587.22
2019,44,Rhode Island,7 Structural,7,Structural,317232.26
2019,44,Rhode Island,8 Land management,8,Land management,846169.69
2019,44,Rhode Island,9 Vegetative,9,Vegetative,39560.78
2019,44,Rhode Island,10 Forest management,10,Forest management,223092.35
2019,44,Rhode Island,13 Other 2 - improvement,13,Other 2 - improvement,30149.88
2019,45,South Carolina,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,2993.68
2019,45,South Carolina,4 Conservation planning assessment,4,Conservation planning assessment,168020.01
2019,45,South Carolina,6 Other 1 - planning,6,Other 1 - planning,114068.58
2019,45,South Carolina,7 Structural,7,Structural,6644662.61
2019,45,South Carolina,8 Land management,8,Land management,3454248.94
2019,45,South Carolina,9 Vegetative,9,Vegetative,2382777.39
2019,45,South Carolina,10 Forest management,10,Forest management,4207518.97
2019,45,South Carolina,12 Soil remediation,12,Soil remediation,99319.01
2019,45,South Carolina,13 Other 2 - improvement,13,Other 2 - improvement,3392900.17
2019,46,South Dakota,6 Other 1 - planning,6,Other 1 - planning,9254.62
2019,46,South Dakota,7 Structural,7,Structural,5994812.58
2019,46,South Dakota,8 Land management,8,Land management,3647063.5
2019,46,South Dakota,9 Vegetative,9,Vegetative,2105451.03
2019,46,South Dakota,10 Forest management,10,Forest management,340390.74
2019,46,South Dakota,12 Soil remediation,12,Soil remediation,81613.83
2019,46,South Dakota,13 Other 2 - improvement,13,Other 2 - improvement,229176.86
2019,47,Tennessee,4 Conservation planning assessment,4,Conservation planning assessment,85253.75
2019,47,Tennessee,6 Other 1 - planning,6,Other 1 - planning,165854.77
2019,47,Tennessee,7 Structural,7,Structural,7513819.87
2019,47,Tennessee,8 Land management,8,Land management,4666948.78
2019,47,Tennessee,9 Vegetative,9,Vegetative,11617185.37
2019,47,Tennessee,10 Forest management,10,Forest management,707722.68
2019,47,Tennessee,12 Soil remediation,12,Soil remediation,65.6
2019,47,Tennessee,13 Other 2 - improvement,13,Other 2 - improvement,105216.15
2019,48,Texas,6 Other 1 - planning,6,Other 1 - planning,20955.97
2019,48,Texas,7 Structural,7,Structural,35957505.28
2019,48,Texas,8 Land management,8,Land management,41546237.47
2019,48,Texas,9 Vegetative,9,Vegetative,8550658.1
2019,48,Texas,10 Forest management,10,Forest management,9774850.3
2019,48,Texas,12 Soil remediation,12,Soil remediation,904790.27
2019,48,Texas,13 Other 2 - improvement,13,Other 2 - improvement,293876.01
2019,49,Utah,6 Other 1 - planning,6,Other 1 - planning,5162.62
2019,49,Utah,7 Structural,7,Structural,12304817.62
2019,49,Utah,8 Land management,8,Land management,3834584.78
2019,49,Utah,9 Vegetative,9,Vegetative,392790.28
2019,49,Utah,10 Forest management,10,Forest management,1779400.32
2019,49,Utah,12 Soil remediation,12,Soil remediation,10501.21
2019,49,Utah,13 Other 2 - improvement,13,Other 2 - improvement,308433.67
2019,50,Vermont,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,80563.05
2019,50,Vermont,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,279.05
2019,50,Vermont,6 Other 1 - planning,6,Other 1 - planning,202654.64
2019,50,Vermont,7 Structural,7,Structural,4085325.96
2019,50,Vermont,8 Land management,8,Land management,1755018.59
2019,50,Vermont,9 Vegetative,9,Vegetative,2005548.81
2019,50,Vermont,10 Forest management,10,Forest management,190738.27
2019,50,Vermont,12 Soil remediation,12,Soil remediation,243606.19
2019,50,Vermont,13 Other 2 - improvement,13,Other 2 - improvement,256298.46
2019,51,Virginia,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,20041.72
2019,51,Virginia,6 Other 1 - planning,6,Other 1 - planning,83043.01
2019,51,Virginia,7 Structural,7,Structural,9269940.4
2019,51,Virginia,8 Land management,8,Land management,5099151.41
2019,51,Virginia,9 Vegetative,9,Vegetative,3310359.6
2019,51,Virginia,10 Forest management,10,Forest management,438001.07
2019,51,Virginia,12 Soil remediation,12,Soil remediation,845267.49
2019,51,Virginia,13 Other 2 - improvement,13,Other 2 - improvement,60320.9
2019,53,Washington,4 Conservation planning assessment,4,Conservation planning assessment,140435.85
2019,53,Washington,6 Other 1 - planning,6,Other 1 - planning,125755.4
2019,53,Washington,7 Structural,7,Structural,5440010.08
2019,53,Washington,8 Land management,8,Land management,1928771.97
2019,53,Washington,9 Vegetative,9,Vegetative,229776.36
2019,53,Washington,10 Forest management,10,Forest management,2278097.84
2019,53,Washington,12 Soil remediation,12,Soil remediation,2091970.98
2019,53,Washington,13 Other 2 - improvement,13,Other 2 - improvement,458986.24
2019,54,West Virginia,4 Conservation planning assessment,4,Conservation planning assessment,222054.67
2019,54,West Virginia,6 Other 1 - planning,6,Other 1 - planning,23751.05
2019,54,West Virginia,7 Structural,7,Structural,4133466
2019,54,West Virginia,8 Land management,8,Land management,2119739.28
2019,54,West Virginia,9 Vegetative,9,Vegetative,445038.26
2019,54,West Virginia,10 Forest management,10,Forest management,302499.31
2019,54,West Virginia,13 Other 2 - improvement,13,Other 2 - improvement,215063.76
2019,55,Wisconsin,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,28153.61
2019,55,Wisconsin,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,40327.98
2019,55,Wisconsin,4 Conservation planning assessment,4,Conservation planning assessment,287052.95
2019,55,Wisconsin,6 Other 1 - planning,6,Other 1 - planning,275085.95
2019,55,Wisconsin,7 Structural,7,Structural,8339099.69
2019,55,Wisconsin,8 Land management,8,Land management,4752333.53
2019,55,Wisconsin,9 Vegetative,9,Vegetative,6676892.52
2019,55,Wisconsin,10 Forest management,10,Forest management,409240.96
2019,55,Wisconsin,12 Soil remediation,12,Soil remediation,242655.23
2019,55,Wisconsin,13 Other 2 - improvement,13,Other 2 - improvement,1095338.28
2019,56,Wyoming,4 Conservation planning assessment,4,Conservation planning assessment,9745.87
2019,56,Wyoming,7 Structural,7,Structural,7048332.97
2019,56,Wyoming,8 Land management,8,Land management,2027180.12
2019,56,Wyoming,9 Vegetative,9,Vegetative,474585.47
2019,56,Wyoming,10 Forest management,10,Forest management,435454.49
2019,56,Wyoming,12 Soil remediation,12,Soil remediation,23488.58
2019,56,Wyoming,13 Other 2 - improvement,13,Other 2 - improvement,42606.87
2020,1,Alabama,4 Conservation planning assessment,4,Conservation planning assessment,8204.73
2020,1,Alabama,6 Other 1 - planning,6,Other 1 - planning,47882.01
2020,1,Alabama,7 Structural,7,Structural,4394990.66
2020,1,Alabama,8 Land management,8,Land management,6016884.91
2020,1,Alabama,9 Vegetative,9,Vegetative,2376797.44
2020,1,Alabama,10 Forest management,10,Forest management,6036767.1
2020,1,Alabama,12 Soil remediation,12,Soil remediation,4872.5
2020,1,Alabama,13 Other 2 - improvement,13,Other 2 - improvement,414399.32
2020,2,Alaska,7 Structural,7,Structural,957727.22
2020,2,Alaska,8 Land management,8,Land management,3815917.83
2020,2,Alaska,9 Vegetative,9,Vegetative,129128.84
2020,2,Alaska,10 Forest management,10,Forest management,2582432.32
