State,County Code,State Abbrev,County Name,Crop Code,Crop Name,Crop Type Name,Crop Type,Intended Use,Planted Acres,Prevented Acres,Failed Acres
19,147,IA,PALO ALTO,0102,GRASS,NATIVE,NAG,FG,8.5,0,0
19,147,IA,PALO ALTO,0102,GRASS,NATIVE,NAG,GZ,6,0,0
19,147,IA,PALO ALTO,0102,GRASS,NATIVE,NAG,LS,688.4,0,0
19,147,IA,PALO ALTO,0102,GRASS,ORCHARD,ORG,FG,2.3,0,0
19,147,IA,PALO ALTO,0102,GRASS,ORCHARD,ORG,LS,0.9,0,0
19,147,IA,PALO ALTO,0102,GRASS,OTHER BROME,BRO,FG,254.6,0,0
19,147,IA,PALO ALTO,0102,GRASS,OTHER BROME,BRO,GZ,496.2,0,0
19,147,IA,PALO ALTO,0102,GRASS,OTHER BROME,BRO,LS,203.4,0,0
19,147,IA,PALO ALTO,0102,GRASS,SWITCH,SWI,GZ,14.8,0,0
19,147,IA,PALO ALTO,0102,GRASS,SWITCH,SWI,LS,22.4,0,0
19,147,IA,PALO ALTO,0772,HOME GARDEN,,,,4,0,0
19,147,IA,PALO ALTO,0080,MILLET,COMMON,COM,GZ,14,0,0
19,147,IA,PALO ALTO,0080,MILLET,COMMON,COM,FG,12,0,0
19,147,IA,PALO ALTO,0296,MIXED FORAGE,2 OR MORE INTERSEEDED GRASS MI,IGS,FG,224.6,0,0
19,147,IA,PALO ALTO,0296,MIXED FORAGE,2 OR MORE INTERSEEDED GRASS MI,IGS,GZ,193.2,0,0
19,147,IA,PALO ALTO,0296,MIXED FORAGE,2 OR MORE INTERSEEDED GRASS MI,IGS,LS,26.6,0,0
19,147,IA,PALO ALTO,0296,MIXED FORAGE,ALFALFA GRASS MIXTURE,AGM,FG,343.7,0,0
19,147,IA,PALO ALTO,0296,MIXED FORAGE,ALFALFA GRASS MIXTURE,AGM,GZ,200.4,0,0
19,147,IA,PALO ALTO,0296,MIXED FORAGE,ALFALFA GRASS MIXTURE,AGM,LS,0.4,0,0
19,147,IA,PALO ALTO,0296,MIXED FORAGE,GRASS MIX-BELOW 25% ALFALFA,GMA,FG,49.8,0,0
19,147,IA,PALO ALTO,0296,MIXED FORAGE,LEGUME/GRASS MIXTURE,LGM,FG,286.6,0,0
19,147,IA,PALO ALTO,0296,MIXED FORAGE,LEGUME/GRASS MIXTURE,LGM,GZ,150.8,0,0
19,147,IA,PALO ALTO,0296,MIXED FORAGE,LEGUME/SMALL GRAIN,LSG,FG,11.9,0,0
19,147,IA,PALO ALTO,0016,OATS,SPRING,SPR,FG,234.2,0,0
19,147,IA,PALO ALTO,0016,OATS,SPRING,SPR,GR,2026.3,0,0
19,147,IA,PALO ALTO,0016,OATS,SPRING,SPR,GZ,5,0,0
19,147,IA,PALO ALTO,0067,PEAS,SUGAR,SUG,PR,229,0,0
19,147,IA,PALO ALTO,0084,POTATOES,REDS,RED,FH,0.13,0,0
19,147,IA,PALO ALTO,0084,POTATOES,WHITES,WHT,FH,0.12,0,0
19,147,IA,PALO ALTO,0094,RYE,,,GM,53,0,0
19,147,IA,PALO ALTO,0094,RYE,,,FG,16,0,0
19,147,IA,PALO ALTO,0050,SORGHUM FORAGE,SUDEX,SUD,FG,37.8,0,0
19,147,IA,PALO ALTO,0081,SOYBEANS,COMMON,COM,GR,116032.4,234,0
19,147,IA,PALO ALTO,0081,SOYBEANS,COMMON,COM,SD,246.1,0,0
19,147,IA,PALO ALTO,0105,TURN AREAS,,,,2,0,0
19,147,IA,PALO ALTO,2006,WETLAND RESERVE PROGRAM,,,,21.5,0,0
19,147,IA,PALO ALTO,0011,WHEAT,HARD RED SPRING,HRS,GR,176.5,0,0
19,147,IA,PALO ALTO,0777,WILDLIFE FOOD PLOT,,,,52.6,0,0
19,149,IA,PLYMOUTH,0027,ALFALFA,,,FG,7050.7,0,0
19,149,IA,PLYMOUTH,0265,CLOVER,RED CLOVER,RED,FG,78.1,0,0
19,149,IA,PLYMOUTH,0041,CORN,POPCORN,POP,GR,25,0,0
19,149,IA,PLYMOUTH,0041,CORN,SWEET,SWT,GR,64.8,0,0
19,149,IA,PLYMOUTH,0041,CORN,YELLOW,YEL,FG,26.8,0,0
19,149,IA,PLYMOUTH,0041,CORN,YELLOW,YEL,GR,218734,73.8,45.3
19,149,IA,PLYMOUTH,0099,CRP,,,48,94.2,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,49,11.7,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,5,10,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,53,19.7,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,9,2,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,30,16.1,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,41,157.1,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,42,132.4,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,37,60.3,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,38,830.8,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,35,16.1,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,23,194.4,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,25,520.8,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,21,1927.4,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,22,382.3,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,12,79.2,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,2,2061.6,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,1,372.5,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,46,1036.7,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,10,3468,0,0
19,149,IA,PLYMOUTH,0099,CRP,,,11,29,0,0
19,149,IA,PLYMOUTH,0101,FALLOW,,,,223.2,0,0
19,149,IA,PLYMOUTH,0102,GRASS,OTHER BROME,BRO,FG,4136.7,0,0
19,149,IA,PLYMOUTH,0102,GRASS,SWITCH,SWI,FG,683.6,0,0
19,149,IA,PLYMOUTH,1250,GRASSLAND RESERVE PROGRAM,,,,285,0,0
19,149,IA,PLYMOUTH,0772,HOME GARDEN,,,,11.1,0,0
19,149,IA,PLYMOUTH,0296,MIXED FORAGE,GRASS MIX-BELOW 25% ALFALFA,GMA,FG,164.8,0,0
19,149,IA,PLYMOUTH,0016,OATS,SPRING,SPR,FG,231,0,0
19,149,IA,PLYMOUTH,0016,OATS,SPRING,SPR,GR,1263.2,0,0
19,149,IA,PLYMOUTH,0094,RYE,,,GR,60,0,0
19,149,IA,PLYMOUTH,0094,RYE,,,FG,23.2,0,0
19,149,IA,PLYMOUTH,0051,SORGHUM,HYBRID STANDARDPLANT FG,HSF,FG,35.9,0,0
19,149,IA,PLYMOUTH,0081,SOYBEANS,COMMON,COM,SD,194763,15.3,0
19,149,IA,PLYMOUTH,0105,TURN AREAS,,,,2250.6,0,0
19,149,IA,PLYMOUTH,2006,WETLAND RESERVE PROGRAM,,,,30.4,0,0
19,149,IA,PLYMOUTH,0011,WHEAT,HARD RED SPRING,HRS,GR,33.5,0,0
19,149,IA,PLYMOUTH,0011,WHEAT,HARD RED WINTER,HRW,GR,97.7,0,0
19,151,IA,POCAHONTAS,0027,ALFALFA,,,FG,832.65,0,0
19,151,IA,POCAHONTAS,0027,ALFALFA,,,LS,1,0,0
19,151,IA,POCAHONTAS,0041,CORN,POPCORN,POP,FH,90.2,0,0
19,151,IA,POCAHONTAS,0041,CORN,YELLOW,YEL,FG,13.1,0,0
19,151,IA,POCAHONTAS,0041,CORN,YELLOW,YEL,SD,403.7,0,0
19,151,IA,POCAHONTAS,0041,CORN,YELLOW,YEL,GR,172237.75,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,28,973.1,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,33,421.4,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,37,10.1,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,38,117.9,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,4,222.5,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,41,1.4,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,42,0.5,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,46,5.4,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,48,37.6,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,5,48.5,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,8,153.9,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,9,46.2,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,2,452,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,23,1251.5,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,24,4.8,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,21,3619.5,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,22,20.3,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,20,4.2,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,16,16.1,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,17,79.6,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,11,14.7,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,15,22.3,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,1,101.5,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,10,4.2,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,25,94.1,0,0
19,151,IA,POCAHONTAS,0099,CRP,,,27,402.1,0,0
19,151,IA,POCAHONTAS,0101,FALLOW,,,,32.5,0,0
19,151,IA,POCAHONTAS,0102,GRASS,OTHER BROME,BRO,FG,452.8,0,0
19,151,IA,POCAHONTAS,0102,GRASS,OTHER BROME,BRO,GZ,780.2,0,0
19,151,IA,POCAHONTAS,0102,GRASS,OTHER BROME,BRO,LS,651.1,0,0
19,151,IA,POCAHONTAS,0772,HOME GARDEN,,,,2.6,0,0
19,151,IA,POCAHONTAS,0296,MIXED FORAGE,ALFALFA GRASS MIXTURE,AGM,FG,246.1,0,0
19,151,IA,POCAHONTAS,0296,MIXED FORAGE,ALFALFA GRASS MIXTURE,AGM,GZ,14.5,0,0
19,151,IA,POCAHONTAS,0296,MIXED FORAGE,ALFALFA GRASS MIXTURE,AGM,LS,1.7,0,0
19,151,IA,POCAHONTAS,0016,OATS,SPRING,SPR,FG,10,0,0
19,151,IA,POCAHONTAS,0016,OATS,SPRING,SPR,LS,6,0,0
19,151,IA,POCAHONTAS,0016,OATS,SPRING,SPR,GR,530.8,0,0
19,151,IA,POCAHONTAS,0051,SORGHUM,GRAIN,GRS,FG,2,0,0
19,151,IA,POCAHONTAS,0051,SORGHUM,GRAIN,GRS,SG,26,0,0
19,151,IA,POCAHONTAS,0050,SORGHUM FORAGE,SUDEX,SUD,LS,8.2,0,0
19,151,IA,POCAHONTAS,0081,SOYBEANS,COMMON,COM,GR,139721.8,0,38
19,151,IA,POCAHONTAS,0081,SOYBEANS,COMMON,COM,SD,7089,0,0
19,151,IA,POCAHONTAS,2006,WETLAND RESERVE PROGRAM,,,,162.3,0,0
19,151,IA,POCAHONTAS,0777,WILDLIFE FOOD PLOT,,,,22.5,0,0
19,153,IA,POLK,0027,ALFALFA,,,FG,1535.8,11.5,0
19,153,IA,POLK,0027,ALFALFA,,,LS,9.4,0,0
19,153,IA,POLK,0027,ALFALFA,,,GZ,15.3,0,0
19,153,IA,POLK,0054,APPLES,COMMON,COM,FH,6.6,0,0
19,153,IA,POLK,0054,APPLES,SPECIALTY,SPC,FH,8.8,0,0
19,153,IA,POLK,0091,BARLEY,SPRING BARLEY,SPR,FG,0.5,0,0
19,153,IA,POLK,0047,BEANS,GREEN,GRN,FH,6.3,0,0
19,153,IA,POLK,0116,CABBAGE,HYBRID CABBAGE,HYB,FH,1.35,0,0
19,153,IA,POLK,6000,CANEBERRIES,RED RASPBERRIES,RED,FH,0.53,0,0
19,153,IA,POLK,0759,CANTALOUPES,,,FH,10.1,0,0
19,153,IA,POLK,7321,CHRISTMAS TREES,SCOTCH PINE,SCO,FH,26.4,0,0
19,153,IA,POLK,0265,CLOVER,ALSIKE CLOVER,ALS,FG,40.3,0,0
19,153,IA,POLK,0265,CLOVER,RED CLOVER,RED,FG,11,0,0
19,153,IA,POLK,0041,CORN,ORNAMENTAL,ORN,FH,14.5,0,0
19,153,IA,POLK,0041,CORN,POPCORN,POP,PR,0.5,0,0
19,153,IA,POLK,0041,CORN,POPCORN,POP,SD,65,0,0
19,153,IA,POLK,0041,CORN,SWEET,SWT,FH,569.7,0,0
19,153,IA,POLK,0041,CORN,YELLOW,YEL,GR,82205.81,125.2,88.2
19,153,IA,POLK,0041,CORN,YELLOW,YEL,SD,3565.7,5.4,0
19,153,IA,POLK,0099,CRP,,,1,372.1,0,0
19,153,IA,POLK,0099,CRP,,,10,238.1,0,0
19,153,IA,POLK,0099,CRP,,,11,23.8,0,0
19,153,IA,POLK,0099,CRP,,,12,15.7,0,0
19,153,IA,POLK,0099,CRP,,,15,25.7,0,0
19,153,IA,POLK,0099,CRP,,,16,5.1,0,0
19,153,IA,POLK,0099,CRP,,,2,603.1,0,0
19,153,IA,POLK,0099,CRP,,,21,920.8,0,0
19,153,IA,POLK,0099,CRP,,,22,80.3,0,0
19,153,IA,POLK,0099,CRP,,,23,618.7,0,0
19,153,IA,POLK,0099,CRP,,,25,80.7,0,0
19,153,IA,POLK,0099,CRP,,,27,179.5,0,0
19,153,IA,POLK,0099,CRP,,,28,369.8,0,0
19,153,IA,POLK,0099,CRP,,,3,40.4,0,0
19,153,IA,POLK,0099,CRP,,,30,31.3,0,0
19,153,IA,POLK,0099,CRP,,,37,8.1,0,0
19,153,IA,POLK,0099,CRP,,,38,40.2,0,0
19,153,IA,POLK,0099,CRP,,,4,133.6,0,0
19,153,IA,POLK,0099,CRP,,,41,3.3,0,0
19,153,IA,POLK,0099,CRP,,,42,10.6,0,0
19,153,IA,POLK,0099,CRP,,,43,2,0,0
19,153,IA,POLK,0099,CRP,,,46,377.4,0,0
19,153,IA,POLK,0099,CRP,,,48,17,0,0
19,153,IA,POLK,0099,CRP,,,5,3.9,0,0
19,153,IA,POLK,0099,CRP,,,50,157,0,0
19,153,IA,POLK,0099,CRP,,,53,215.2,0,0
19,153,IA,POLK,0099,CRP,,,70,30.1,0,0
19,153,IA,POLK,0099,CRP,,,8,14.1,0,0
19,153,IA,POLK,0099,CRP,,,9,80.5,0,0
19,153,IA,POLK,0132,CUCUMBERS,ENGLISH,ENG,FH,0.1,0,0
19,153,IA,POLK,0101,FALLOW,,,,2256.15,0,0
19,153,IA,POLK,0322,GOURDS,ORNAMENTAL,ORN,FH,1.75,0,0
19,153,IA,POLK,0053,GRAPES,EMPERORS,EPP,FH,1.5,0,0
19,153,IA,POLK,0053,GRAPES,EMPERORS,EPP,PR,19.9,0,0
19,153,IA,POLK,0102,GRASS,BIG BLUESTEM,BLB,LS,6.7,0,0
19,153,IA,POLK,0102,GRASS,KENTUCKY BLUEGRASS,BLK,FG,13.6,0,0
19,153,IA,POLK,0102,GRASS,KENTUCKY BLUEGRASS,BLK,GZ,69.6,0,0
19,153,IA,POLK,0102,GRASS,KENTUCKY BLUEGRASS,BLK,LS,51.77,0,0
19,153,IA,POLK,0102,GRASS,KENTUCKY BLUEGRASS,BLK,SO,461.9,0,0
19,153,IA,POLK,0102,GRASS,ORCHARD,ORG,FG,29.9,0,0
19,153,IA,POLK,0102,GRASS,ORCHARD,ORG,GZ,26.4,0,0
19,153,IA,POLK,0102,GRASS,ORCHARD,ORG,LS,4,0,0
19,153,IA,POLK,0102,GRASS,PRAIRIE,PRA,LS,280.6,0,0
19,153,IA,POLK,0102,GRASS,PRAIRIE,PRA,SD,226.7,0,0
19,153,IA,POLK,0102,GRASS,REED CANARY,RCA,LS,1.5,0,0
19,153,IA,POLK,0102,GRASS,SMOOTH BROME,SMO,FG,898,0,0
19,153,IA,POLK,0102,GRASS,SMOOTH BROME,SMO,GZ,171.6,0,0
19,153,IA,POLK,0102,GRASS,SMOOTH BROME,SMO,LS,813.2,0,0
19,153,IA,POLK,0102,GRASS,SWITCH,SWI,LS,153.8,0,0
19,153,IA,POLK,0102,GRASS,SWITCH,SWI,SD,142.8,0,0
19,153,IA,POLK,4000,GREENS,LEAF SPINACH,LEF,FH,1,0,0
19,153,IA,POLK,0772,HOME GARDEN,,,,15.1,0,0
19,153,IA,POLK,0140,LETTUCE,LEAF LETTUCE,LEF,FH,1,0,0
19,153,IA,POLK,0296,MIXED FORAGE,2 OR MORE INTERSEEDED GRASS MI,IGS,FG,590,0,0
19,153,IA,POLK,0296,MIXED FORAGE,2 OR MORE INTERSEEDED GRASS MI,IGS,GZ,326,0,0
19,153,IA,POLK,0296,MIXED FORAGE,2 OR MORE INTERSEEDED GRASS MI,IGS,LS,1534.9,0,0
19,153,IA,POLK,0296,MIXED FORAGE,ALFALFA GRASS MIXTURE,AGM,FG,335.7,0,0
19,153,IA,POLK,0296,MIXED FORAGE,ALFALFA GRASS MIXTURE,AGM,GZ,29.5,0,0
19,153,IA,POLK,0296,MIXED FORAGE,ALFALFA GRASS MIXTURE,AGM,LS,19.6,0,0
19,153,IA,POLK,0296,MIXED FORAGE,GRASS MIX-BELOW 25% ALFALFA,GMA,FG,1149.3,0,0
19,153,IA,POLK,0296,MIXED FORAGE,GRASS MIX-BELOW 25% ALFALFA,GMA,GZ,86.9,0,0
19,153,IA,POLK,0296,MIXED FORAGE,GRASS MIX-BELOW 25% ALFALFA,GMA,LS,37,0,0
19,153,IA,POLK,0296,MIXED FORAGE,LEGUME/GRASS MIXTURE,LGM,GZ,135.9,0,0
19,153,IA,POLK,0296,MIXED FORAGE,LEGUME/GRASS MIXTURE,LGM,LS,17.8,0,0
19,153,IA,POLK,0296,MIXED FORAGE,LEGUME/GRASS MIXTURE,LGM,FG,78.8,0,0
19,153,IA,POLK,1010,NURSERY,FIELD,FLD,,36.2,0,0
19,153,IA,POLK,0016,OATS,SPRING,SPR,FG,328.5,0,0
19,153,IA,POLK,0016,OATS,SPRING,SPR,GZ,2.5,0,0
19,153,IA,POLK,0016,OATS,SPRING,SPR,LS,1.2,0,0
19,153,IA,POLK,0016,OATS,SPRING,SPR,GR,156.5,0,0
19,153,IA,POLK,0142,ONIONS,"SWEET, EARLY",SWE,FH,1,0,0
19,153,IA,POLK,0083,PEPPERS,JALAPENO,JAL,FH,1,0,0
19,153,IA,POLK,0084,POTATOES,WHITES,WHT,FH,0.5,0,0
19,153,IA,POLK,0147,PUMPKINS,JACK-O-LANTERN,JAC,FH,89.2,0,0
19,153,IA,POLK,0147,PUMPKINS,MINI PUMPKINS,MIN,FH,0.9,0,0
19,153,IA,POLK,0147,PUMPKINS,SUGAR,SUG,FH,10.95,0,0
19,153,IA,POLK,0094,RYE,,,FG,65.8,0,0
19,153,IA,POLK,0094,RYE,,,GR,3.1,0,0
19,153,IA,POLK,0094,RYE,,,GZ,18.7,0,0
19,153,IA,POLK,0094,RYE,,,LS,69.8,0,0
19,153,IA,POLK,0051,SORGHUM,GRAIN,GRS,FG,0.4,0,0
19,153,IA,POLK,0051,SORGHUM,GRAIN,GRS,GR,16,21,0
19,153,IA,POLK,0050,SORGHUM FORAGE,SUDEX,SUD,FG,8,0,0
19,153,IA,POLK,0050,SORGHUM FORAGE,SUDEX,SUD,LS,3.4,0,0
19,153,IA,POLK,0081,SOYBEANS,COMMON,COM,GR,67822.07,279.4,0
19,153,IA,POLK,0081,SOYBEANS,COMMON,COM,GZ,20.9,0,0
19,153,IA,POLK,0081,SOYBEANS,COMMON,COM,SD,60.9,0,0
19,153,IA,POLK,0155,SQUASH,ACORN SQUASH,ACN,FH,1.1,0,0
19,153,IA,POLK,0155,SQUASH,SUMMER SQUASH,SUM,FH,1,0,0
19,153,IA,POLK,0155,SQUASH,WINTER SQUASH,WTR,FH,0.5,0,0
19,153,IA,POLK,0154,STRAWBERRIES,,,FH,2,0,0
19,153,IA,POLK,0087,TOMATOES,PLUM,PLM,FH,7.2,0,0
19,153,IA,POLK,0757,WATERMELON,COMMON,COM,FH,11,0,0
19,153,IA,POLK,0011,WHEAT,HARD RED SPRING,HRS,GR,13,0,0
19,153,IA,POLK,0011,WHEAT,HARD RED WINTER,HRW,FG,20,0,0
19,153,IA,POLK,0777,WILDLIFE FOOD PLOT,,,,88.6,0,0
19,155,IA,E POTTAWATTAMIE,0027,ALFALFA,,,FG,2113.5,0,0
19,155,IA,E POTTAWATTAMIE,0054,APPLES,COMMON,COM,FH,16.9,0,0
19,155,IA,E POTTAWATTAMIE,0054,APPLES,SPECIALTY,SPC,PR,0.1,0,0
19,155,IA,E POTTAWATTAMIE,0143,ARONIA (CHOKEBERRY),,,FH,1.5,0,0
19,155,IA,E POTTAWATTAMIE,0104,ASPARAGUS,,,FH,0.5,0,0
19,155,IA,E POTTAWATTAMIE,0091,BARLEY,SPRING BARLEY,SPR,GR,126.4,0,0
19,155,IA,E POTTAWATTAMIE,0759,CANTALOUPES,,,FH,0.2,0,0
19,155,IA,E POTTAWATTAMIE,0265,CLOVER,RED CLOVER,RED,FG,49.1,0,0
19,155,IA,E POTTAWATTAMIE,0041,CORN,SWEET,SWT,FH,37,0,0
19,155,IA,E POTTAWATTAMIE,0041,CORN,YELLOW,YEL,GR,117359.9,16.7,0
19,155,IA,E POTTAWATTAMIE,0041,CORN,YELLOW,YEL,SD,45.4,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,5,2.4,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,51,4.1,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,53,82.7,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,9,62.1,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,30,29.6,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,41,166,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,46,997.1,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,38,243,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,22,45.9,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,25,21.4,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,2,1066.2,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,48,25.3,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,21,1770.4,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,10,597.5,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,12,10.1,0,0
19,155,IA,E POTTAWATTAMIE,0099,CRP,,,1,1116.5,0,0
19,155,IA,E POTTAWATTAMIE,0101,FALLOW,,,,172,0,0
19,155,IA,E POTTAWATTAMIE,0053,GRAPES,CONCORD,CON,FH,1.3,0,0
19,155,IA,E POTTAWATTAMIE,0053,GRAPES,EDELWIESS,EDE,FH,3,0,0
19,155,IA,E POTTAWATTAMIE,0102,GRASS,KENTUCKY BLUEGRASS,BLK,GZ,289.9,0,0
19,155,IA,E POTTAWATTAMIE,0102,GRASS,OTHER BROME,BRO,FG,940.2,0,0
19,155,IA,E POTTAWATTAMIE,0102,GRASS,OTHER BROME,BRO,GZ,3144.3,0,0
19,155,IA,E POTTAWATTAMIE,0102,GRASS,OTHER BROME,BRO,LS,138.8,0,0
19,155,IA,E POTTAWATTAMIE,0102,GRASS,SWITCH,SWI,FG,36.4,0,0
19,155,IA,E POTTAWATTAMIE,0102,GRASS,SWITCH,SWI,GZ,5.5,0,0
19,155,IA,E POTTAWATTAMIE,0102,GRASS,SWITCH,SWI,LS,7.4,0,0
19,155,IA,E POTTAWATTAMIE,0102,GRASS,SWITCH,SWI,SD,2.1,0,0
19,155,IA,E POTTAWATTAMIE,0772,HOME GARDEN,,,,3,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,2 OR MORE INTERSEEDED COARSE G,ICG,FG,8.4,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,2 OR MORE INTERSEEDED COARSE G,ICG,GZ,54.1,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,2 OR MORE INTERSEEDED GRASS MI,IGS,FG,155.4,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,2 OR MORE INTERSEEDED GRASS MI,IGS,GZ,1310.5,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,2 OR MORE INTERSEEDED GRASS MI,IGS,LS,29.2,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,2 OR MORE INTERSEEDED SMALL GR,MSG,FG,34.1,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,2 OR MORE INTERSEEDED SMALL GR,MSG,GZ,1095.5,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,2 OR MORE LEGUMES INTERSEEDED,LEG,FG,13.3,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,2 OR MORE LEGUMES INTERSEEDED,LEG,GZ,5.9,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,ALFALFA GRASS MIXTURE,AGM,FG,236.2,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,ALFALFA GRASS MIXTURE,AGM,GZ,998,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,ALFALFA GRASS MIXTURE,AGM,LS,5.9,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,ALFALFA SMALL GRAIN INTERSEEDE,ASG,FG,9.8,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,ALFALFA SMALL GRAIN INTERSEEDE,ASG,GZ,14.1,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,GRASS MIX-BELOW 25% ALFALFA,GMA,FG,15.4,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,LEGUME/GRASS MIXTURE,LGM,FG,637.2,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,LEGUME/GRASS MIXTURE,LGM,GZ,564.2,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,LEGUME/SMALL GRAIN,LSG,FG,14,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,LEGUME/SMALL GRAIN/GRASS,LGG,FG,6.5,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,NATIVE GRASS INTERSEEDED,NSG,FG,98.8,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,NATIVE GRASS INTERSEEDED,NSG,GZ,17.9,0,0
19,155,IA,E POTTAWATTAMIE,0296,MIXED FORAGE,NATIVE GRASS INTERSEEDED,NSG,LS,7.7,0,0
19,155,IA,E POTTAWATTAMIE,0016,OATS,SPRING,SPR,GZ,2.5,0,0
19,155,IA,E POTTAWATTAMIE,0016,OATS,SPRING,SPR,FG,432.5,0,0
19,155,IA,E POTTAWATTAMIE,0016,OATS,SPRING,SPR,GR,298.2,0,0
19,155,IA,E POTTAWATTAMIE,0084,POTATOES,WHITES,WHT,FH,0.2,0,0
19,155,IA,E POTTAWATTAMIE,0094,RYE,,,GR,89.5,0,0
19,155,IA,E POTTAWATTAMIE,0051,SORGHUM,GRAIN,GRS,GR,9.5,0,0
19,155,IA,E POTTAWATTAMIE,0081,SOYBEANS,COMMON,COM,GR,112306.3,70,0
19,155,IA,E POTTAWATTAMIE,0087,TOMATOES,HYBRID,HYB,FH,0.1,0,0
19,155,IA,E POTTAWATTAMIE,7506,"TREES, TIMBER",,,,10,0,0
19,155,IA,E POTTAWATTAMIE,0105,TURN AREAS,,,,6598.7,0,0
