State Code,County Code,State Name,County Name,Crop Code,Crop Name,Crop Type,Crop Type Name,Intended Use,Planted Total,Prevented Total,Failed Total,Volunteer Total,Not Planted Total,Plant and Fail Total,Planted Irrigated,Prevented Irrigated,Failed Irrigated,Volunteer Irrigated,Not Planted Irrigated,Plant and Fail Irrigated,Planted Nonirrigated,Prevented Nonirrigated,Failed Nonirrigated,Volunteer Nonirrigated,Not Planted Nonirrigated,Plant and Fail Nonirrigated
01,095,ALABAMA,MARSHALL,0102,GRASS,FTA,FESCUE TALL,FG,3436.4,0,0,0,0,3436.4,0,0,0,0,0,0,3436.4,0,0,0,0,3436.4
01,095,ALABAMA,MARSHALL,0102,GRASS,FTA,FESCUE TALL,GZ,18060.6,0,0,8.6,0,18060.6,0,0,0,0,0,0,18060.6,0,0,8.6,0,18060.6
01,095,ALABAMA,MARSHALL,0102,GRASS,FTA,FESCUE TALL,LS,419.8,0,0,68.6,0,419.8,0,0,0,0,0,0,419.8,0,0,68.6,0,419.8
01,095,ALABAMA,MARSHALL,0102,GRASS,JOH,JOHNSON,FG,36.3,0,0,0,0,36.3,0,0,0,0,0,0,36.3,0,0,0,0,36.3
01,095,ALABAMA,MARSHALL,0102,GRASS,NAG,NATIVE,LS,1.8,0,0,1118.8,170,1.8,0,0,0,0,0,0,1.8,0,0,1118.8,170,1.8
01,095,ALABAMA,MARSHALL,0102,GRASS,ORG,ORCHARD,FG,11.7,0,0,0,0,11.7,0,0,0,0,0,0,11.7,0,0,0,0,11.7
01,095,ALABAMA,MARSHALL,0102,GRASS,ORG,ORCHARD,GZ,33,0,0,0,0,33,0,0,0,0,0,0,33,0,0,0,0,33
01,095,ALABAMA,MARSHALL,0102,GRASS,SUD,SUDAN,FG,29.6,0,0,0,0,29.6,0,0,0,0,0,0,29.6,0,0,0,0,29.6
01,095,ALABAMA,MARSHALL,0102,GRASS,SUD,SUDAN,GZ,7.8,0,0,0,0,7.8,0,0,0,0,0,0,7.8,0,0,0,0,7.8
01,095,ALABAMA,MARSHALL,0102,GRASS,WTA,WHEAT TALL,GZ,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8
01,095,ALABAMA,MARSHALL,0105,TURN AREAS,,,  ,8.4,0,0,5.3,24.65,8.4,0,0,0,0,0,0,8.4,0,0,5.3,24.65,8.4
01,095,ALABAMA,MARSHALL,0116,CABBAGE,HYB,HYBRID CABBAGE,FH,0.6,0,0,0,0,0.6,0.6,0,0,0,0,0.6,0,0,0,0,0,0
01,095,ALABAMA,MARSHALL,0132,CUCUMBERS,COM,COMMON,FH,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0,0
01,095,ALABAMA,MARSHALL,0132,CUCUMBERS,PKL,PICKLING,FH,0.4,0,0,0,0,0.4,0.4,0,0,0,0,0.4,0,0,0,0,0,0
01,095,ALABAMA,MARSHALL,0142,ONIONS,SWE,SWEET EARLY,FH,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0
01,095,ALABAMA,MARSHALL,0142,ONIONS,SWL,SWEET LATE,FH,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0,0,0,0
01,095,ALABAMA,MARSHALL,0146,PECANS,IMP,IMPROVED PECANS,  ,1.2,0,0,0,0,1.2,0,0,0,0,0,0,1.2,0,0,0,0,1.2
01,095,ALABAMA,MARSHALL,0154,STRAWBERRIES,,,FH,25.55,0,0,0,0,25.55,25.55,0,0,0,0,25.55,0,0,0,0,0,0
01,095,ALABAMA,MARSHALL,0155,SQUASH,SUM,SUMMER SQUASH,FH,0.8,0,0,0,0,0.8,0.8,0,0,0,0,0.8,0,0,0,0,0,0
01,095,ALABAMA,MARSHALL,0273,LESPEDEZA,,,FG,42.9,0,0,0,0,42.9,0,0,0,0,0,0,42.9,0,0,0,0,42.9
01,095,ALABAMA,MARSHALL,0273,LESPEDEZA,,,GZ,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4
01,095,ALABAMA,MARSHALL,0286,OKRA,,,FH,1.4,0,0,0,0,1.4,0.4,0,0,0,0,0.4,1,0,0,0,0,1
01,095,ALABAMA,MARSHALL,0318,EGGPLANT,CHE,CHERRY EGGPLANT,FH,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0,0,0,0
01,095,ALABAMA,MARSHALL,0757,WATERMELON,CRM,CRIMSON SWEET,FH,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0,0,0,0
01,095,ALABAMA,MARSHALL,0757,WATERMELON,JUB,JUBILEE,FH,0.3,0,0,0,0,0.3,0.3,0,0,0,0,0.3,0,0,0,0,0,0
01,095,ALABAMA,MARSHALL,0757,WATERMELON,SUG,ICE BOX/SUGAR BABIES,FH,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0,0,0,0
01,095,ALABAMA,MARSHALL,0759,CANTALOUPES,,,FH,0.4,0,0,0,0,0.4,0.4,0,0,0,0,0.4,0,0,0,0,0,0
01,095,ALABAMA,MARSHALL,0772,HOME GARDEN,,,  ,6.7,0,0,0,0,6.7,0,0,0,0,0,0,6.7,0,0,0,0,6.7
01,095,ALABAMA,MARSHALL,0777,WILDLIFE FOOD PLOT,,,  ,219,0,0,0,0,219,0,0,0,0,0,0,219,0,0,0,0,219
01,095,ALABAMA,MARSHALL,1250,GRASSLAND RESERVE PROGRAM,,,GZ,40,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,40
01,095,ALABAMA,MARSHALL,2006,WETLAND RESERVE PROGRAM,,,  ,808.9,0,0,0,0,808.9,0,0,0,0,0,0,808.9,0,0,0,0,808.9
01,095,ALABAMA,MARSHALL,7506,TREES- Timber,,,  ,650.4,0,0,48,0,650.4,0,0,0,0,0,0,650.4,0,0,48,0,650.4
01,097,ALABAMA,MOBILE,0011,WHEAT,SRW,SOFT RED WINTER,GR,946.4,0,0,0,0,946.4,0,0,0,0,0,0,946.4,0,0,0,0,946.4
01,097,ALABAMA,MOBILE,0021,"COTTON, Upland",,,  ,8313.7,0,0,0,0,8313.7,0,0,0,0,0,0,8313.7,0,0,0,0,8313.7
01,097,ALABAMA,MOBILE,0023,ORANGES,MND,MANDARINS,FH,50.9,0,0,0,0,50.9,39.4,0,0,0,0,39.4,11.5,0,0,0,0,11.5
01,097,ALABAMA,MOBILE,0034,PEACHES,CLI,CLING PEACHES,FH,20.5,0,0,0,0,20.5,0,0,0,0,0,0,20.5,0,0,0,0,20.5
01,097,ALABAMA,MOBILE,0034,PEACHES,FRE,FREESTONE PEACHES,FH,25.8,0,0,0,0,25.8,25.8,0,0,0,0,25.8,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0041,CORN,SWT,SWEET,FH,24.8,0,0,0,0,24.8,20.1,0,0,0,0,20.1,4.7,0,0,0,0,4.7
01,097,ALABAMA,MOBILE,0041,CORN,TRO,TROPICAL,GR,8.7,0,0,0,0,8.7,0,0,0,0,0,0,8.7,0,0,0,0,8.7
01,097,ALABAMA,MOBILE,0041,CORN,YEL,YELLOW,FG,31.7,0,0,0,0,31.7,0,0,0,0,0,0,31.7,0,0,0,0,31.7
01,097,ALABAMA,MOBILE,0041,CORN,YEL,YELLOW,GR,1614.2,37,0,0,0,1614.2,236.3,0,0,0,0,236.3,1377.9,37,0,0,0,1377.9
01,097,ALABAMA,MOBILE,0047,BEANS,BUT,BUTTER,FH,1.5,0,0,0,0,1.5,0,0,0,0,0,0,1.5,0,0,0,0,1.5
01,097,ALABAMA,MOBILE,0047,BEANS,GRN,GREEN,FH,0.3,0,0,0,0,0.3,0.3,0,0,0,0,0.3,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0047,BEANS,WAX,SNAP WAX,FH,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0067,PEAS,CRM,CREAM,FH,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0067,PEAS,PHL,PURPLE HULL,FH,5.6,0,0,0,0,5.6,0.6,0,0,0,0,0.6,5,0,0,0,0,5
01,097,ALABAMA,MOBILE,0067,PEAS,PNK,PINK EYED,FH,3,0,0,0,0,3,2,0,0,0,0,2,1,0,0,0,0,1
01,097,ALABAMA,MOBILE,0075,PEANUTS,RUN,RUNNER PEANUTS,NP,5489.5,0,0,0,0,5489.5,0,0,0,0,0,0,5489.5,0,0,0,0,5489.5
01,097,ALABAMA,MOBILE,0080,MILLET,COM,COMMON,FG,16.2,0,0,0,0,16.2,0,0,0,0,0,0,16.2,0,0,0,0,16.2
01,097,ALABAMA,MOBILE,0080,MILLET,COM,COMMON,GZ,158.1,0,0,0,0,158.1,0,0,0,0,0,0,158.1,0,0,0,0,158.1
01,097,ALABAMA,MOBILE,0081,SOYBEANS,COM,COMMON,GR,2113.3,0,0,0,0,2113.3,0,0,0,0,0,0,2113.3,0,0,0,0,2113.3
01,097,ALABAMA,MOBILE,0083,PEPPERS,BAN,BANANA,FH,0.4,0,0,0,0,0.4,0.4,0,0,0,0,0.4,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0083,PEPPERS,GRN,GREEN BELL,FH,3.7,0,0,0,0,3.7,3.7,0,0,0,0,3.7,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0083,PEPPERS,JAL,JALAPENO,FH,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0087,TOMATOES,HYB,HYBRID,FH,15.8,0,0,0,0,15.8,15.8,0,0,0,0,15.8,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0099,CRP,,,11,370.7,0,0,0,0,370.7,0,0,0,0,0,0,370.7,0,0,0,0,370.7
01,097,ALABAMA,MOBILE,0099,CRP,,,12,9.7,0,0,0,0,9.7,0,0,0,0,0,0,9.7,0,0,0,0,9.7
01,097,ALABAMA,MOBILE,0099,CRP,,,22,18,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,18
01,097,ALABAMA,MOBILE,0099,CRP,,,3 ,99.5,0,0,0,0,99.5,0,0,0,0,0,0,99.5,0,0,0,0,99.5
01,097,ALABAMA,MOBILE,0099,CRP,,,30,165,0,0,0,0,165,0,0,0,0,0,0,165,0,0,0,0,165
01,097,ALABAMA,MOBILE,0099,CRP,,,55,529.1,0,0,0,0,529.1,0,0,0,0,0,0,529.1,0,0,0,0,529.1
01,097,ALABAMA,MOBILE,0099,CRP,,,58,30,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,0,30
01,097,ALABAMA,MOBILE,0099,CRP,,,59,228.3,0,0,0,0,228.3,0,0,0,0,0,0,228.3,0,0,0,0,228.3
01,097,ALABAMA,MOBILE,0099,CRP,,,60,57,0,0,0,0,57,0,0,0,0,0,0,57,0,0,0,0,57
01,097,ALABAMA,MOBILE,0099,CRP,,,63,109.3,0,0,0,0,109.3,0,0,0,0,0,0,109.3,0,0,0,0,109.3
01,097,ALABAMA,MOBILE,0101,FALLOW,,,  ,6.7,0,0,8278.2,0,6.7,0,0,0,29.8,0,0,6.7,0,0,8248.4,0,6.7
01,097,ALABAMA,MOBILE,0102,GRASS,ARG,ARGENTINE BAHIA,FG,13.4,0,0,0,0,13.4,0,0,0,0,0,0,13.4,0,0,0,0,13.4
01,097,ALABAMA,MOBILE,0102,GRASS,ARG,ARGENTINE BAHIA,GZ,34.5,0,0,0,0,34.5,0,0,0,0,0,0,34.5,0,0,0,0,34.5
01,097,ALABAMA,MOBILE,0102,GRASS,BCM,COMMON BERMUDA,FG,138.1,0,0,0,0,138.1,0,0,0,0,0,0,138.1,0,0,0,0,138.1
01,097,ALABAMA,MOBILE,0102,GRASS,BCM,COMMON BERMUDA,GZ,138.2,0,0,0,0,138.2,0,0,0,0,0,0,138.2,0,0,0,0,138.2
01,097,ALABAMA,MOBILE,0102,GRASS,BCM,COMMON BERMUDA,LS,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0
01,097,ALABAMA,MOBILE,0102,GRASS,BCS,COASTAL BERMUDA,FG,265.4,0,0,0,0,265.4,0,0,0,0,0,0,265.4,0,0,0,0,265.4
01,097,ALABAMA,MOBILE,0102,GRASS,BCS,COASTAL BERMUDA,GZ,593.2,0,0,0,0,593.2,0,0,0,0,0,0,593.2,0,0,0,0,593.2
01,097,ALABAMA,MOBILE,0102,GRASS,BGH,HYBRID BERMUDA,FG,165.4,0,0,0,0,165.4,0,0,0,0,0,0,165.4,0,0,0,0,165.4
01,097,ALABAMA,MOBILE,0102,GRASS,BGH,HYBRID BERMUDA,GZ,507.7,0,0,0,0,507.7,0,0,0,0,0,0,507.7,0,0,0,0,507.7
01,097,ALABAMA,MOBILE,0102,GRASS,BGH,HYBRID BERMUDA,SO,41.8,0,0,0,0,41.8,41.8,0,0,0,0,41.8,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0102,GRASS,BHI,BAHIA,FG,1267.9,0,0,0,0,1267.9,0,0,0,0,0,0,1267.9,0,0,0,0,1267.9
01,097,ALABAMA,MOBILE,0102,GRASS,BHI,BAHIA,GZ,3888.5,0,0,0,0,3888.5,0,0,0,0,0,0,3888.5,0,0,0,0,3888.5
01,097,ALABAMA,MOBILE,0102,GRASS,BHI,BAHIA,LS,29.4,0,0,0,0,29.4,0,0,0,0,0,0,29.4,0,0,0,0,29.4
01,097,ALABAMA,MOBILE,0102,GRASS,CEN,CENTIPEDE,SO,320.7,0,0,0,0,320.7,289.4,0,0,0,0,289.4,31.3,0,0,0,0,31.3
01,097,ALABAMA,MOBILE,0102,GRASS,CRG,CRABGRASS,GZ,321.1,0,0,0,0,321.1,0,0,0,0,0,0,321.1,0,0,0,0,321.1
01,097,ALABAMA,MOBILE,0102,GRASS,RAN,ANNUAL RYEGRASS,GZ,1148.4,0,0,0,0,1148.4,0,0,0,0,0,0,1148.4,0,0,0,0,1148.4
01,097,ALABAMA,MOBILE,0102,GRASS,STA,SAINT AUGUSTINE,SO,43,0,0,0,0,43,43,0,0,0,0,43,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0105,TURN AREAS,,,  ,4.2,0,0,0,182.7,4.2,0,0,0,0,0,0,4.2,0,0,0,182.7,4.2
01,097,ALABAMA,MOBILE,0108,BLUEBERRIES,RAB,RABBITEYE BLUEBERRIES,FH,14.3,0,0,0,0,14.3,6.3,0,0,0,0,6.3,8,0,0,0,0,8
01,097,ALABAMA,MOBILE,0132,CUCUMBERS,COM,COMMON,FH,0.8,0,0,0,0,0.8,0.8,0,0,0,0,0.8,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0132,CUCUMBERS,PKL,PICKLING,FH,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0146,PECANS,IMP,IMPROVED PECANS,  ,588.7,0,0,0,0,588.7,111.3,0,0,0,0,111.3,477.4,0,0,0,0,477.4
01,097,ALABAMA,MOBILE,0154,STRAWBERRIES,,,FH,0.8,0,0,0,0,0.8,0.8,0,0,0,0,0.8,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0155,SQUASH,CRK,CROOKNECK,FH,0.3,0,0,0,0,0.3,0.3,0,0,0,0,0.3,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0155,SQUASH,SUM,SUMMER SQUASH,FH,2.5,0,0,0,0,2.5,2,0,0,0,0,2,0.5,0,0,0,0,0.5
01,097,ALABAMA,MOBILE,0155,SQUASH,ZUC,ZUCCHINI SQUASH,FH,1.5,0,0,0,0,1.5,1.5,0,0,0,0,1.5,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,0286,OKRA,,,FH,2,0,0,0,0,2,1.7,0,0,0,0,1.7,0.3,0,0,0,0,0.3
01,097,ALABAMA,MOBILE,0757,WATERMELON,JUB,JUBILEE,FH,70.6,0,0,0,0,70.6,48.1,0,0,0,0,48.1,22.5,0,0,0,0,22.5
01,097,ALABAMA,MOBILE,0757,WATERMELON,SED,SEEDLESS,FH,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
01,097,ALABAMA,MOBILE,0757,WATERMELON,STR,STRIPED,FH,2,0,0,0,0,2,0.5,0,0,0,0,0.5,1.5,0,0,0,0,1.5
01,097,ALABAMA,MOBILE,0757,WATERMELON,SUG,ICE BOX/SUGAR BABIES,FH,1.5,0,0,0,0,1.5,0,0,0,0,0,0,1.5,0,0,0,0,1.5
01,097,ALABAMA,MOBILE,0759,CANTALOUPES,,,FH,17.4,0,0,0,0,17.4,16.5,0,0,0,0,16.5,0.9,0,0,0,0,0.9
01,097,ALABAMA,MOBILE,0777,WILDLIFE FOOD PLOT,,,  ,111.4,0,0,0,0,111.4,0,0,0,0,0,0,111.4,0,0,0,0,111.4
01,097,ALABAMA,MOBILE,1010,NURSERY,CON,CONTAINER,  ,15.8,0,0,0,0,15.8,15.8,0,0,0,0,15.8,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,1010,NURSERY,FLD,FIELD,  ,5.1,0,0,0,0,5.1,5.1,0,0,0,0,5.1,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,3001,MOLLUSK,OYS,OYSTERS,FH,65.6,0,0,0,0,65.6,65.6,0,0,0,0,65.6,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,3002,CRUSTACEAN,CRB,CRAB,FH,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0
01,097,ALABAMA,MOBILE,7506,TREES- Timber,,,  ,299,0,0,0,0,299,0,0,0,0,0,0,299,0,0,0,0,299
01,099,ALABAMA,MONROE,0011,WHEAT,SRW,SOFT RED WINTER,GR,1175.5,0,0,0,0,1175.5,0,0,0,0,0,0,1175.5,0,0,0,0,1175.5
01,099,ALABAMA,MONROE,0016,OATS,SPR,SPRING,GR,12,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12
01,099,ALABAMA,MONROE,0016,OATS,WTR,WINTER,GZ,106.4,0,0,0,0,106.4,0,0,0,0,0,0,106.4,0,0,0,0,106.4
01,099,ALABAMA,MONROE,0021,"COTTON, Upland",,,  ,22645.6,0,59,0,0,22704.6,893.1,0,0,0,0,893.1,21752.5,0,59,0,0,21811.5
01,099,ALABAMA,MONROE,0041,CORN,SWT,SWEET,FH,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
01,099,ALABAMA,MONROE,0041,CORN,YEL,YELLOW,GR,1153.8,0,0,0,0,1153.8,144,0,0,0,0,144,1009.8,0,0,0,0,1009.8
01,099,ALABAMA,MONROE,0047,BEANS,GRN,GREEN,FH,1.1,0,0,0,0,1.1,0,0,0,0,0,0,1.1,0,0,0,0,1.1
01,099,ALABAMA,MONROE,0051,SORGHUM,GRS,GRAIN,GR,3.4,0,0,0,0,3.4,0,0,0,0,0,0,3.4,0,0,0,0,3.4
01,099,ALABAMA,MONROE,0067,PEAS,PHL,PURPLE HULL,FH,8.3,0,0,0,0,8.3,0,0,0,0,0,0,8.3,0,0,0,0,8.3
01,099,ALABAMA,MONROE,0075,PEANUTS,RUN,RUNNER PEANUTS,NP,5352.9,0,0,0,0,5352.9,387.2,0,0,0,0,387.2,4965.7,0,0,0,0,4965.7
01,099,ALABAMA,MONROE,0078,SUNFLOWERS,NON,CONFECTIONERY  SUNFLOWER,SD,12.4,0,0,0,0,12.4,0,0,0,0,0,0,12.4,0,0,0,0,12.4
01,099,ALABAMA,MONROE,0080,MILLET,COM,COMMON,FG,68,0,0,0,0,68,0,0,0,0,0,0,68,0,0,0,0,68
01,099,ALABAMA,MONROE,0080,MILLET,COM,COMMON,GZ,25,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,25
01,099,ALABAMA,MONROE,0081,SOYBEANS,COM,COMMON,GR,961.7,0,0,0,0,961.7,0,0,0,0,0,0,961.7,0,0,0,0,961.7
01,099,ALABAMA,MONROE,0099,CRP,,,1 ,6.3,0,0,0,0,6.3,0,0,0,0,0,0,6.3,0,0,0,0,6.3
01,099,ALABAMA,MONROE,0099,CRP,,,11,1337.7,0,0,0,0,1337.7,0,0,0,0,0,0,1337.7,0,0,0,0,1337.7
01,099,ALABAMA,MONROE,0099,CRP,,,12,24.8,0,0,0,0,24.8,0,0,0,0,0,0,24.8,0,0,0,0,24.8
01,099,ALABAMA,MONROE,0099,CRP,,,3 ,1565.3,0,0,0,0,1565.3,0,0,0,0,0,0,1565.3,0,0,0,0,1565.3
01,099,ALABAMA,MONROE,0099,CRP,,,30,36.6,0,0,0,0,36.6,0,0,0,0,0,0,36.6,0,0,0,0,36.6
01,099,ALABAMA,MONROE,0099,CRP,,,55,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10
01,099,ALABAMA,MONROE,0099,CRP,,,57,22,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,22
01,099,ALABAMA,MONROE,0099,CRP,,,59,811.4,0,0,0,0,811.4,0,0,0,0,0,0,811.4,0,0,0,0,811.4
01,099,ALABAMA,MONROE,0099,CRP,,,60,754,0,0,0,0,754,0,0,0,0,0,0,754,0,0,0,0,754
01,099,ALABAMA,MONROE,0099,CRP,,,61,70,0,0,0,0,70,0,0,0,0,0,0,70,0,0,0,0,70
01,099,ALABAMA,MONROE,0101,FALLOW,,,  ,83.9,0,0,63.8,128.9,83.9,0,0,0,0,0,0,83.9,0,0,63.8,128.9,83.9
01,099,ALABAMA,MONROE,0102,GRASS,ARG,ARGENTINE BAHIA,FG,57,0,0,0,0,57,0,0,0,0,0,0,57,0,0,0,0,57
01,099,ALABAMA,MONROE,0102,GRASS,ARG,ARGENTINE BAHIA,GZ,507.4,0,0,0,0,507.4,0,0,0,0,0,0,507.4,0,0,0,0,507.4
01,099,ALABAMA,MONROE,0102,GRASS,BCM,COMMON BERMUDA,FG,39.1,0,0,0,0,39.1,0,0,0,0,0,0,39.1,0,0,0,0,39.1
01,099,ALABAMA,MONROE,0102,GRASS,BCS,COASTAL BERMUDA,FG,38.1,0,0,0,0,38.1,0,0,0,0,0,0,38.1,0,0,0,0,38.1
01,099,ALABAMA,MONROE,0102,GRASS,BCS,COASTAL BERMUDA,GZ,32.6,0,0,0,0,32.6,0,0,0,0,0,0,32.6,0,0,0,0,32.6
01,099,ALABAMA,MONROE,0102,GRASS,BHI,BAHIA,FG,1504.8,0,0,0,0,1504.8,0,0,0,0,0,0,1504.8,0,0,0,0,1504.8
01,099,ALABAMA,MONROE,0102,GRASS,BHI,BAHIA,GZ,13366.23,0,0,30,0,13366.23,44,0,0,0,0,44,13322.23,0,0,30,0,13322.23
01,099,ALABAMA,MONROE,0102,GRASS,BHI,BAHIA,LS,24.8,0,0,0,0,24.8,0,0,0,0,0,0,24.8,0,0,0,0,24.8
01,099,ALABAMA,MONROE,0102,GRASS,CRG,CRABGRASS,FG,29.4,0,0,0,0,29.4,0,0,0,0,0,0,29.4,0,0,0,0,29.4
01,099,ALABAMA,MONROE,0102,GRASS,NAG,NATIVE,FG,91.2,0,0,0,38.6,91.2,0,0,0,0,0,0,91.2,0,0,0,38.6,91.2
01,099,ALABAMA,MONROE,0102,GRASS,NAG,NATIVE,GZ,630.3,0,0,76.2,100.2,630.3,0,0,0,0,0,0,630.3,0,0,76.2,100.2,630.3
01,099,ALABAMA,MONROE,0102,GRASS,NAG,NATIVE,LS,1944.3,0,0,494.4,1305.6,1944.3,0,0,0,0,7,0,1944.3,0,0,494.4,1298.6,1944.3
01,099,ALABAMA,MONROE,0102,GRASS,RAN,ANNUAL RYEGRASS,FG,132.1,0,0,0,0,132.1,0,0,0,0,0,0,132.1,0,0,0,0,132.1
01,099,ALABAMA,MONROE,0105,TURN AREAS,,,  ,770.5,0,0,0,7.4,770.5,15.8,0,0,0,0,15.8,754.7,0,0,0,7.4,754.7
01,099,ALABAMA,MONROE,0146,PECANS,IMP,IMPROVED PECANS,  ,161.7,0,0,72.9,0,161.7,0,0,0,0,0,0,161.7,0,0,72.9,0,161.7
01,099,ALABAMA,MONROE,0146,PECANS,NAT,NATIVE PECANS,  ,46.1,0,0,0,0,46.1,0,0,0,0,0,0,46.1,0,0,0,0,46.1
01,099,ALABAMA,MONROE,0286,OKRA,,,FH,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
01,099,ALABAMA,MONROE,0757,WATERMELON,JUB,JUBILEE,FH,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10
01,099,ALABAMA,MONROE,0772,HOME GARDEN,,,  ,18.6,0,0,0,0,18.6,0,0,0,0,0,0,18.6,0,0,0,0,18.6
01,099,ALABAMA,MONROE,0777,WILDLIFE FOOD PLOT,,,  ,125.2,0,0,0,0,125.2,0,0,0,0,0,0,125.2,0,0,0,0,125.2
01,099,ALABAMA,MONROE,7506,TREES- Timber,,,  ,1854.7,0,0,1746.6,0,1854.7,0,0,0,0,0,0,1854.7,0,0,1746.6,0,1854.7
01,101,ALABAMA,MONTGOMRY,0011,WHEAT,SRW,SOFT RED WINTER,GR,477.7,0,0,0,0,477.7,0,0,0,0,0,0,477.7,0,0,0,0,477.7
01,101,ALABAMA,MONTGOMRY,0016,OATS,WTR,WINTER,GR,100.3,0,0,0,0,100.3,0,0,0,0,0,0,100.3,0,0,0,0,100.3
01,101,ALABAMA,MONTGOMRY,0016,OATS,WTR,WINTER,GZ,251.3,0,0,0,0,251.3,0,0,0,0,0,0,251.3,0,0,0,0,251.3
01,101,ALABAMA,MONTGOMRY,0021,"COTTON, Upland",,,  ,2445.7,0,0,0,0,2445.7,0,0,0,0,0,0,2445.7,0,0,0,0,2445.7
01,101,ALABAMA,MONTGOMRY,0041,CORN,YEL,YELLOW,GR,2909.7,0,0,0,0,2909.7,0,0,0,0,0,0,2909.7,0,0,0,0,2909.7
01,101,ALABAMA,MONTGOMRY,0075,PEANUTS,RUN,RUNNER PEANUTS,NP,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10
01,101,ALABAMA,MONTGOMRY,0081,SOYBEANS,COM,COMMON,GR,3071.5,0,0,0,0,3071.5,66.4,0,0,0,0,66.4,3005.1,0,0,0,0,3005.1
01,101,ALABAMA,MONTGOMRY,0099,CRP,,,10,7900,0,0,0,0,7900,0,0,0,0,0,0,7900,0,0,0,0,7900
01,101,ALABAMA,MONTGOMRY,0099,CRP,,,11,2277.5,0,0,0,0,2277.5,0,0,0,0,0,0,2277.5,0,0,0,0,2277.5
01,101,ALABAMA,MONTGOMRY,0099,CRP,,,12,67.9,0,0,0,0,67.9,0,0,0,0,0,0,67.9,0,0,0,0,67.9
01,101,ALABAMA,MONTGOMRY,0099,CRP,,,21,18.3,0,0,0,0,18.3,0,0,0,0,0,0,18.3,0,0,0,0,18.3
01,101,ALABAMA,MONTGOMRY,0099,CRP,,,22,1334.7,0,0,0,0,1334.7,0,0,0,0,0,0,1334.7,0,0,0,0,1334.7
01,101,ALABAMA,MONTGOMRY,0099,CRP,,,25,218,0,0,0,0,218,0,0,0,0,0,0,218,0,0,0,0,218
01,101,ALABAMA,MONTGOMRY,0099,CRP,,,3 ,816.5,0,0,0,0,816.5,0,0,0,0,0,0,816.5,0,0,0,0,816.5
01,101,ALABAMA,MONTGOMRY,0099,CRP,,,30,114.9,0,0,0,0,114.9,0,0,0,0,0,0,114.9,0,0,0,0,114.9
01,101,ALABAMA,MONTGOMRY,0099,CRP,,,35,15.7,0,0,0,0,15.7,0,0,0,0,0,0,15.7,0,0,0,0,15.7
01,101,ALABAMA,MONTGOMRY,0099,CRP,,,46,269.9,0,0,0,0,269.9,0,0,0,0,0,0,269.9,0,0,0,0,269.9
