year,state,county,policies_prem,acres_insured,liabilities,premium,subsidy,indemnity,loss_ratio,net_benefit,farmer_premium,benefit_by_pol,benefit_by_acre
2014,Nebraska,Thomas,8,19572,505518,49925,28300,17615,0.3528292438657987,-4010,21625,-501.25,-0.2048845289188637
2014,Nebraska,Thurston,742,170826,90472451,5881889,3147683,3443976,0.5855221001280371,709770,2734206,956.5633423180593,4.154929577464789
2014,Nebraska,Valley,552,139048,55070463,4713966,2624534,7492677,1.589463521798842,5403245,2089432,9788.48731884058,38.858847304527934
2014,Nebraska,Washington,1046,157468,77723972,5765131,3334278,7877475,1.3664000002775305,5446622,2430853,5207.095602294455,34.58875454060507
2014,Nebraska,Wayne,966,220639,115689861,8695514,4743188,4529678,0.5209212474386218,577352,3952326,597.6728778467909,2.616726870589515
2014,Nebraska,Webster,1099,170847,73157207,6252116,3226386,9359497,1.4970126913832054,6333767,3025730,5763.209281164695,37.07274344881678
2014,Nebraska,Wheeler,193,89650,28198884,2299727,1416510,1516104,0.6592539027458476,632887,883217,3279.20725388601,7.059531511433352
2014,Nebraska,York,1625,282229,180110345,7519486,3952051,16326063,2.1711674175601896,12758628,3567435,7851.463384615385,45.206651336326175
2014,Nevada,All Other Counties,2,613,207781,9741,9090,0,0.0,-651,651,-325.5,-1.0619902120717781
2014,Nevada,Churchill,13,3140,1395175,73688,52199,70120,0.9515796330474433,48631,21489,3740.846153846154,15.487579617834395
2014,Nevada,Elko,8,189168,2661317,516544,275855,849275,1.6441484171725933,608586,240689,76073.25,3.21717203755392
2014,Nevada,Humboldt,35,551856,25882755,3606130,1977307,5639057,1.563742017065386,4010234,1628823,114578.11428571428,7.266812356846714
2014,Nevada,Lyon,5,3420,12891051,595832,595832,0,0.0,0,0,0.0,0.0
2014,Nevada,Pershing,87,117082,14142369,2754745,1568581,10513587,3.8165372838502294,9327423,1186164,107211.75862068965,79.66573000119574
2014,Nevada,Washoe,5,239000,1699440,354826,180962,1174314,3.3095489056608027,1000450,173864,200090.0,4.1859832635983265
2014,New Hampshire,All Other Counties,5,495,205303,17194,11297,5749,0.33436082354309643,-148,5897,-29.6,-0.298989898989899
2014,New Hampshire,Cheshire,8,1296,445864,30663,22517,83690,2.7293480742262664,75544,8146,9443.0,58.29012345679013
2014,New Hampshire,Coos,7,1228,405812,16732,12139,15350,0.9174037771934018,10757,4593,1536.7142857142858,8.759771986970684
2014,New Hampshire,Grafton,15,2323,1032088,46027,28437,1333,0.02896126186803398,-16257,17590,-1083.8,-6.9982780886784335
2014,New Hampshire,Hillsborough,13,419,1482933,189895,128113,62788,0.3306458832512704,1006,61782,77.38461538461539,2.4009546539379474
2014,New Hampshire,Merrimack,12,1492,998282,98260,65204,17236,0.17541217178913088,-15820,33056,-1318.3333333333333,-10.603217158176944
2014,New Hampshire,Rockingham,13,470,993531,155218,103384,60034,0.3867721527142471,8200,51834,630.7692307692307,17.4468085106383
2014,New Hampshire,Strafford,5,246,320421,25215,15898,3480,0.13801308744794766,-5837,9317,-1167.4,-23.727642276422763
2014,New Hampshire,Sullivan,6,1656,516994,29089,21531,1959,0.06734504451854653,-5599,7558,-933.1666666666666,-3.381038647342995
2014,New Jersey,All Other Counties,5,196,5389138,73234,70619,8268,0.11289838053363192,5653,2615,1130.6,28.841836734693878
2014,New Jersey,Atlantic,44,5546,11698931,762826,750771,49063,0.06431741969990536,37008,12055,841.0909090909091,6.67291741795889
2014,New Jersey,Burlington,154,28613,11289711,1038322,773969,530202,0.5106335029017973,265849,264353,1726.2922077922078,9.291196309369866
2014,New Jersey,Camden,15,1268,1360126,122888,117831,14449,0.11757860816353102,9392,5057,626.1333333333333,7.406940063091483
2014,New Jersey,Cumberland,115,17840,7035090,989302,714003,76276,0.07710082462180406,-199023,275299,-1730.6347826086956,-11.155997757847533
2014,New Jersey,Gloucester,113,14930,5908573,721009,550336,372807,0.5170628938057639,202134,170673,1788.796460176991,13.538780977896852
2014,New Jersey,Hunterdon,112,14010,5246152,515582,345108,181918,0.35284009139186395,11444,170474,102.17857142857143,0.8168451106352606
2014,New Jersey,Mercer,34,5151,1710370,130751,98938,52934,0.40484585203937257,21121,31813,621.2058823529412,4.100368860415453
2014,New Jersey,Middlesex,26,5234,1906557,149468,98505,29328,0.19621591243610673,-21635,50963,-832.1153846153846,-4.1335498662590755
2014,New Jersey,Monmouth,43,6632,1902491,140645,100871,26302,0.18700984748835722,-13472,39774,-313.30232558139534,-2.0313630880579012
2014,New Jersey,Morris,15,1458,593235,52775,38640,45215,0.856750355281857,31080,14135,2072.0,21.31687242798354
2014,New Jersey,Ocean,7,361,119015,12786,7286,3262,0.2551227905521664,-2238,5500,-319.7142857142857,-6.199445983379501
2014,New Jersey,Salem,262,38977,14129918,1589900,1156030,600148,0.3774753129127618,166278,433870,634.6488549618321,4.266054339738821
2014,New Jersey,Somerset,34,4734,1335843,114281,77434,186104,1.6284771746834557,149257,36847,4389.911764705882,31.528728348119984
2014,New Jersey,Sussex,29,4271,1495681,105644,75335,192825,1.825233804096778,162516,30309,5604.0,38.05104191055959
2014,New Jersey,Warren,138,23735,10561989,641665,404561,174212,0.2714999259738337,-62892,237104,-455.7391304347826,-2.64975774173162
2014,New Mexico,All Other Counties,9,109082,3738910,164511,100338,172715,1.0498690057199822,108542,64173,12060.222222222223,0.9950495957169836
2014,New Mexico,Chaves,51,187234,13012841,1028196,591094,1410177,1.3715060163626391,973075,437102,19079.901960784315,5.197106294796885
2014,New Mexico,Colfax,11,248765,1867748,257613,139128,98303,0.38159176749620555,-20182,118485,-1834.7272727272727,-0.08112877615420176
2014,New Mexico,Curry,551,240965,25128373,6912632,4805650,12160548,1.759177690928723,10053566,2106982,18246.036297640654,41.72210072002158
2014,New Mexico,De Baca,7,45841,497448,124184,64978,32088,0.2583907749790633,-27118,59206,-3874.0,-0.5915665016033682
2014,New Mexico,Dona Ana,206,31784,48877164,2400788,1593825,1297657,0.5405129482486584,490694,806963,2382.009708737864,15.438396677573621
2014,New Mexico,Eddy,29,14022,9152942,702567,422254,149170,0.21232138714172455,-131143,280313,-4522.172413793103,-9.352660105548424
2014,New Mexico,Grant,6,88500,686930,149204,76733,264112,1.7701402107182114,191641,72471,31940.166666666668,2.1654350282485875
2014,New Mexico,Guadalupe,6,61365,4699213,991340,544777,0,0.0,-446563,446563,-74427.16666666667,-7.277161248268557
2014,New Mexico,Harding,11,117794,957317,180845,106923,38730,0.21416129834941525,-35192,73922,-3199.2727272727275,-0.29875885019610504
2014,New Mexico,Hidalgo,16,34179,2841621,161712,115922,106455,0.6582999406352034,60665,45790,3791.5625,1.7749202726820563
2014,New Mexico,Lea,128,494278,21028650,3068696,1758958,4825464,1.5724802978203118,3515726,1309738,27466.609375,7.112851472248411
2014,New Mexico,Lincoln,4,92445,825529,197485,105264,359521,1.820497759323493,267300,92221,66825.0,2.891448969657634
2014,New Mexico,Luna,60,26300,6763227,494866,422386,72290,0.146079948915464,-190,72480,-3.1666666666666665,-0.007224334600760456
2014,New Mexico,Otero,19,281175,3288463,510484,274366,276012,0.5406868775515001,39894,236118,2099.684210526316,0.14188316884502533
2014,New Mexico,Quay,219,124898,10135065,4403927,2899858,6122655,1.3902716825233479,4618586,1504069,21089.43378995434,36.97886275200564
2014,New Mexico,Roosevelt,234,172025,10718702,3035857,2195638,2550042,0.8399743466177755,1709823,840219,7306.9358974358975,9.939386717046942
2014,New Mexico,San Juan,9,37658,20854862,1394167,954984,422542,0.3030784690786685,-16641,439183,-1849.0,-0.44189813585426735
2014,New Mexico,San Miguel,7,167106,1303659,266019,142798,268258,1.008416692040794,145037,123221,20719.571428571428,0.8679341256448003
2014,New Mexico,Santa Fe,4,3271,799577,46054,46054,0,0.0,0,0,0.0,0.0
2014,New Mexico,Sierra,4,135,347882,17687,10211,0,0.0,-7476,7476,-1869.0,-55.37777777777778
2014,New Mexico,Socorro,3,26400,225752,37129,19478,0,0.0,-17651,17651,-5883.666666666667,-0.6685984848484848
2014,New Mexico,Torrance,19,146023,1997165,312482,177755,259037,0.8289661484501507,124310,134727,6542.631578947368,0.8513042465912904
2014,New Mexico,Union,92,423535,18924297,2142777,1412582,1944277,0.9073632020504233,1214082,730195,13196.54347826087,2.866544677535505
2014,New York,Albany,6,1812,863874,75136,48906,186389,2.4806883517887566,160159,26230,26693.166666666668,88.38796909492274
2014,New York,All Other Counties,5,175,4736043,60135,55827,0,0.0,-4308,4308,-861.6,-24.617142857142856
2014,New York,Allegany,59,12281,4788764,381224,265595,809372,2.1230877384424907,693743,115629,11758.35593220339,56.48912954971094
2014,New York,Broome,12,2350,1186355,115943,88033,18411,0.15879354510405974,-9499,27910,-791.5833333333334,-4.042127659574468
2014,New York,Cattaraugus,94,22347,8610168,661837,417548,1356121,2.0490256664405284,1111832,244289,11828.0,49.753076475589566
2014,New York,Cayuga,203,60014,21205501,989825,723966,530904,0.5363614780390473,265045,265859,1305.64039408867,4.416386176558803
2014,New York,Chautauqua,239,33923,22000992,2271246,1415187,1570997,0.6916894955456168,714938,856059,2991.3723849372386,21.07531763110574
2014,New York,Chemung,15,3692,1680224,203730,126355,13845,0.06795759092917096,-63530,77375,-4235.333333333333,-17.20747562296858
2014,New York,Chenango,47,9431,3498895,282998,200946,319506,1.1290044452610972,237454,82052,5052.212765957447,25.178029901389035
2014,New York,Clinton,40,20012,14991583,1578017,1018728,1124439,0.7125645667949078,565150,559289,14128.75,28.24055566660004
2014,New York,Columbia,73,12121,10783067,1511398,954487,907615,0.60051356426302,350704,556911,4804.164383561644,28.93358633776091
2014,New York,Cortland,44,8196,2756429,146921,109224,239805,1.6322037013088666,202108,37697,4593.363636363636,24.659346022449977
2014,New York,Delaware,15,1840,578216,51140,32838,6316,0.12350410637465781,-11986,18302,-799.0666666666667,-6.514130434782609
2014,New York,Dutchess,35,2606,2253841,284148,182347,85554,0.301089573039402,-16247,101801,-464.2,-6.234458940905602
2014,New York,Erie,187,30975,13162563,1543053,964635,2026539,1.313330779953767,1448121,578418,7743.96256684492,46.75128329297821
2014,New York,Essex,12,1687,1840534,256073,161863,234631,0.9162660647549722,140421,94210,11701.75,83.2371072910492
2014,New York,Franklin,45,17332,5399284,486350,382189,109572,0.22529454096843837,5411,104161,120.24444444444444,0.3121970920840065
2014,New York,Fulton,15,1555,522399,88613,59571,150993,1.7039599155880063,121951,29042,8130.066666666667,78.42508038585208
2014,New York,Genesee,248,59791,25152175,1784425,1198480,1201202,0.6731591408997296,615257,585945,2480.875,10.290127276680437
2014,New York,Greene,8,1115,409786,34333,28122,0,0.0,-6211,6211,-776.375,-5.570403587443947
2014,New York,Herkimer,44,8203,2879867,366312,243013,541152,1.4772980410142174,417853,123299,9496.65909090909,50.93904669023528
2014,New York,Jefferson,108,39375,11869576,1305181,956701,845564,0.6478519071301222,497084,348480,4602.62962962963,12.624355555555555
2014,New York,Lewis,23,6655,2233553,203888,164292,255379,1.2525455151848073,215783,39596,9381.869565217392,32.42419233658903
2014,New York,Livingston,261,78500,31182198,2159931,1505295,2943164,1.3626194540473746,2288528,654636,8768.306513409962,29.153222929936305
2014,New York,Madison,85,20645,7782449,617121,431827,840414,1.361830175929842,655120,185294,7707.294117647059,31.732622911116493
2014,New York,Monroe,237,54758,25414695,1709537,1164972,2759255,1.6140364320865825,2214690,544565,9344.683544303798,40.44504912524197
2014,New York,Montgomery,76,18362,6071659,705349,477844,954070,1.3526211846901322,726565,227505,9560.065789473685,39.56894673782812
2014,New York,Niagara,232,65416,33289379,2540306,1680460,3956827,1.557618255438518,3096981,859846,13349.056034482759,47.34286718845542
2014,New York,Oneida,113,22532,7839499,688961,491030,659995,0.9579569815998293,462064,197931,4089.0619469026547,20.507012249245516
2014,New York,Onondaga,163,40842,15269377,992500,707058,639746,0.6445803526448363,354304,285442,2173.6441717791413,8.674991430390284
2014,New York,Ontario,265,57923,23760801,1296796,876123,2474633,1.9082669903361824,2053960,420673,7750.792452830188,35.4601798939972
2014,New York,Orange,105,8930,12382264,2809176,1847462,465576,0.16573400883390715,-496138,961714,-4725.1238095238095,-55.5585666293393
2014,New York,Orleans,277,80422,56105033,3928651,2722509,2398985,0.6106383590703272,1192843,1206142,4306.292418772563,14.832297132625401
2014,New York,Oswego,60,13951,7355438,753642,620152,207767,0.2756839454276699,74277,133490,1237.95,5.324134470647265
2014,New York,Otsego,53,9171,3478315,311907,221383,179771,0.5763609024484863,89247,90524,1683.9056603773586,9.731436048413478
2014,New York,Rensselaer,36,9916,3509499,233521,174837,40021,0.1713807323538354,-18663,58684,-518.4166666666666,-1.8821097216619604
2014,New York,Saratoga,27,7660,3593886,325536,196643,346050,1.0630160719551756,217157,128893,8042.851851851852,28.34947780678851
2014,New York,Schenectady,9,695,218494,32882,20171,24983,0.7597773858037832,12272,12711,1363.5555555555557,17.657553956834533
2014,New York,Schoharie,32,6402,1862958,166430,128885,145314,0.8731238358469026,107769,37545,3367.78125,16.83364573570759
2014,New York,Schuyler,38,4185,2383174,179901,120987,201116,1.1179259703948283,142202,58914,3742.157894736842,33.978972520908
2014,New York,Seneca,122,33089,15375614,848605,581145,810493,0.9550886454828807,543033,267460,4451.0901639344265,16.41128471697543
2014,New York,St Lawrence,50,29942,8578002,1041942,699454,966250,0.9273548815577066,623762,342488,12475.24,20.832342528889185
2014,New York,Steuben,113,23606,11435959,1168551,772784,1783523,1.5262688577563153,1387756,395767,12281.026548672566,58.78827416758451
2014,New York,Suffolk,38,1600,3585920,141861,106331,11564,0.08151641395450476,-23966,35530,-630.6842105263158,-14.97875
2014,New York,Sullivan,5,419,141628,14173,8828,24466,1.7262400338672124,19121,5345,3824.2,45.63484486873509
2014,New York,Tioga,16,3212,856269,73852,60483,0,0.0,-13369,13369,-835.5625,-4.162204234122043
2014,New York,Tompkins,58,8939,2698580,130135,97235,53893,0.4141314788488877,20993,32900,361.94827586206895,2.3484729835552076
2014,New York,Ulster,71,4733,17619481,1480128,989917,1561342,1.0548695788472349,1071131,490211,15086.352112676057,226.3112190999366
2014,New York,Washington,50,14893,4989671,315512,208142,304637,0.9655322143056365,197267,107370,3945.34,13.245618747062379
2014,New York,Wayne,267,55699,54987838,3036541,2041090,2150274,0.7081327075774706,1154823,995451,4325.179775280899,20.73328066931184
2014,New York,Wyoming,128,36382,17105795,1495240,1024310,732461,0.4898618282014927,261531,470930,2043.2109375,7.188472321477653
2014,New York,Yates,169,16740,13107569,1131404,713597,749254,0.6622338262901669,331447,417807,1961.224852071006,19.799701314217444
2014,North Carolina,Alamance,169,11420,6520020,1004473,651859,631693,0.6288800196720071,279079,352614,1651.3550295857988,24.437740805604204
2014,North Carolina,Alexander,36,5617,4158899,494758,299941,760277,1.536664389459089,565460,194817,15707.222222222223,100.66939647498664
2014,North Carolina,All Other Counties,44,595,54741704,1022857,877818,70332,0.06876034479893084,-74707,145039,-1697.8863636363637,-125.55798319327731
2014,North Carolina,Alleghany,12,1764,581531,46383,30203,29979,0.646335942047733,13799,16180,1149.9166666666667,7.822562358276644
2014,North Carolina,Anson,152,33389,10020890,873171,646517,118763,0.1360134498282696,-107891,226654,-709.8092105263158,-3.23133367276648
2014,North Carolina,Ashe,7,317,208296,52445,29690,25364,0.48363047001620746,2609,22755,372.7142857142857,8.230283911671924
2014,North Carolina,Avery,2,48,59747,22101,14800,58673,2.6547667526356276,51372,7301,25686.0,1070.25
2014,North Carolina,Beaufort,533,154253,61387419,6633845,4634962,4299340,0.6480917175484202,2300457,1998883,4316.054409005628,14.913531665510558
2014,North Carolina,Bertie,437,80954,48693553,3809819,2263419,1141342,0.2995790613674823,-405058,1546400,-926.9061784897025,-5.003557575907306
2014,North Carolina,Bladen,439,63594,37785595,4501170,2838771,2571851,0.5713738872337637,909452,1662399,2071.644646924829,14.30090889077586
2014,North Carolina,Brunswick,107,20462,5803597,1259690,876465,954262,0.7575371718438664,571037,383225,5336.794392523365,27.907193822695728
2014,North Carolina,Buncombe,17,950,1646643,114637,69686,0,0.0,-44951,44951,-2644.176470588235,-47.316842105263156
2014,North Carolina,Burke,21,1471,5046554,101430,86933,33850,0.33372769397614116,19353,14497,921.5714285714286,13.156356220258328
2014,North Carolina,Cabarrus,97,15333,3791074,290468,206285,51501,0.1773035239682168,-32682,84183,-336.92783505154637,-2.1314811191547642
2014,North Carolina,Caldwell,13,1702,433325,46596,34767,0,0.0,-11829,11829,-909.9230769230769,-6.95005875440658
2014,North Carolina,Camden,109,50730,21664077,1334520,787551,89151,0.06680379462278573,-457818,546969,-4200.165137614679,-9.024600827912478
2014,North Carolina,Carteret,44,45666,7538389,534053,437435,165165,0.3092670577639298,68547,96618,1557.8863636363637,1.501051110235186
2014,North Carolina,Caswell,163,10468,9756401,1445259,896534,566160,0.39173601409851105,17435,548725,106.96319018404908,1.665552158960642
2014,North Carolina,Catawba,79,12944,3933769,397043,272655,639867,1.6115811133806666,515479,124388,6525.050632911392,39.823779357231146
2014,North Carolina,Chatham,55,4917,1987188,387001,250051,155426,0.40161653329061164,18476,136950,335.92727272727274,3.757575757575758
2014,North Carolina,Cherokee,4,723,318977,22547,17485,1346,0.059697520734465784,-3716,5062,-929.0,-5.139695712309821
2014,North Carolina,Chowan,176,27474,10361060,739104,466074,61754,0.08355251764298394,-211276,273030,-1200.4318181818182,-7.690034214166121
2014,North Carolina,Clay,2,657,62319,3652,2393,664,0.18181818181818182,-595,1259,-297.5,-0.9056316590563166
2014,North Carolina,Cleveland,146,25181,6318844,744355,552029,506820,0.6808847928743678,314494,192326,2154.068493150685,12.489337198681545
2014,North Carolina,Columbus,752,119080,38529716,7540814,4723224,4722986,0.6263230998669375,1905396,2817590,2533.771276595745,16.00097413503527
2014,North Carolina,Craven,243,53437,22164589,2777093,1834043,1007028,0.36261947295247227,63978,943050,263.28395061728395,1.1972603252428093
2014,North Carolina,Cumberland,246,40711,24205718,3037561,1820203,3199448,1.05329506139959,1982090,1217358,8057.276422764227,48.68684139421778
2014,North Carolina,Currituck,64,22088,7231078,341372,212867,179640,0.5262294505700527,51135,128505,798.984375,2.3150579500181094
2014,North Carolina,Dare,5,2595,502347,51034,35563,5834,0.11431594623192382,-9637,15471,-1927.4,-3.713680154142582
2014,North Carolina,Davidson,171,20679,7721591,813144,553832,780201,0.9594868805525221,520889,259312,3046.1345029239765,25.189274142850234
2014,North Carolina,Davie,78,15930,4885434,511811,359814,72182,0.14103252958611676,-79815,151997,-1023.2692307692307,-5.010357815442561
2014,North Carolina,Duplin,861,134857,51861872,7235090,4521652,3770161,0.521093863379723,1056723,2713438,1227.3205574912893,7.835878004108055
2014,North Carolina,Durham,31,2113,1088533,156928,107275,40070,0.255340028548124,-9583,49653,-309.1290322580645,-4.535257927117842
2014,North Carolina,Edgecombe,440,104292,60481875,5054322,3140066,1133157,0.2241956487932506,-781099,1914256,-1775.225,-7.489538986691213
2014,North Carolina,Forsyth,81,7921,4942723,582157,360141,893524,1.534850564366657,671508,222016,8290.222222222223,84.77565963893448
2014,North Carolina,Franklin,163,28611,24202093,2112892,1332361,462753,0.21901403384555387,-317778,780531,-1949.558282208589,-11.10684701688162
2014,North Carolina,Gaston,36,5075,1248359,118852,85848,3735,0.031425638609362906,-29269,33004,-813.0277777777778,-5.767290640394089
2014,North Carolina,Gates,167,43835,16722650,1202718,767703,220683,0.18348690216659266,-214332,435015,-1283.4251497005987,-4.889517508839968
2014,North Carolina,Granville,130,12740,12622809,1267422,755840,599065,0.4726641955086782,87483,511582,672.9461538461538,6.86679748822606
2014,North Carolina,Greene,474,68124,46330650,4340409,2557352,3461403,0.797483140413726,1678346,1783057,3540.8143459915614,24.63663319828548
2014,North Carolina,Guilford,248,22530,12370337,1652121,1071073,2309307,1.3977832132150128,1728259,581048,6968.7862903225805,76.7092321349312
2014,North Carolina,Halifax,402,104135,49221579,3539555,2253139,384092,0.10851420588181283,-902324,1286416,-2244.587064676617,-8.664944543141115
2014,North Carolina,Harnett,390,57097,43679413,4711692,2954529,2237725,0.47493023737544815,480562,1757163,1232.2102564102563,8.416589312923621
2014,North Carolina,Haywood,22,1024,1113105,124119,77396,5635,0.04539997905236104,-41088,46723,-1867.6363636363637,-40.125
2014,North Carolina,Henderson,103,6687,12381168,3872480,2546698,7507212,1.938605751353138,6181430,1325782,60013.88349514563,924.3950949603709
2014,North Carolina,Hertford,322,47134,25090663,2342607,1324146,265059,0.11314701953848853,-753402,1018461,-2339.7577639751553,-15.98425764840667
2014,North Carolina,Hoke,139,30701,8412109,759395,565669,194772,0.2564831214321927,1046,193726,7.525179856115108,0.03407055144783558
2014,North Carolina,Hyde,279,92639,40674436,3394616,2405656,4027333,1.1863883867866056,3038373,988960,10890.225806451614,32.79799004738825
2014,North Carolina,Iredell,170,37694,11415040,1023985,760793,218213,0.21310175442023077,-44979,263192,-264.58235294117645,-1.1932668329177056
2014,North Carolina,Johnston,618,86133,63506585,5571387,3426206,2648808,0.4754306243669664,503627,2145181,814.9304207119741,5.847085321537622
2014,North Carolina,Jones,271,53744,28132356,3756532,2415552,1583801,0.4216125405027829,242821,1340980,896.0184501845018,4.518104346531706
2014,North Carolina,Lee,93,10551,10333760,1275181,786224,848856,0.6656749120320958,359899,488957,3869.8817204301076,34.11041607430575
2014,North Carolina,Lenoir,633,89241,49497052,6357320,3900128,4680969,0.7363116847979967,2223777,2457192,3513.0758293838862,24.918781725888326
2014,North Carolina,Lincoln,72,9017,2130233,249003,165565,379012,1.5221182074111557,295574,83438,4105.194444444444,32.77963846068537
2014,North Carolina,Madison,4,78,46312,4383,2720,2125,0.4848277435546429,462,1663,115.5,5.923076923076923
2014,North Carolina,Martin,737,78751,53046612,3335560,2018983,1745630,0.5233394092746045,429053,1316577,582.1614654002714,5.448222879709464
2014,North Carolina,McDowell,7,451,364838,28812,18287,10823,0.37564209357212275,298,10525,42.57142857142857,0.6607538802660754
2014,North Carolina,Mecklenburg,18,2369,624841,46579,35939,6229,0.1337297923957148,-4411,10640,-245.05555555555554,-1.8619670747150696
2014,North Carolina,Montgomery,39,4499,1802218,183489,112968,69332,0.3778537133016148,-1189,70521,-30.487179487179485,-0.2642809513225161
2014,North Carolina,Moore,82,10456,8974009,719746,425080,282801,0.3929177793277073,-11865,294666,-144.6951219512195,-1.1347551644988523
2014,North Carolina,Nash,296,57270,51381758,3859278,2347972,608004,0.15754345761046495,-903302,1511306,-3051.695945945946,-15.772690763052209
2014,North Carolina,New Hanover,3,834,244591,39686,30713,2550,0.06425439701658016,-6423,8973,-2141.0,-7.701438848920863
2014,North Carolina,Northampton,570,99085,42304511,3280980,2106751,290828,0.08864058909228341,-883401,1174229,-1549.8263157894737,-8.915587626785083
2014,North Carolina,Onslow,196,34559,13528690,1939432,1229165,2754098,1.4200539126919633,2043831,710267,10427.709183673469,59.14033970890362
2014,North Carolina,Orange,145,12369,4786933,677932,458041,185093,0.2730259082031826,-34798,219891,-239.98620689655172,-2.8133236316597947
2014,North Carolina,Pamlico,75,38221,15560543,1146785,720101,2146069,1.8713786803978079,1719385,426684,22925.133333333335,44.985348368697835
2014,North Carolina,Pasquotank,218,68915,30463827,2354033,1456978,694693,0.29510758770161677,-202362,897055,-928.2660550458716,-2.936399912936226
2014,North Carolina,Pender,165,41558,16822743,1850986,1219600,770983,0.41652557069583457,139597,631386,846.0424242424242,3.3590885028153425
2014,North Carolina,Perquimans,315,76275,26073985,1882500,1157265,597420,0.31735458167330677,-127815,725235,-405.76190476190476,-1.6757128810226156
2014,North Carolina,Person,225,33663,21794782,2739649,1845706,1469273,0.536299723066714,575330,893943,2557.0222222222224,17.090871283011023
2014,North Carolina,Pitt,649,127008,56005892,5940607,3653279,4387144,0.7385009646320654,2099816,2287328,3235.4637904468414,16.53294280675233
2014,North Carolina,Polk,16,1155,1160160,299513,195711,720140,2.40436976024413,616338,103802,38521.125,533.6259740259741
2014,North Carolina,Randolph,146,16499,6239348,841333,605321,465604,0.5534122636340189,229592,236012,1572.5479452054794,13.915510030910964
2014,North Carolina,Richmond,64,9665,3311265,307612,197756,544715,1.770785925126458,434859,109856,6794.671875,44.993171236420075
2014,North Carolina,Robeson,799,212544,60100329,7541347,5077341,2967491,0.3934961486323332,503485,2464006,630.1439299123905,2.3688506850346283
2014,North Carolina,Rockingham,270,17745,17252871,1514344,950422,1670690,1.1032433845942533,1106768,563922,4099.1407407407405,62.37069597069597
2014,North Carolina,Rowan,145,33822,9646240,810925,589316,408216,0.5033955051330271,186607,221609,1286.9448275862069,5.517326000827864
2014,North Carolina,Rutherford,41,5184,1016093,122879,79531,165278,1.3450467533101669,121930,43348,2973.9024390243903,23.520447530864196
2014,North Carolina,Sampson,936,148171,95945682,10479578,6669398,4681705,0.4467455655180008,871525,3810180,931.116452991453,5.881886469012155
2014,North Carolina,Scotland,142,32173,8588933,958640,695530,479822,0.5005236585162314,216712,263110,1526.1408450704225,6.735834395300407
2014,North Carolina,Stanly,235,48480,15611781,1119686,772774,72357,0.06462258168808041,-274555,346912,-1168.3191489361702,-5.663263201320132
2014,North Carolina,Stokes,123,7352,7586753,669944,390829,2702268,4.033572955351492,2423153,279115,19700.43089430894,329.59099564744287
2014,North Carolina,Surry,173,24708,17256551,1463395,933427,1770614,1.2099357999719829,1240646,529968,7171.364161849711,50.212319896389836
2014,North Carolina,Transylvania,13,1874,437785,42937,26186,10140,0.23615995528332206,-6611,16751,-508.53846153846155,-3.5277481323372464
2014,North Carolina,Tyrrell,147,76666,30285441,1815123,1237680,2498061,1.3762488823071495,1920618,577443,13065.42857142857,25.051756971799755
2014,North Carolina,Union,262,130566,41296717,3431322,2427376,677418,0.19742186830615138,-326528,1003946,-1246.2900763358778,-2.5008654626778792
2014,North Carolina,Vance,104,11199,10626717,695226,428344,86036,0.1237525639144681,-180846,266882,-1738.9038461538462,-16.148406107688185
2014,North Carolina,Wake,147,20124,18774062,1519954,935235,865600,0.5694909188041217,280881,584719,1910.7551020408164,13.957513416815742
2014,North Carolina,Warren,102,14491,8897357,853928,503184,783655,0.9177061766331588,432911,350744,4244.225490196079,29.87447381133117
2014,North Carolina,Washington,309,100374,38547795,3371738,2318859,1425407,0.4227514118831297,372528,1052879,1205.5922330097087,3.711399366369777
2014,North Carolina,Watauga,9,368,10499,1625,1024,3511,2.160615384615385,2910,601,323.3333333333333,7.907608695652174
2014,North Carolina,Wayne,716,123617,63971285,6754808,4104663,3911668,0.5790938839416309,1261523,2650145,1761.9036312849162,10.205093150618442
2014,North Carolina,Wilkes,46,8094,6800053,676001,416520,1052186,1.556485863186593,792705,259481,17232.717391304348,97.93736100815418
2014,North Carolina,Wilson,359,69648,55720674,3708832,2224200,1171660,0.3159107773013175,-312972,1484632,-871.7883008356546,-4.4936250861474845
2014,North Carolina,Yadkin,219,34498,20312145,1945735,1194393,833653,0.42845145921721095,82311,751342,375.8493150684931,2.3859644037335497
2014,North Carolina,Yancey,4,245,22262,3816,2112,600,0.15723270440251572,-1104,1704,-276.0,-4.506122448979592
2014,North Dakota,Adams,581,304419,38104341,8559457,5483518,5624986,0.6571662197730533,2549047,3075939,4387.3442340791735,8.373481944293884
2014,North Dakota,All Other Counties,2,0,1305830,18776,14362,0,0.0,-4414,4414,-2207.0,0.0
2014,North Dakota,Barnes,1561,653581,213020154,27455454,19119341,13558378,0.49383186306079657,5222265,8336113,3345.4612427930815,7.990233804226255
2014,North Dakota,Benson,1324,469355,118019507,21106405,14250851,9807790,0.4646831139646946,2952236,6855554,2229.785498489426,6.289985192444951
2014,North Dakota,Billings,260,190337,10811002,2069823,1268479,992639,0.47957675608010925,191295,801344,735.75,1.0050331779948196
2014,North Dakota,Bottineau,1932,691405,139820784,23257294,15989775,36766822,1.5808727360973294,29499303,7267519,15268.790372670808,42.66573571206457
